Data Point,Date Time,Test Time (s),Step Time (s),Cycle Index,Step Index,TC_Counter1,TC_Counter2,TC_Counter3,TC_Counter4,TC_Counter5,TC_Counter6,TC_Counter7,TC_Counter8,Current (A),Voltage (V),Power (W),Charge Capacity (Ah),Discharge Capacity (Ah),Charge Energy (Wh),Discharge Energy (Wh),ACR (Ohm),dV/dt (V/s),Internal Resistance (Ohm),dQ/dV (Ah/V),dV/dQ (V/Ah),MetaCode_MV_UD1,MetaCode_MV_UD2,MetaCode_MV_UD3,Aux_Temperature_1 (C),Aux_dT/dt_1 (C/s)
11,	06/12/2024 23:41:55.182,422.195,60.0007,1,5,0,0,0,0,0,0,0,0,0,3.852366,0,0,0.0000001386199,0,0.0000005281801,,-0.0000262373996520182,,,,,,,24.70339,-0.002449155
12,	06/12/2024 23:42:55.182,482.1949,120.0006,1,5,0,0,0,0,0,0,0,0,0,3.852453,0,0,0.0000001386199,0,0.0000005281801,,0.0000116172595880926,,,,,,,24.69095,-0.00590384
13,	06/12/2024 23:43:55.182,542.1955,180.0012,1,5,0,0,0,0,0,0,0,0,0,3.852162,0,0,0.0000001386199,0,0.0000005281801,,-0.00000778345201979391,,0,,,,,24.71359,-0.004603863
14,	06/12/2024 23:44:55.182,602.1954,240.0011,1,5,0,0,0,0,0,0,0,0,0,3.852276,0,0,0.0000001386199,0,0.0000005281801,,-0.0000158047496370273,,,,,,,24.7659796795294,0.0100761407325661
15,	06/12/2024 23:44:55.185,602.1979,240.0036,1,5,0,0,0,0,0,0,0,0,0,3.852276,0,0,0.0000001386199,0,0.0000005281801,,-0.0000158047496370273,0.423513799905777,0,0,,,,24.768008555269,0.0102332427444004
16,	06/12/2024 23:44:55.233,602.2461,0.009,1,6,0,0,0,0,0,0,0,0,-1.135527,3.486808,-3.959364627816,0,0.0000001386572,0,0.0000005283235,,-0.0341786891222,,,,,,,24.8087590690562,0.0133884058996233
17,	06/12/2024 23:44:55.239,602.2525,0.0154,1,6,0,0,0,0,0,0,0,0,-1.135503,3.498678,-3.972759365034,0,0.000003734451,0,0.00001308863,,,,,,,,,24.8087590690562,0.0133884058996233
18,	06/12/2024 23:44:55.317,602.3308,0.0937,1,6,0,0,0,0,0,0,0,0,-1.135662,3.50956,-3.98567392872,0,0.00002843512,0,0.00009970619,,,,,,,,,24.8088436084056,0.0133949518182243
19,	06/12/2024 23:44:55.732,602.7454,0.5083,1,6,0,0,0,0,0,0,0,0,-0.7305822,3.63758,-2.657551199076,0,0.0001584495,0,0.0005567539,,,,,,,,,24.80884,0.01339495
20,	06/12/2024 23:44:56.229,603.2426,1.0055,1,6,0,0,0,0,0,0,0,0,-0.4698381,3.71561,-1.745735142741,0,0.0002583283,0,0.0009201816,,0.156811997294426,,-0.00128001102712005,-781.243408203125,,,,24.80884,0.01339495
21,	06/12/2024 23:44:56.728,603.7418,1.5047,1,6,0,0,0,0,0,0,0,0,-0.3062286,3.762276,-1.1521165122936,0,0.0003232672,0,0.001161454,,,,,,,,,24.80884,0.01339495
22,	06/12/2024 23:44:57.232,604.2458,2.0087,1,6,0,0,0,0,0,0,0,0,-0.1960478,3.794312,-0.7438665201136,0,0.000365619,0,0.001320854,,0.192349597811699,,-0.00140432303305715,-712.0869140625,,,,24.8088436119542,0.0133949518200124
23,	06/12/2024 23:44:57.730,604.7437,2.5066,1,6,0,0,0,0,0,0,0,0,-0.1286821,3.813469,-0.4907251992049,0,0.0003927931,0,0.001423964,,,,,,,,,24.80884,0.01339495
24,	06/12/2024 23:44:58.229,605.2428,3.0057,1,6,0,0,0,0,0,0,0,0,-0.09230518,3.824196,-0.35299310013528,0,0.0004106679,0,0.001492137,,0.0214839391410351,,-0.00166635296773165,-600.113098144531,,,,24.7540583698818,-0.0171177048621859
25,	06/12/2024 23:44:58.761,605.7748,3.5377,1,6,0,0,0,0,0,0,0,0,-0.05897713,3.834301,-0.22613606853613,0,0.0004230613,0,0.001539561,,,,,,,,,24.75405,-0.01712382
26,	06/12/2024 23:45:01.033,608.0467,5.8096,1,6,0,0,0,0,0,0,0,0,-0.02553749,3.845046,-0.09819282377454,0,0.0004473097,0,0.00163264,,0.00265445210970938,,-0.00176552101038396,-815.364013671875,,,,24.8127568153736,-0.0171238183975925
27,	06/12/2024 23:45:09.602,616.6156,14.3785,1,6,0,0,0,0,0,0,0,0,-0.05089474,3.834242,-0.19514274968708,0,0.000533208,0,0.001962494,,-0.00516329519450665,,0.00804444961249828,-443.085601806641,,,,24.7766,-0.005248785
28,	06/12/2024 23:45:19.602,626.6158,24.3787,1,6,0,0,0,0,0,0,0,0,-0.07830334,3.827595,-0.2997134726673,0,0.000715551,0,0.00266119,,-0.000876766687724739,,0.0245623793452978,125.641403198242,,,,24.7973440003278,-0.00914510168550058
29,	06/12/2024 23:45:29.603,636.616,34.3789,1,6,0,0,0,0,0,0,0,0,-0.09695339,3.822458,-0.37060026123262,0,0.0009607832,0,0.003599212,,-0.000445895391749218,,0.0267370101064444,40.6312408447266,,,,24.83835,-0.0005787611
30,	06/12/2024 23:45:32.226,639.239,37.0019,1,6,0,0,0,0,0,0,0,0,-0.1337023,3.811692,-0.5096319872916,0,0.001035073,0,0.003883053,,-0.000605299603193998,,0.0340991988778114,,,,,24.8287109235132,-0.00301351801647675
31,	06/12/2024 23:45:33.240,640.2537,38.0166,1,6,0,0,0,0,0,0,0,0,-0.1686993,3.801513,-0.6413125820409,0,0.001077201,0,0.004043436,,-0.00421415315940976,,0.00314724701456726,241.606994628906,,,,24.82871,-0.003013611
32,	06/12/2024 23:45:37.357,644.3704,42.1333,1,6,0,0,0,0,0,0,0,0,-0.1987028,3.790959,-0.7532741679852,0,0.001290935,0,0.004854775,,-0.00133233901578933,,0.0129327401518822,49.3807106018066,,,,24.8301200524179,0.00044039442260378
33,	06/12/2024 23:45:47.358,654.371,52.1339,1,6,0,0,0,0,0,0,0,0,-0.2280197,3.782559,-0.8624979684123,0,0.001883492,0,0.007099051,,-0.00182288803625852,,0.0689882636070251,,,,,24.79538,0.01038015
34,	06/12/2024 23:45:50.740,657.7537,55.5166,1,6,0,0,0,0,0,0,0,0,-0.1926327,3.793151,-0.7306849186377,0,0.002098287,0,0.00791146,,0.000893578690011054,,-0.00542171020060778,-78.6911163330078,,,,24.86975,0.02323985
35,	06/12/2024 23:45:53.338,660.3512,58.1141,1,6,0,0,0,0,0,0,0,0,-0.1614723,3.803317,-0.6141303436191,0,0.002224006,0,0.008388878,,0.002055220073089,,-0.00830074399709702,-99.5867767333984,,,,24.852207859185,-0.0054813295024942
36,	06/12/2024 23:46:03.339,670.3525,68.1154,1,6,0,0,0,0,0,0,0,0,-0.1641703,3.800205,-0.6238807949115,0,0.002671082,0,0.0100883,,-0.00015536299906671,,,,,,,24.8472,0.001934171
37,	06/12/2024 23:46:13.341,680.3541,78.117,1,6,0,0,0,0,0,0,0,0,-0.1736784,3.796003,-0.6592837274352,0,0.003139562,0,0.01186776,,-0.000345800188370049,,,,,,,24.82073,-0.003806353
38,	06/12/2024 23:46:23.342,690.3556,88.1185,1,6,0,0,0,0,0,0,0,0,-0.1853638,3.792372,-0.7029684849336,0,0.003637119,0,0.01375585,,-0.000509595673065633,,0.217577204108238,7.55285120010376,,,,24.7882388502534,0.0015848336007972
39,	06/12/2024 23:46:33.343,700.3567,98.1196,1,6,0,0,0,0,0,0,0,0,-0.1980696,3.787549,-0.7501983154104,0,0.004168921,0,0.01577161,,-0.000443079392425716,,0.119409203529358,,,,,24.838904827875,0.0231067174433009
40,	06/12/2024 23:46:43.345,710.3582,108.1211,1,6,0,0,0,0,0,0,0,0,-0.2130337,3.783437,-0.8059995828269,0,0.004739902,0,0.0179331,,-0.00060316309100017,,0.124053299427032,9.14811134338379,,,,24.8357086501731,0.0105859101047814
41,	06/12/2024 23:46:53.346,720.3591,118.122,1,6,0,0,0,0,0,0,0,0,-0.2300053,3.777407,-0.8688236302571,0,0.005354333,0,0.02025579,,-0.000591924588661641,,0.105782397091389,,,,,24.8620373954385,-0.0242432449535538
42,	06/12/2024 23:47:03.347,730.36,128.1229,1,6,0,0,0,0,0,0,0,0,-0.2477255,3.77166,-0.93433635933,0,0.006016289,0,0.02275426,,-0.00073916552355513,,0.109406903386116,9.54412746429443,,,,24.84061,0.00166595
43,	06/12/2024 23:47:13.347,740.3606,138.1235,1,6,0,0,0,0,0,0,0,0,-0.2668772,3.764896,-1.0047649027712,0,0.006729173,0,0.02544048,,-0.000747450103517622,,0.0996901169419289,,,,,24.84384,0.002808571
44,	06/12/2024 23:47:23.349,750.3621,148.125,1,6,0,0,0,0,0,0,0,0,-0.2875757,3.757542,-1.0805777709294,0,0.007497675,0,0.02833107,,-0.000329404196236283,,0.133976206183434,8.08919906616211,,,,24.8265897568271,0.0113683083134748
45,	06/12/2024 23:47:33.350,760.3636,158.1265,1,6,0,0,0,0,0,0,0,0,-0.3095331,3.750362,-1.1608611759822,0,0.008325267,0,0.03143794,,0.0394125990569592,,0.121271498501301,9.39773368835449,,,,24.8109189646718,-0.0144008205681483
46,	06/12/2024 23:47:43.352,770.365,168.1279,1,6,0,0,0,0,0,0,0,0,-0.3326397,3.74198,-1.244731104606,0,0.009215867,0,0.03477452,,-0.000984096666797996,,0.123466096818447,,,,,24.85085,0.009502769
47,	06/12/2024 23:47:53.352,780.3655,178.1284,1,6,0,0,0,0,0,0,0,0,-0.3574162,3.734587,-1.3348018941094,0,0.01017298,0,0.03835249,,-0.00119462900329381,,0.100971102714539,8.41796207427979,,,,24.8990130376808,-0.0074861735028581
48,	06/12/2024 23:48:02.998,790.0112,187.7741,1,6,0,0,0,0,0,0,0,0,-0.3822308,3.724533,-1.4236312282164,0,0.01116303,0,0.04204529,,-0.00157842703629285,,0.144091904163361,9.69452667236328,,,,24.7947,0.003022552
49,	06/12/2024 23:48:12.998,800.0118,197.7747,1,6,0,0,0,0,0,0,0,0,-0.4090958,3.717148,-1.5206696347784,0,0.0122613,0,0.04613205,,-0.00112355803139508,,0.153792098164558,8.25140953063965,,,,24.8204438496326,-0.00311666548681362
50,	06/12/2024 23:48:21.471,808.4841,206.247,1,6,0,0,0,0,0,0,0,0,-0.4336195,3.706646,-1.607273985197,0,0.01325294,0,0.04981346,,-0.000992965768091381,,0.123819001019001,7.82602119445801,,,,24.80616,0.01710653
51,	06/12/2024 23:48:31.471,818.4841,216.247,1,6,0,0,0,0,0,0,0,0,-0.4631844,3.698319,-1.7130036670236,0,0.01449808,0,0.05442466,,-0.00126072904095054,,0.114851102232933,8.26110935211182,,,,24.79962,-0.01308084
52,	06/12/2024 23:48:33.231,820.2443,218.0072,1,6,0,0,0,0,0,0,0,0,-0.4274616,3.708672,-1.5853148669952,0,0.0147202,0,0.05524666,,0.00189451198093593,,-0.0133011899888515,,,,,24.7996215819414,-0.0130808353426718
53,	06/12/2024 23:48:35.253,822.2667,220.0296,1,6,0,0,0,0,0,0,0,0,-0.3939285,3.718941,-1.4649968497185,0,0.01495188,0,0.05610682,,0.00389523594640195,,-0.0199788995087147,-17.2805690765381,,,,24.8490156543755,0.0154350008341668
54,	06/12/2024 23:48:41.402,828.4156,226.1785,1,6,0,0,0,0,0,0,0,0,-0.3620481,3.728983,-1.3500712100823,0,0.01559041,0,0.05848457,,0.000967151194345206,,-0.0387842506170273,-42.7078895568848,,,,24.80999,-0.01207292
55,	06/12/2024 23:48:51.402,838.4156,236.1785,1,6,0,0,0,0,0,0,0,0,-0.3574858,3.727432,-1.3325040104656,0,0.01658673,0,0.0621987,,0.000781165901571512,,,,,,,24.83926,0.02647102
56,	06/12/2024 23:49:01.402,848.4156,246.1785,1,6,0,0,0,0,0,0,0,0,-0.3564711,3.727837,-1.3288661560107,0,0.01757907,0,0.06589773,,0.0000733394990675151,,,,,,,24.770252917854,-0.0340789461971154
57,	06/12/2024 23:49:11.402,858.4158,256.1787,1,6,0,0,0,0,0,0,0,0,-0.3571825,3.726698,-1.331111308385,0,0.01857059,0,0.06959311,,0.0000516029285790864,,,,,,,24.9052396626901,-0.0231404206313497
58,	06/12/2024 23:49:21.403,868.4165,266.1794,1,6,0,0,0,0,0,0,0,0,-0.3573217,3.726087,-1.3314117411879,0,0.01956257,0,0.07328958,,0.00000580785990678123,,,,,,,24.97132,-0.01037717
59,	06/12/2024 23:49:31.404,878.4177,276.1806,1,6,0,0,0,0,0,0,0,0,-0.3572092,3.725416,-1.3307528690272,0,0.02055463,0,0.07698567,,-0.0000681235469528474,,,,,,,24.8763,0.007269382
60,	06/12/2024 23:49:41.405,888.4184,286.1813,1,6,0,0,0,0,0,0,0,0,-0.3574018,3.724937,-1.3312991886866,0,0.02154697,0,0.0806822,,,,,,,,,24.8216481905228,-0.007131551748118
61,	06/12/2024 23:49:51.405,898.4187,296.1816,1,6,0,0,0,0,0,0,0,0,-0.357193,3.724327,-1.330303534111,0,0.0225388,0,0.08437621,,-0.0000668546417728066,,,,,,,24.755142876972,-0.0149648598336856
62,	06/12/2024 23:50:01.406,908.4197,306.1826,1,6,0,0,0,0,0,0,0,0,-0.3570967,3.723672,-1.3297109830824,0,0.02353095,0,0.0880708,,-0.0000642820814391598,,,,,,,24.79409,-0.002577901
63,	06/12/2024 23:50:11.407,918.4199,316.1828,1,6,0,0,0,0,0,0,0,0,-0.3571033,3.72325,-1.329584861725,0,0.02452247,0,0.09176251,,0.0000300310093734879,,,,,,,24.7966174826602,-0.00021817659665003
64,	06/12/2024 23:50:21.407,928.42,326.1829,1,6,0,0,0,0,0,0,0,0,-0.3572474,3.722632,-1.3299006031568,0,0.02551452,0,0.09545564,,-0.000080091216659639,,,,,,,24.75474,-0.02327085
65,	06/12/2024 23:50:31.407,938.4207,336.1836,1,6,0,0,0,0,0,0,0,0,-0.3572044,3.721657,-1.3293922556908,0,0.02650654,0,0.09914812,,-0.0000772807325120084,,2.25583004951477,,,,,24.82156,-0.02747416
66,	06/12/2024 23:50:41.408,948.4209,346.1838,1,6,0,0,0,0,0,0,0,0,-0.3572216,3.720817,-1.3291562020472,0,0.02749865,0,0.1028404,,,,,0,,,,24.829399030498,0.0017866546480718
67,	06/12/2024 23:50:51.408,958.4216,356.1845,1,6,0,0,0,0,0,0,0,0,-0.3574238,3.720315,-1.329729124497,0,0.02849026,0,0.1065303,,-0.0000522750706295483,,,,,,,24.8272,0.0008803606
68,	06/12/2024 23:51:01.409,968.4219,366.1848,1,6,0,0,0,0,0,0,0,0,-0.3570738,3.720866,-1.3286237619108,0,0.0294823,0,0.1102212,,-0.0000762234485591762,,,,,,,24.7589842941971,-0.0100635387881661
69,	06/12/2024 23:51:11.410,978.4229,376.1858,1,6,0,0,0,0,0,0,0,0,-0.3573828,3.720259,-1.3295565781452,0,0.03047443,0,0.1139121,,-0.000111066103272606,,,,,,,24.85185,0.02077878
70,	06/12/2024 23:51:21.410,988.4235,386.1864,1,6,0,0,0,0,0,0,0,0,-0.3572254,3.719405,-1.328665938887,0,0.03146647,0,0.1176021,,0.0000566995295230299,,,,,,,24.77609,-0.01742303
71,	06/12/2024 23:51:31.411,998.4239,396.1868,1,6,0,0,0,0,0,0,0,0,-0.3569641,3.719824,-1.3278436263184,0,0.03245856,0,0.1212918,,-0.0000573750403418671,,,,,,,24.79001,-0.003010035
72,	06/12/2024 23:51:41.411,1008.4241,406.187,1,6,0,0,0,0,0,0,0,0,-0.3574238,3.718451,-1.3290628865338,0,0.03345004,0,0.1249788,,-0.0000474541484436486,,,,,,,24.8078249103554,0.0082646672997876
73,	06/12/2024 23:51:51.411,1018.4244,416.1873,1,6,0,0,0,0,0,0,0,0,-0.3571043,3.718376,-1.3278480586168,0,0.03444207,0,0.1286674,,,,,,,,,24.91138,0.02667129
74,	06/12/2024 23:52:01.414,1028.4269,426.1898,1,6,0,0,0,0,0,0,0,0,-0.3571072,3.717652,-1.3276002962944,0,0.03543407,0,0.1323554,,-0.0000853493911563419,,,,,,,24.8627839178462,-0.0079217074935831
75,	06/12/2024 23:52:11.414,1038.4276,436.1905,1,6,0,0,0,0,0,0,0,0,-0.3567705,3.717335,-1.3262354666175,0,0.03642599,0,0.1360426,,-0.0000371022615581751,,,,,,,24.9353001018689,0.025233890872563
76,	06/12/2024 23:52:21.416,1048.4291,446.192,1,6,0,0,0,0,0,0,0,0,-0.3575306,3.716783,-1.3288636560598,0,0.03741806,0,0.13973,,-0.000284295412711799,,,,,,,24.9342,0.003237724
77,	06/12/2024 23:52:31.418,1058.4311,456.194,1,6,0,0,0,0,0,0,0,0,-0.3571825,3.715989,-1.3272862409925,0,0.03841015,0,0.143417,,,,2.09609389305115,,,,,24.95202,0.001215339
78,	06/12/2024 23:52:41.418,1068.4315,466.1944,1,6,0,0,0,0,0,0,0,0,-0.357316,3.715915,-1.32775588414,0,0.03940208,0,0.147103,,-0.0000355214688170236,,,0,,,,24.9538383302061,-0.0117092032258728
79,	06/12/2024 23:52:51.419,1078.4325,476.1954,1,6,0,0,0,0,0,0,0,0,-0.3568945,3.715037,-1.3258762725965,0,0.04039418,0,0.1507892,,-0.0033567319624126,,,,,,,24.98414,0.01986623
80,	06/12/2024 23:53:01.420,1088.4335,486.1964,1,6,0,0,0,0,0,0,0,0,-0.3569164,3.715048,-1.3259615579872,0,0.04138616,0,0.1544746,,0.000411929213441908,,,,,,,25.017327930483,-0.0010053216627137
81,	06/12/2024 23:53:11.420,1098.4337,496.1966,1,6,0,0,0,0,0,0,0,0,-0.3575773,3.714835,-1.3283406692455,0,0.04237765,0,0.1581577,,,,,,,,,25.05625,0.03415108
82,	06/12/2024 23:53:21.422,1108.4353,506.1982,1,6,0,0,0,0,0,0,0,0,-0.3571873,3.714304,-1.3267022171392,0,0.0433697,0,0.1618425,,-0.0000811921927379444,,,,,,,24.9469653565876,-0.0039055118670935
83,	06/12/2024 23:53:31.423,1118.4362,516.1991,1,6,0,0,0,0,0,0,0,0,-0.3570166,3.713039,-1.3256165594474,0,0.04436165,0,0.1655265,,-0.000597151112742722,,,,,,,24.9773499311104,0.00568857136040463
84,	06/12/2024 23:53:41.424,1128.4374,526.2003,1,6,0,0,0,0,0,0,0,0,-0.3569403,3.713456,-1.3254820986768,0,0.04535376,0,0.1692107,,0.0000346934393746778,,,,,,,25.13548,0.02153337
85,	06/12/2024 23:53:51.425,1138.438,536.2009,1,6,0,0,0,0,0,0,0,0,-0.3572741,3.712311,-1.3263125714451,0,0.04634568,0,0.1728939,,,,,,,,,25.1440161805125,-0.0047996987288738
86,	06/12/2024 23:54:01.425,1148.438,546.2009,1,6,0,0,0,0,0,0,0,0,-0.3569956,3.712804,-1.3254546916624,0,0.04733744,0,0.176576,,0.0000754639186197892,,,,,,,25.0929646829216,-0.00892396617531733
87,	06/12/2024 23:54:11.426,1158.4391,556.202,1,6,0,0,0,0,0,0,0,0,-0.3570576,3.712186,-1.3254642239136,0,0.04832922,0,0.1802579,,-0.0000333107200276572,,,,,,,25.1208188132366,0.0346984077754639
88,	06/12/2024 23:54:21.426,1168.4398,566.2027,1,6,0,0,0,0,0,0,0,0,-0.3571854,3.711761,-1.3257868374894,0,0.04932133,0,0.1839405,,-0.0000604886590735987,,,0.303570598363876,,,,25.1258,0.005688071
89,	06/12/2024 23:54:31.427,1178.4403,576.2032,1,6,0,0,0,0,0,0,0,0,-0.3571091,3.711752,-1.3255004161432,0,0.05031337,0,0.1876226,,-0.0015720990486443,,2.36679005622864,,,,,25.07475,0.02990067
90,	06/12/2024 23:54:41.427,1188.4404,586.2033,1,6,0,0,0,0,0,0,0,0,-0.3570423,3.711227,-1.3250650239021,0,0.05130541,0,0.1913042,,,,,,,,,25.1036660163847,-0.0096990678508807
91,	06/12/2024 23:54:51.230,1198.2429,596.0058,1,6,0,0,0,0,0,0,0,0,-0.1961155,3.756976,-0.736801226728,0,0.05227749,0,0.1949115,,0.00484718987718225,,,,,,,25.1218641332387,-0.000668260200509859
92,	06/12/2024 23:54:51.729,1198.7423,596.5052,1,6,0,0,0,0,0,0,0,0,-0.08203983,3.789743,-0.31090987146369,0,0.05230457,0,0.1950132,,,,,,,,,25.0597620402752,-0.0194070955778025
93,	06/12/2024 23:54:52.227,1199.2405,597.0034,1,6,0,0,0,0,0,0,0,0,-0.03580379,3.803325,-0.13617344960175,0,0.05231499,0,0.1950527,,0.0345273986458778,,-0.000767426390666515,-1303.05700683594,,,,25.05975,-0.01941085
94,	06/12/2024 23:54:52.261,1199.2741,597.037,1,6,0,0,0,0,0,0,0,0,0.0002708435,3.813735,0.0010329253354725,0,0.05231506,0,0.195053,,,,,,,,,25.05975,-0.01941085
95,	06/12/2024 23:54:52.731,1199.7445,597.5074,1,6,0,0,0,0,0,0,0,0,0.05855846,3.830288,0.22429576663648,0.0000008419735,0.05231506,0.000003212279,0.195053,,,,,,,,,25.05975,-0.01941085
96,	06/12/2024 23:54:53.230,1200.2436,598.0065,1,6,0,0,0,0,0,0,0,0,0.1059656,3.844224,0.4073555026944,0.000009798591,0.05231506,0.00003753292,0.195053,,0.0650657787919044,,0.0000558432693651412,17907.259765625,,,,25.059749603351,-0.0194108486178306
97,	06/12/2024 23:54:53.789,1200.8028,598.5657,1,6,0,0,0,0,0,0,0,0,0.1395884,3.854278,0.5380124991752,0.00002715276,0.05231506,0.000104268,0.195053,,,,,,,,,25.05975,-0.01941085
98,	06/12/2024 23:54:54.730,1201.7437,599.5066,1,6,0,0,0,0,0,0,0,0,0.1865463,3.867083,0.7213900254429,0.00006713044,0.05231506,0.0002584924,0.195053,,0.00412627588957548,,0.00294367596507072,320.316101074219,,,,25.02976,-0.00937283
99,	06/12/2024 23:54:55.733,1202.7461,600.509,1,6,0,0,0,0,0,0,0,0,0.2221746,3.877549,0.8614928980554,0.0001217365,0.05231506,0.0004698302,0.195053,,0.00410226592794061,,0.00459282286465168,191.659393310547,,,,25.029756546365,-0.00937283039089118
100,	06/12/2024 23:54:56.758,1203.7718,601.5347,1,6,0,0,0,0,0,0,0,0,0.2534647,3.887932,0.9854535180004,0.0001879502,0.05231506,0.0007267681,0.195053,,0.00546589912846684,,0.00601194007322192,156.811706542969,,,,25.02976,-0.00937283
101,	06/12/2024 23:54:58.231,1205.2439,603.0068,1,6,0,0,0,0,0,0,0,0,0.2954626,3.899464,1.1521457720464,0.0002971891,0.05231506,0.001151857,0.195053,,0.00484555307775736,,0.0083608441054821,105.567398071289,,,,25.0162133836028,-0.00423287498350718
102,	06/12/2024 23:54:59.732,1206.7455,604.5084,1,6,0,0,0,0,0,0,0,0,0.3352213,3.911211,1.3111212359943,0.0004264979,0.05231506,0.001656617,0.195053,,0.00507143419235945,,0.0151652004569769,90.8475112915039,,,,25.01621,-0.004232526
103,	06/12/2024 23:55:01.227,1208.2408,606.0037,1,6,0,0,0,0,0,0,0,0,0.2472954,3.881005,0.959754683877,0.0005708575,0.05231506,0.002221782,0.195053,,-0.116323001682758,,-0.00287921796552837,-209.247299194336,,,,24.99693,-0.006025434
104,	06/12/2024 23:55:01.232,1208.2454,606.0083,1,6,0,0,0,0,0,0,0,0,0.06022358,3.833987,0.23089642281346,0.0005708575,0.05231506,0.002221782,0.195053,,,,,,,,,24.99693,-0.006025434
105,	06/12/2024 23:55:01.730,1208.7429,606.5058,1,6,0,0,0,0,0,0,0,0,-0.2296534,3.750201,-0.8612464103334,0.0005790267,0.05231506,0.002253095,0.195053,,,,,,,,,24.9969310758355,-0.00602543354043577
106,	06/12/2024 23:55:02.228,1209.2414,607.0043,1,6,0,0,0,0,0,0,0,0,-0.4493694,3.686346,-1.6565310902124,0.0005790267,0.0523494,0.002253095,0.1951816,,-0.14816489815712,,0.00146681896876544,-12672.2900390625,,,,24.99693,-0.006025434
107,	06/12/2024 23:55:02.728,1209.7413,607.5042,1,6,0,0,0,0,0,0,0,0,-0.5830851,3.647254,-2.1266594633154,0.0005790267,0.0524126,0.002253095,0.1954146,,,,,,,,,24.9969310758346,-0.00602543354043617
108,	06/12/2024 23:55:03.231,1210.2445,608.0074,1,6,0,0,0,0,0,0,0,0,-0.675004,3.619564,-2.443220178256,0.0005790267,0.05249345,0.002253095,0.1957095,,-0.0550186485052109,,0.002919731894508,342.497192382813,,,,25.0647371935108,0.0211882143501102
109,	06/12/2024 23:55:03.729,1210.7422,608.5051,1,6,0,0,0,0,0,0,0,0,-0.7376499,3.601019,-2.6562913052481,0.0005790267,0.05258682,0.002253095,0.1960475,,,,,,,,,25.0647506712518,0.0211936235420738
110,	06/12/2024 23:55:04.228,1211.2416,609.0045,1,6,0,0,0,0,0,0,0,0,-0.7821503,3.587565,-2.8060150410195,0.0005790267,0.052689,0.002253095,0.1964154,,-0.0269952602684498,,0.00759431719779968,131.677398681641,,,,25.0647506712523,0.0211936235420762
111,	06/12/2024 23:55:04.733,1211.7461,609.509,1,6,0,0,0,0,0,0,0,0,-0.8149099,3.57735,-2.915217930765,0.0005790267,0.05279839,0.002253095,0.1968078,,,,,,,,,25.06475,0.02119362
