Data Point,Date Time,Test Time (s),Step Time (s),Cycle Index,Step Index,TC_Counter1,TC_Counter2,TC_Counter3,TC_Counter4,TC_Counter5,TC_Counter6,TC_Counter7,TC_Counter8,Current (A),Voltage (V),Power (W),Charge Capacity (Ah),Discharge Capacity (Ah),Charge Energy (Wh),Discharge Energy (Wh),ACR (Ohm),dV/dt (V/s),Internal Resistance (Ohm),dQ/dV (Ah/V),dV/dQ (V/Ah),MetaCode_MV_UD1,MetaCode_MV_UD2,MetaCode_MV_UD3,Aux_Temperature_1 (C),Aux_dT/dt_1 (C/s)
26,	06/12/2024 23:45:20.045,645.4322,43.204,1,6,0,0,0,0,0,0,0,0,-0.07819557,3.876661,-0.30313771659177,0.0000000001046657,0.0009045762,0.0000000004066819,0.003485758,,-0.000172937798197381,,0.067374512553215,,,,,23.8708895274146,-0.0113986212858909
27,	06/12/2024 23:45:30.046,655.4331,53.2049,1,6,0,0,0,0,0,0,0,0,-0.08706379,3.876171,-0.33747413794809,0.0000000001046657,0.001134958,0.0000000004066819,0.004378829,,0.00000517579792358447,,,,,,,23.9048229639202,0.0038944145698119
28,	06/12/2024 23:45:40.046,665.4331,63.2049,1,6,0,0,0,0,0,0,0,0,-0.09478378,3.875171,-0.36730335552638,0.0000000001046657,0.001388147,0.0000000004066819,0.005360062,,-0.000125290505820885,,,,,,,23.8880025638059,-0.00491371883154405
29,	06/12/2024 23:45:50.046,675.4333,73.2051,1,6,0,0,0,0,0,0,0,0,-0.1019812,3.87432,-0.395107802784,0.0000000001046657,0.001661473,0.0000000004066819,0.006419089,,0.00000916622229851782,,,,,,,23.91481,0.0255233
30,	06/12/2024 23:46:00.046,685.4334,83.2052,1,6,0,0,0,0,0,0,0,0,-0.1085758,3.873964,-0.4206187404712,0.0000000001046657,0.001953727,0.0000000004066819,0.007551197,,-0.000150271895108745,,,,,,,23.8430602572852,-0.0013706378931444
31,	06/12/2024 23:46:10.047,695.4343,93.2061,1,6,0,0,0,0,0,0,0,0,-0.1155243,3.872118,-0.4473237214674,0.0000000001046657,0.002265394,0.0000000004066819,0.008758228,,0.0000326354493154213,,0.254538893699646,,,,,23.85642,0.01030862
32,	06/12/2024 23:46:20.049,705.4359,103.2077,1,6,0,0,0,0,0,0,0,0,-0.1232557,3.870861,-0.4771056821577,0.0000000001046657,0.002597355,0.0000000004066819,0.01004355,,-0.000109420900116675,,,4.93393707275391,,,,23.8395673529478,-0.000225796276388301
33,	06/12/2024 23:46:30.049,715.436,113.2078,1,6,0,0,0,0,0,0,0,0,-0.1315041,3.870214,-0.5089490088774,0.0000000001046657,0.002950852,0.0000000004066819,0.0114119,,,,,,,,,23.8098109360184,-0.0243881908798538
34,	06/12/2024 23:46:40.050,725.4371,123.2089,1,6,0,0,0,0,0,0,0,0,-0.1400948,3.868338,-0.5419340384424,0.0000000001046657,0.003327775,0.0000000004066819,0.01287054,,0.000044176838855492,,,,,,,23.87284,0.01075029
35,	06/12/2024 23:46:50.051,735.4386,133.2104,1,6,0,0,0,0,0,0,0,0,-0.1495981,3.868156,-0.5786687881036,0.0000000001046657,0.003729742,0.0000000004066819,0.01442563,,-0.0000666137129883282,,0.288832187652588,,,,,23.8631478325028,0.00166902085278255
36,	06/12/2024 23:47:00.051,745.4387,143.2105,1,6,0,0,0,0,0,0,0,0,-0.1595755,3.867012,-0.617080373406,0.0000000001046657,0.004158619,0.0000000004066819,0.01608431,,-0.0000978514217422344,,,,,,,23.8301604708865,0.00237106574780756
37,	06/12/2024 23:47:10.052,755.4389,153.2107,1,6,0,0,0,0,0,0,0,0,-0.1703901,3.865644,-0.6586674677244,0.0000000001046657,0.004616845,0.0000000004066819,0.0178559,,-0.000157157104695216,,,,,,,23.8010981604885,-0.008391034271483
38,	06/12/2024 23:47:20.053,765.4399,163.2117,1,6,0,0,0,0,0,0,0,0,-0.182025,3.863861,-0.703319298525,0.0000000001046657,0.005106404,0.0000000004066819,0.01974795,,-0.000247328309342265,,,,,,,23.80647,-0.008061528
39,	06/12/2024 23:47:30.054,775.4412,173.213,1,6,0,0,0,0,0,0,0,0,-0.1946516,3.86229,-0.751800928164,0.0000000001046657,0.005629294,0.0000000004066819,0.02176804,,-0.000152661203173921,,0.305628687143326,,,,,23.8304574475346,-0.00447336446736439
40,	06/12/2024 23:47:40.054,785.4416,183.2134,1,6,0,0,0,0,0,0,0,0,-0.2076693,3.861189,-0.8018504167977,0.0000000001046657,0.006187695,0.0000000004066819,0.02392444,,-0.000221061505726539,,,2.83347511291504,,,,23.8153,0.01061082
41,	06/12/2024 23:47:50.055,795.4419,193.2137,1,6,0,0,0,0,0,0,0,0,-0.2210464,3.859257,-0.8530748665248,0.0000000001046657,0.006783128,0.0000000004066819,0.02622285,,-0.000166119003552012,,,,,,,23.8751,0.007154346
42,	06/12/2024 23:48:00.055,805.442,203.2138,1,6,0,0,0,0,0,0,0,0,-0.2364483,3.857711,-0.9121492078413,0.0000000001046657,0.007418773,0.0000000004066819,0.02867535,,-0.0000899883307283744,,,,,,,23.77981,-0.00469923
43,	06/12/2024 23:48:10.055,815.4425,213.2143,1,6,0,0,0,0,0,0,0,0,-0.2519999,3.855603,-0.9716115704397,0.0000000001046657,0.008096063,0.0000000004066819,0.03128725,,-0.0000819489796413109,,0.406678795814514,,,,,23.7966573937903,-0.00683365118035389
44,	06/12/2024 23:48:20.055,825.4425,223.2143,1,6,0,0,0,0,0,0,0,0,-0.2530489,3.854882,-0.9754736497298,0.0000000001046657,0.008808974,0.0000000004066819,0.03403531,,-0.000307780195726082,,,,,,,23.78666,0.01490533
45,	06/12/2024 23:48:30.056,835.4436,233.2154,1,6,0,0,0,0,0,0,0,0,-0.2639856,3.854753,-1.0175992835568,0.0000000001046657,0.009525379,0.0000000004066819,0.03679636,,-0.000661725993268192,,,,,,,23.8292174852386,0.00803298669225373
46,	06/12/2024 23:48:40.057,845.4446,243.2164,1,6,0,0,0,0,0,0,0,0,-0.2236681,3.856446,-0.8625639495726,0.0000000001046657,0.01022494,0.0000000004066819,0.03949242,,0.00170869997236878,,,,,,,23.7905,-0.007625222
47,	06/12/2024 23:48:50.058,855.4449,253.2167,1,6,0,0,0,0,0,0,0,0,-0.2189436,3.855839,-0.8442112716804,0.0000000001046657,0.01083869,0.0000000004066819,0.04185932,,0.0000959858080022968,,,,,,,23.7701398978088,-0.0003141895860972
48,	06/12/2024 23:49:00.059,865.4458,263.2176,1,6,0,0,0,0,0,0,0,0,-0.2162704,3.856583,-0.8340647480432,0.0000000001046657,0.01144275,0.0000000004066819,0.04418884,,-0.0000733297783881426,,,,,,,23.71488,-0.02073288
49,	06/12/2024 23:49:10.059,875.4465,273.2183,1,6,0,0,0,0,0,0,0,0,-0.2146759,3.855641,-0.8277132017519,0.0000000001046657,0.01204093,0.0000000004066819,0.04649565,,0.000484937394503504,,,,,,,23.8384921111334,0.0189371910650936
50,	06/12/2024 23:49:20.059,885.4466,283.2184,1,6,0,0,0,0,0,0,0,0,-0.2131939,3.856229,-0.8221244998031,0.0000000001046657,0.01263536,0.0000000004066819,0.04878791,,-0.0000486790304421447,,,,,,,23.8519800744498,0.0074936103809583
51,	06/12/2024 23:49:30.060,895.4476,293.2194,1,6,0,0,0,0,0,0,0,0,-0.2126923,3.856068,-0.8201559718764,0.0000000001046657,0.01322707,0.0000000004066819,0.05106955,,-0.0000565047812415287,,,,,,,23.76921,-0.008068085
52,	06/12/2024 23:49:40.061,905.4486,303.2204,1,6,0,0,0,0,0,0,0,0,-0.2119951,3.855424,-0.8173309964224,0.0000000001046657,0.01381756,0.0000000004066819,0.05334628,,-0.0000700516466167755,,,0,,,,23.80934,0.004037619
53,	06/12/2024 23:49:50.061,915.4486,313.2204,1,6,0,0,0,0,0,0,0,0,-0.2121191,3.855321,-0.8177872207311,0.0000000001046657,0.01440709,0.0000000004066819,0.05561915,,,,,,,,,23.7548909863847,0.018936246658865
54,	06/12/2024 23:50:00.063,925.4501,323.2219,1,6,0,0,0,0,0,0,0,0,-0.2116928,3.855138,-0.8161049576064,0.0000000001046657,0.01499596,0.0000000004066819,0.05788931,,-0.0000455970803159289,,,,,,,23.75309,-0.01153171
55,	06/12/2024 23:50:10.063,935.4503,333.2221,1,6,0,0,0,0,0,0,0,0,-0.2120543,3.854701,-0.8174059222643,0.0000000001046657,0.01558453,0.0000000004066819,0.06015813,,0.0000375362797058187,,0,,,,,23.7420025980544,-0.00749353632209127
56,	06/12/2024 23:50:20.063,945.4505,343.2223,1,6,0,0,0,0,0,0,0,0,-0.2115183,3.854326,-0.8152604831658,0.0000000001046657,0.01617265,0.0000000004066819,0.06242501,,-0.0000715212299837731,,,,,,,23.7208101484198,-0.0345060508305221
57,	06/12/2024 23:50:30.064,955.4508,353.2226,1,6,0,0,0,0,0,0,0,0,-0.2118349,3.854023,-0.8164165768027,0.0000000001046657,0.01676053,0.0000000004066819,0.06469078,,0.0000606087014602963,,,,,,,23.80431,0.01591563
58,	06/12/2024 23:50:40.064,965.4517,363.2235,1,6,0,0,0,0,0,0,0,0,-0.2116127,3.853567,-0.8154637175009,0.0000000001046657,0.0173484,0.0000000004066819,0.06695633,,-0.000026908919608104,,,,,,,23.77416,0.00626564
59,	06/12/2024 23:50:50.066,975.4533,373.2251,1,6,0,0,0,0,0,0,0,0,-0.211668,3.853279,-0.815615859372,0.0000000001046657,0.01793621,0.0000000004066819,0.06922144,,,,,,,,,23.7504732592905,0.00135486267566188
60,	06/12/2024 23:51:00.066,985.4534,383.2252,1,6,0,0,0,0,0,0,0,0,-0.2115402,3.853072,-0.8150796214944,0.0000000001046657,0.01852407,0.0000000004066819,0.07148658,,-0.0000463478099845815,,,,,,,23.75371,-0.007847548
61,	06/12/2024 23:51:10.067,995.4542,393.226,1,6,0,0,0,0,0,0,0,0,-0.211463,3.852727,-0.814709209601,0.0000000001046657,0.01911188,0.0000000004066819,0.07375133,,0.000640570127870888,,2.22939896583557,,,,,23.803817247991,0.0141123721618341
62,	06/12/2024 23:51:20.068,1005.4552,403.227,1,6,0,0,0,0,0,0,0,0,-0.2118025,3.852503,-0.8159697666575,0.0000000001046657,0.01969934,0.0000000004066819,0.07601453,,-0.0000569770600122865,,-0.00943556055426598,,,,,23.77801,-0.001800656
63,	06/12/2024 23:51:30.069,1015.4562,413.228,1,6,0,0,0,0,0,0,0,0,-0.211689,3.852173,-0.815462650197,0.0000000001046657,0.02028734,0.0000000004066819,0.07827962,,-0.0000623897576588206,,,,,,,23.77764,-0.003016591
64,	06/12/2024 23:51:40.069,1025.4563,423.2281,1,6,0,0,0,0,0,0,0,0,-0.2115612,3.850979,-0.8147177384148,0.0000000001046657,0.02087514,0.0000000004066819,0.08054374,,-0.000145837999298237,,,0,,,,23.77725,0.001570582
65,	06/12/2024 23:51:50.069,1035.4564,433.2282,1,6,0,0,0,0,0,0,0,0,-0.2119436,3.851432,-0.8162863632352,0.0000000001046657,0.02146304,0.0000000004066819,0.08280804,,0.000070450252678711,,0.395008891820908,0.671027183532715,,,,23.83485,0.004692674
66,	06/12/2024 23:52:00.070,1045.4573,443.2291,1,6,0,0,0,0,0,0,0,0,-0.2115364,3.850369,-0.8144931969316,0.0000000001046657,0.02205084,0.0000000004066819,0.08507179,,,,,,,,,23.8187066738699,-0.0116507564946484
67,	06/12/2024 23:52:10.070,1055.4575,453.2293,1,6,0,0,0,0,0,0,0,0,-0.211997,3.850845,-0.816367587465,0.0000000001046657,0.02263842,0.0000000004066819,0.08733448,,-0.0000505381904076785,,,,,,,23.8445050521107,0.0073943617799217
68,	06/12/2024 23:52:20.071,1065.4584,463.2302,1,6,0,0,0,0,0,0,0,0,-0.2116241,3.850661,-0.8148926685301,0.0000000001046657,0.02322637,0.0000000004066819,0.08959839,,0.0000185698099812726,,,,,,,23.84734,-0.01007915
69,	06/12/2024 23:52:30.072,1075.4593,473.2311,1,6,0,0,0,0,0,0,0,0,-0.2116528,3.850225,-0.81491090188,0.0000000001046657,0.02381435,0.0000000004066819,0.09186228,,-0.0000457178903161548,,,,,,,23.8684175291118,-0.00549320991777385
70,	06/12/2024 23:52:40.073,1085.4602,483.232,1,6,0,0,0,0,0,0,0,0,-0.2116871,3.849907,-0.8149756480997,0.0000000001046657,0.0244021,0.0000000004066819,0.09412504,,0.0000544469003216363,,,,,,,23.84016,-0.0005501509
71,	06/12/2024 23:52:50.074,1095.4617,493.2335,1,6,0,0,0,0,0,0,0,0,-0.2113714,3.849559,-0.8136866752126,0.0000000001046657,0.02498993,0.0000000004066819,0.09638792,,,,,,,,,23.9292460117393,0.0131999071519995
72,	06/12/2024 23:53:00.075,1105.4626,503.2344,1,6,0,0,0,0,0,0,0,0,-0.211997,3.849332,-0.816046836004,0.0000000001046657,0.02557779,0.0000000004066819,0.0986507,,-0.0000722294935258105,,,,,,,23.9514177013144,0.00591941007311927
73,	06/12/2024 23:53:10.076,1115.4628,513.2346,1,6,0,0,0,0,0,0,0,0,-0.211688,3.848583,-0.814698838104,0.0000000001046657,0.02616527,0.0000000004066819,0.1009119,,-0.0000370593697880395,,,,,,,23.98004,0.02304494
74,	06/12/2024 23:53:20.076,1125.463,523.2348,1,6,0,0,0,0,0,0,0,0,-0.2113819,3.848481,-0.8134992258939,0.0000000001046657,0.02675317,0.0000000004066819,0.1031744,,0.00289979204535484,,,,,,,23.9188257616663,-0.0043735146545552
75,	06/12/2024 23:53:30.076,1135.4631,533.2349,1,6,0,0,0,0,0,0,0,0,-0.2113409,3.848061,-0.8132526749949,0.0000000001046657,0.02734102,0.0000000004066819,0.1054366,,-0.0000545658913324587,,,,,,,23.9510647411292,0.00346414357501995
76,	06/12/2024 23:53:40.077,1145.4641,543.2359,1,6,0,0,0,0,0,0,0,0,-0.2117538,3.847086,-0.8146350794268,0.0000000001046657,0.027929,0.0000000004066819,0.1076991,,-0.0000674862676532939,,,,,,,23.99755,0.019238
77,	06/12/2024 23:53:50.078,1155.465,553.2368,1,6,0,0,0,0,0,0,0,0,-0.2116909,3.847466,-0.8144735402594,0.0000000001046657,0.02851687,0.0000000004066819,0.109961,,,,0,0,,,,24.03224,0.00413239
78,	06/12/2024 23:54:00.078,1165.4656,563.2374,1,6,0,0,0,0,0,0,0,0,-0.2115536,3.847434,-0.8139385134624,0.0000000001046657,0.02910445,0.0000000004066819,0.1122215,,-0.0000512082297063898,,,,,,,24.002533256034,0.0109499011206661
79,	06/12/2024 23:54:10.079,1175.466,573.2378,1,6,0,0,0,0,0,0,0,0,-0.2115612,3.845473,-0.8135528824476,0.0000000001046657,0.0296924,0.0000000004066819,0.1144833,,0.0000538551212230232,,,,,,,23.9803640674779,0.0101798849818081
80,	06/12/2024 23:54:20.079,1185.4661,583.2379,1,6,0,0,0,0,0,0,0,0,-0.2116489,3.846443,-0.8140954298627,0.0000000001046657,0.03028028,0.0000000004066819,0.1167446,,-0.0000522742011526134,,,,,,,23.98142,0.011518
81,	06/12/2024 23:54:30.079,1195.4663,593.2381,1,6,0,0,0,0,0,0,0,0,-0.2116842,3.845365,-0.814003013733,0.0000000001046657,0.03086791,0.0000000004066819,0.1190048,,-0.0000428728708357085,,,,,,,24.02005,0.02773046
82,	06/12/2024 23:54:40.080,1205.467,603.2388,1,6,0,0,0,0,0,0,0,0,-0.211669,3.845774,-0.814031136806,0.0000000001046657,0.03145573,0.0000000004066819,0.1212655,,-0.000347810389939696,,1.94070899486542,,,,,23.97033,-0.008054376
83,	06/12/2024 23:54:50.080,1215.4669,613.2387,1,6,0,0,0,0,0,0,0,0,-0.2116671,3.845373,-0.8139389513283,0.0000000001046657,0.03204358,0.0000000004066819,0.123526,,-0.0000452828498964664,,,,,,,23.9957215630984,-0.000670030051473321
84,	06/12/2024 23:55:00.080,1225.4673,623.2391,1,6,0,0,0,0,0,0,0,0,-0.2117062,3.844054,-0.8138100649348,0.0000000001046657,0.03263146,0.0000000004066819,0.1257865,,-0.0000482815012219362,,,,,,,23.9277503134655,-0.00156640110051719
85,	06/12/2024 23:55:10.081,1235.4682,633.24,1,6,0,0,0,0,0,0,0,0,-0.2114782,3.844533,-0.8130349186806,0.0000000001046657,0.0332193,0.0000000004066819,0.1280467,,-0.0000690707529429346,,,,,,,23.922742893695,0.0057118403321445
86,	06/12/2024 23:55:20.081,1245.4682,643.24,1,6,0,0,0,0,0,0,0,0,-0.211731,3.844547,-0.814009780857,0.0000000001046657,0.03380677,0.0000000004066819,0.1303053,,-0.0000751077095628716,,,,,,,23.8826259809782,-0.0170097463071357
87,	06/12/2024 23:55:30.081,1255.4685,653.2403,1,6,0,0,0,0,0,0,0,0,-0.2117672,3.844179,-0.8140710231288,0.0000000001046657,0.03439463,0.0000000004066819,0.1325651,,-0.000409945612773299,,,,,,,23.8579275694071,-0.0105226688603614
88,	06/12/2024 23:55:40.081,1265.4686,663.2404,1,6,0,0,0,0,0,0,0,0,-0.2117062,3.843813,-0.8137590437406,0.0000000001046657,0.03498241,0.0000000004066819,0.1348244,,-0.0000289622003037948,,,,,,,23.8486538860961,-0.00504141566694587
89,	06/12/2024 23:55:50.083,1275.4701,673.2419,1,6,0,0,0,0,0,0,0,0,-0.2118025,3.843628,-0.81409001947,0.0000000001046657,0.03557035,0.0000000004066819,0.1370842,,-0.0000421221011492889,,,0,,,,23.8149779825471,-0.0120877515064077
90,	06/12/2024 23:56:00.084,1285.471,683.2428,1,6,0,0,0,0,0,0,0,0,-0.2116919,3.843073,-0.8135474252087,0.0000000001046657,0.03615822,0.0000000004066819,0.1393435,,-0.000108304797322489,,,,,,,23.8042622684236,-0.025055874854056
91,	06/12/2024 23:56:10.084,1295.471,693.2428,1,6,0,0,0,0,0,0,0,0,-0.2117004,3.842695,-0.813500068578,0.0000000001046657,0.03674572,0.0000000004066819,0.1416011,,-0.0168790500611067,,,,,,,23.8350426456617,0.0042429616690134
92,	06/12/2024 23:56:20.085,1305.4722,703.244,1,6,0,0,0,0,0,0,0,0,-0.2115564,3.842559,-0.8129179488276,0.0000000001046657,0.03733358,0.0000000004066819,0.1438599,,,,,,,,,23.78995,-0.003138781
93,	06/12/2024 23:56:30.086,1315.4732,713.245,1,6,0,0,0,0,0,0,0,0,-0.2114239,3.841921,-0.8122739213119,0.0000000001046657,0.03792141,0.0000000004066819,0.1461185,,-0.00117696996312588,,,,,,,23.7516330735606,-0.00906223096307362
94,	06/12/2024 23:56:40.086,1325.4733,723.2451,1,6,0,0,0,0,0,0,0,0,-0.211503,3.840898,-0.812361449694,0.0000000001046657,0.03850931,0.0000000004066819,0.148377,,-0.000043582320358837,,0,,,,,23.75415,0.001785159
95,	06/12/2024 23:56:50.088,1335.4749,733.2467,1,6,0,0,0,0,0,0,0,0,-0.211441,3.841706,-0.812294158346,0.0000000001046657,0.03909718,0.0000000004066819,0.1506353,,-0.000046744869905524,,,,,,,23.73445,-0.004474521
96,	06/12/2024 23:57:00.088,1345.4751,743.2469,1,6,0,0,0,0,0,0,0,0,-0.2114611,3.839952,-0.8120004738672,0.0000000001046657,0.03968507,0.0000000004066819,0.1528935,,-0.0000562226014153566,,,,,,,23.665,0.01084924
97,	06/12/2024 23:57:10.088,1355.4757,753.2475,1,6,0,0,0,0,0,0,0,0,-0.2113352,3.840674,-0.8116696079248,0.0000000001046657,0.04027262,0.0000000004066819,0.1551501,,-0.000100975099485368,,,,,,,23.6854360444311,0.0010193377187844
98,	06/12/2024 23:57:20.089,1365.4762,763.248,1,6,0,0,0,0,0,0,0,0,-0.2114906,3.840368,-0.8122017325408,0.0000000001046657,0.04086044,0.0000000004066819,0.1574076,,,,1.72549998760223,0.545395493507385,,,,23.62742,-0.01386464
99,	06/12/2024 23:57:30.089,1375.4767,773.2485,1,6,0,0,0,0,0,0,0,0,-0.2113867,3.840338,-0.8117963767046,0.0000000001046657,0.04144835,0.0000000004066819,0.1596652,,-0.000470169790787622,,,,,,,23.60949,0.008047819
100,	06/12/2024 23:57:40.091,1385.4778,783.2496,1,6,0,0,0,0,0,0,0,0,-0.2114611,3.839408,-0.8118854390288,0.0000000001046657,0.04203624,0.0000000004066819,0.1619225,,-0.0000388806511182338,,,,,,,23.6291959699542,-0.0128678376269975
101,	06/12/2024 23:57:50.091,1395.4785,793.2503,1,6,0,0,0,0,0,0,0,0,-0.2117338,3.839017,-0.8128496576746,0.0000000001046657,0.0426241,0.0000000004066819,0.1641795,,-0.0000710824533598498,,,,,,,23.59625,-0.02405763
102,	06/12/2024 23:58:00.092,1405.4789,803.2507,1,6,0,0,0,0,0,0,0,0,-0.2120314,3.839016,-0.8139919371024,0.0000000001046657,0.04321168,0.0000000004066819,0.1664352,,,,,,,,,23.61383,0.004148483
103,	06/12/2024 23:58:10.092,1415.4791,813.2509,1,6,0,0,0,0,0,0,0,0,-0.2116547,3.838655,-0.8124693724285,0.0000000001046657,0.04379959,0.0000000004066819,0.168692,,-0.0000587570684729144,,,,,,,23.5980645802585,-0.00178569581686935
104,	06/12/2024 23:58:20.092,1425.4792,823.251,1,6,0,0,0,0,0,0,0,0,-0.211875,3.838143,-0.813206548125,0.0000000001046657,0.04438748,0.0000000004066819,0.1709485,,0.0000253273192356573,,,,,,,23.55364,-0.0007861853
