Data Point,Date Time,Test Time (s),Step Time (s),Cycle Index,Step Index,TC_Counter1,TC_Counter2,TC_Counter3,TC_Counter4,TC_Counter5,TC_Counter6,TC_Counter7,TC_Counter8,Current (A),Voltage (V),Power (W),Charge Capacity (Ah),Discharge Capacity (Ah),Charge Energy (Wh),Discharge Energy (Wh),ACR (Ohm),dV/dt (V/s),Internal Resistance (Ohm),dQ/dV (Ah/V),dV/dQ (V/Ah),MetaCode_MV_UD1,MetaCode_MV_UD2,MetaCode_MV_UD3,Aux_Temperature_1 (C),Aux_dT/dt_1 (C/s)
27,	06/23/2024 17:44:45.824,664.7219,62.5104,1,6,0,0,0,0,0,0,0,0,-0.08699894,3.876745,-0.3372727056503,0.000005043834,0.001229746,0.00001959761,0.004744235,,-0.000146423393744044,,,,,,,23.9250092460735,-0.0262824276604082
28,	06/23/2024 17:44:55.824,674.722,72.5105,1,6,0,0,0,0,0,0,0,0,-0.09358597,3.875937,-0.36273332380389,0.000005043834,0.001479937,0.00001959761,0.005714041,,-0.0000469005899503827,,,,,,,23.94968,-0.02260745
29,	06/23/2024 17:45:05.825,684.7231,82.5116,1,6,0,0,0,0,0,0,0,0,-0.09958839,3.875134,-0.38591835609426,0.000005043834,0.001747343,0.00001959761,0.006750362,,-0.0000997807583189569,,,,,,,23.92139,-0.01957357
30,	06/23/2024 17:45:15.827,694.7246,92.5131,1,6,0,0,0,0,0,0,0,0,-0.105772,3.873603,-0.409718736516,0.000005043834,0.002032001,0.00001959761,0.007853319,,,,,,,,,23.9818719538649,-0.0027956255942467
31,	06/23/2024 17:45:25.828,704.7256,102.5141,1,6,0,0,0,0,0,0,0,0,-0.1123428,3.873157,-0.4351213022196,0.000005043834,0.00233427,0.00001959761,0.009024261,,-0.0000970018008956686,,,,,,,24.03981,0.02851307
32,	06/23/2024 17:45:35.828,714.7264,112.5149,1,6,0,0,0,0,0,0,0,0,-0.1193848,3.871949,-0.4622518569752,0.000005043834,0.002655655,0.00001959761,0.01026898,,0.0000511682992510032,,0.311980098485947,5.00902414321899,,,,24.0090163448992,-0.0083967332874496
33,	06/23/2024 17:45:45.828,724.7265,122.515,1,6,0,0,0,0,0,0,0,0,-0.1271973,3.871712,-0.4924713127776,0.000005043834,0.002997469,0.00001959761,0.01159249,,-0.000126719896798022,,,,,,,24.0122451459712,-0.00301426071470436
34,	06/23/2024 17:45:55.829,734.7267,132.5152,1,6,0,0,0,0,0,0,0,0,-0.1360312,3.870699,-0.5265358298088,0.000005043834,0.003361075,0.00001959761,0.01300003,,0.0000502162583870813,,,,,,,24.02154,0.003464818
35,	06/23/2024 17:46:05.829,744.7267,142.5152,1,6,0,0,0,0,0,0,0,0,-0.1438675,3.869242,-0.556658173435,0.000005043834,0.003748053,0.00001959761,0.01449763,,-0.000165963094332255,,,,,,,24.07236,0.01229882
36,	06/23/2024 17:46:15.830,754.7277,152.5162,1,6,0,0,0,0,0,0,0,0,-0.1540003,3.86832,-0.595722440496,0.000005043834,0.004160461,0.00001959761,0.01609317,,0.0163924302905798,,0.331400096416473,,,,,24.05479,0.01375496
37,	06/23/2024 17:46:25.830,764.7279,162.5164,1,6,0,0,0,0,0,0,0,0,-0.1634741,3.867036,-0.6321602297676,0.000005043834,0.004600118,0.00001959761,0.0177936,,-0.000105898099718615,,,,,,,24.08411,0.02313793
38,	06/23/2024 17:46:35.830,774.728,172.5165,1,6,0,0,0,0,0,0,0,0,-0.1740665,3.865725,-0.6728932207125,0.000005043834,0.005068599,0.00001959761,0.01960489,,0.0143902599811554,,,,,,,24.06086,0.001007915
39,	06/23/2024 17:46:45.831,784.7288,182.5173,1,6,0,0,0,0,0,0,0,0,-0.1857977,3.864245,-0.7179678332365,0.000005043834,0.005567769,0.00001959761,0.02153415,,-0.000133225898025557,,,,,,,23.9946753444108,-0.00603788006343262
40,	06/23/2024 17:46:55.831,794.7289,192.5174,1,6,0,0,0,0,0,0,0,0,-0.1980467,3.862755,-0.7650058806585,0.000005043834,0.006099287,0.00001959761,0.02358767,,-0.00000430654381489148,,0.355092614889145,2.97973489761353,,,,24.01722,0.00459075
41,	06/23/2024 17:47:05.831,804.7291,202.5176,1,6,0,0,0,0,0,0,0,0,-0.2104025,3.861079,-0.8123806742975,0.000005043834,0.006665562,0.00001959761,0.02577459,,,,,,,,,23.9603353466672,-0.0185576746712008
42,	06/23/2024 17:47:15.831,814.7292,212.5177,1,6,0,0,0,0,0,0,0,0,-0.2237406,3.85957,-0.863542507542,0.000005043834,0.007268005,0.00001959761,0.02810021,,-0.000184309596079402,,,,,,,23.99324,0.004022717
43,	06/23/2024 17:47:25.831,824.7293,222.5178,1,6,0,0,0,0,0,0,0,0,-0.2379761,3.857813,-0.9180672922693,0.000005043834,0.007908513,0.00001959761,0.03057167,,-0.000174339904333465,,0.339050799608231,,,,,24.0332980918547,0.0204638982805662
44,	06/23/2024 17:47:35.831,834.7294,232.5179,1,6,0,0,0,0,0,0,0,0,-0.2529478,3.855984,-0.9753626696352,0.000005043834,0.008588999,0.00001959761,0.03319615,,-0.0000829752971185371,,,,,,,24.0054095196275,0.009061808167721
45,	06/23/2024 17:47:45.831,844.7295,242.518,1,6,0,0,0,0,0,0,0,0,-0.2682791,3.853216,-1.0337373205856,0.000005043834,0.009311527,0.00001959761,0.03598139,,-0.000141554497531615,,,,,,,24.02474,-0.001227856
46,	06/23/2024 17:47:55.832,854.7296,252.5181,1,6,0,0,0,0,0,0,0,0,-0.2842102,3.852254,-1.0948498797908,0.000005043834,0.01007762,0.00001959761,0.03893307,,-0.000220602596527897,,0.368041485548019,2.675940990448,,,,23.9882053213978,-0.0108473531086642
47,	06/23/2024 17:48:05.832,864.7297,262.5182,1,6,0,0,0,0,0,0,0,0,-0.3013401,3.848732,-1.1597772857532,0.000005043834,0.01088888,0.00001959761,0.04205703,,-0.000164888697327115,,,,,,,24.0565598327591,0.0088355957110468
48,	06/23/2024 17:48:15.832,874.7299,272.5184,1,6,0,0,0,0,0,0,0,0,-0.3182774,3.848053,-1.2247483039022,0.000005043834,0.01174809,0.00001959761,0.04536377,,-0.000069185858592391,,,,,,,24.022196159675,-0.021016895270353
49,	06/23/2024 17:48:25.832,884.73,282.5185,1,6,0,0,0,0,0,0,0,0,-0.3363848,3.845083,-1.2934274759384,0.000005043834,0.01265648,0.00001959761,0.04885773,,-0.000303545210044831,,0.447746694087982,,,,,24.0021726703661,-0.000336973045150502
50,	06/23/2024 17:48:35.832,894.73,292.5185,1,6,0,0,0,0,0,0,0,0,-0.3548594,3.842742,-1.3636331204748,0.000005043834,0.01361556,0.00001959761,0.05254436,,-0.000160081006470136,,,,,,,24.0082187047711,-0.00951042538285212
51,	06/23/2024 17:48:45.832,904.7303,302.5188,1,6,0,0,0,0,0,0,0,0,-0.3233299,3.844757,-1.2431248963343,0.000005043834,0.01452836,0.00001959761,0.05605374,,0.0000506937285535969,,,2.53984999656677,,,,23.95957,-0.01442432
52,	06/23/2024 17:48:55.832,914.7303,312.5188,1,6,0,0,0,0,0,0,0,0,-0.3061028,3.845995,-1.177269838286,0.000005043834,0.01543068,0.00001959761,0.05952268,,0.0000229565903282491,,,,,,,23.99071,0.0007861853
53,	06/23/2024 17:49:05.833,924.7311,322.5196,1,6,0,0,0,0,0,0,0,0,-0.2823524,3.847981,-1.0864866705044,0.000005043834,0.01623248,0.00001959761,0.06260732,,0.000921480415854603,,,,,,,23.978553893524,-0.0003254302452074
54,	06/23/2024 17:49:15.833,934.7311,332.5196,1,6,0,0,0,0,0,0,0,0,-0.2734718,3.848235,-1.052383752273,0.000005043834,0.01700402,0.00001959761,0.06557607,,0.0000446096382802352,,,,,,,23.8919400293164,-0.0248304539144043
55,	06/23/2024 17:49:25.833,944.7315,342.52,1,6,0,0,0,0,0,0,0,0,-0.2659073,3.84865,-1.023384130145,0.000005043834,0.01775337,0.00001959761,0.06845967,,0.0000303848792100325,,,,,,,23.9402480063143,-0.0049259268859982
56,	06/23/2024 17:49:35.834,954.7324,352.5209,1,6,0,0,0,0,0,0,0,0,-0.2570257,3.848925,-0.9892726423725,0.000005043834,0.01848099,0.00001959761,0.07125995,,0.0000871666998136789,,-1.1421480178833,,,,,23.989274488432,0.00011617864227879
57,	06/23/2024 17:49:45.835,964.7333,362.5218,1,6,0,0,0,0,0,0,0,0,-0.2496996,3.849003,-0.9610945094988,0.000005043834,0.01918539,0.00001959761,0.07397114,,,,,,,,,23.95672,-0.000115633
58,	06/23/2024 17:49:55.835,974.7334,372.5219,1,6,0,0,0,0,0,0,0,0,-0.273591,3.846897,-1.052476397127,0.000005043834,0.01990617,0.00001959761,0.07674476,,0.0000208624405786395,,0.339706510305405,-1.82958102226257,,,,23.9567165375102,0.00716082925942047
59,	06/23/2024 17:50:05.836,984.7343,382.5228,1,6,0,0,0,0,0,0,0,0,-0.2772961,3.846045,-1.0664932789245,0.000005043834,0.02067079,0.00001959761,0.07968564,,-0.000101550998806488,,,,,,,24.0458098086361,0.0116318017224967
60,	06/23/2024 17:50:15.837,994.7351,392.5236,1,6,0,0,0,0,0,0,0,0,-0.2807426,3.844763,-1.0793887610038,0.000005043834,0.02144542,0.00001959761,0.08266442,,-0.0000959288590820506,,,,,,,24.0647848139273,0.021917717125335
61,	06/23/2024 17:50:25.837,1004.7353,402.5238,1,6,0,0,0,0,0,0,0,0,-0.2833452,3.844417,-1.0892971037484,0.000005043834,0.02222861,0.00001959761,0.08567553,,-0.0000906153072719462,,,,,,,23.97748,-0.01486719
62,	06/23/2024 17:50:28.343,1007.2409,405.0294,1,6,0,0,0,0,0,0,0,0,-0.3839874,3.833958,-1.4721915641292,0.000005043834,0.02244399,0.00001959761,0.08650296,,-0.00328956497833133,,0.517431914806366,3.55212211608887,,,,23.9774780274225,-0.0148671865464635
63,	06/23/2024 17:50:38.343,1017.241,415.0295,1,6,0,0,0,0,0,0,0,0,-0.4545679,3.827826,-1.7400068263854,0.000005043834,0.02362631,0.00001959761,0.09103228,,-0.000832225719932467,,0.121164597570896,23.1791706085205,,,,23.9220090691136,-0.0027937904346182
64,	06/23/2024 17:50:47.394,1026.2924,424.0809,1,6,0,0,0,0,0,0,0,0,-0.3363132,3.838379,-1.2908975243028,0.000005043834,0.02477001,0.00001959761,0.09540889,,0.00254738889634609,,-0.0208010505884886,,,,,23.9799912722568,-0.00211239613764663
65,	06/23/2024 17:50:57.395,1036.2926,434.0811,1,6,0,0,0,0,0,0,0,0,-0.3005304,3.840445,-1.154170472028,0.000005043834,0.02564211,0.00001959761,0.09875663,,0.000560358806978911,,-0.117011003196239,-4.23943281173706,,,,23.93988,0.0135231
66,	06/23/2024 17:51:07.395,1046.2926,444.0811,1,6,0,0,0,0,0,0,0,0,-0.2786484,3.841687,-1.0704799358508,0.000005043834,0.02644684,0.00001959761,0.1018474,,0.00226971693336964,,,,,,,23.98715,-0.002005696
67,	06/23/2024 17:51:17.395,1056.2935,454.082,1,6,0,0,0,0,0,0,0,0,-0.2594471,3.843036,-0.9970645453956,0.000005043834,0.02719436,0.00001959761,0.1047195,,-0.00374657800421119,,,,,,,23.9588683095249,0.00044224198705647
68,	06/23/2024 17:51:27.395,1066.2935,464.082,1,6,0,0,0,0,0,0,0,0,-0.241437,3.844627,-0.928235208999,0.000005043834,0.02788931,0.00001959761,0.1073908,,0.000170232699019834,,-0.455874502658844,,,,,23.9864098655898,0.0102858751118187
69,	06/23/2024 17:51:37.396,1076.2944,474.0829,1,6,0,0,0,0,0,0,0,0,-0.224308,3.845766,-0.862636079928,0.000005043834,0.02853611,0.00001959761,0.1098778,,0.0000933760529733263,,,,,,,23.9463371469123,0.00827433690244152
70,	06/23/2024 17:51:47.397,1086.2946,484.0831,1,6,0,0,0,0,0,0,0,0,-0.2374735,3.844559,-0.9129808816865,0.000005043834,0.02918078,0.00001959761,0.1123566,,0.0000423941310145892,,,,,,,23.91949,-0.001460314
71,	06/23/2024 17:51:57.397,1096.2946,494.0831,1,6,0,0,0,0,0,0,0,0,-0.2314653,3.844277,-0.8898167290881,0.000005043834,0.0298323,0.00001959761,0.1148614,,0.00172065594233572,,,,,,,23.9098454486184,0.00458830506861888
72,	06/23/2024 17:52:07.397,1106.2948,504.0833,1,6,0,0,0,0,0,0,0,0,-0.2980671,3.839591,-1.1444557545561,0.000005043834,0.03060096,0.00001959761,0.1178133,,-0.000640905986074358,,0.43436661362648,,,,,23.89194,0.001682043
73,	06/23/2024 17:52:17.398,1116.2957,514.0842,1,6,0,0,0,0,0,0,0,0,-0.3127375,3.836659,-1.1998671440125,0.000005043834,0.03144873,0.00001959761,0.1210664,,-0.000307399313896894,,0.182994395494461,,,,,23.8976802251957,0.0118528779608375
74,	06/23/2024 17:52:27.398,1126.2958,524.0843,1,6,0,0,0,0,0,0,0,0,-0.327095,3.834419,-1.254219282805,0.000005043834,0.03233703,0.00001959761,0.1244733,,-0.000270856486167759,,,,,,,23.8411260538207,-0.0147649964239955
75,	06/23/2024 17:52:36.321,1135.2191,533.0076,1,6,0,0,0,0,0,0,0,0,-0.4501686,3.823355,-1.721154367653,0.000005043834,0.03316884,0.00001959761,0.1276617,,-0.000204073498025537,,0.293989211320877,1.29556798934937,,,,23.8837,0.0139755
76,	06/23/2024 17:52:39.104,1138.0024,535.7909,1,6,0,0,0,0,0,0,0,0,-0.5264149,3.81328,-2.007367409872,0.000005043834,0.03355256,0.00001959761,0.129127,,-0.00181694596540183,,0.0314858518540859,78.2304992675781,,,,23.8300361840458,0.0139755010604477
77,	06/23/2024 17:52:49.105,1148.0033,545.7918,1,6,0,0,0,0,0,0,0,0,-0.4405222,3.820653,-1.6830824649966,0.000005043834,0.03507159,0.00001959761,0.1349183,,0.00219887611456215,,-0.163548499345779,-17.89866065979,,,,23.78924,-0.02315581
78,	06/23/2024 17:52:59.105,1158.0034,555.7919,1,6,0,0,0,0,0,0,0,0,-0.3666935,3.827317,-1.4034522663395,0.000005043834,0.03613202,0.00001959761,0.1389756,,0.000215747393667698,,-0.0651945695281029,,,,,23.8203846678045,-0.0067116474416902
79,	06/23/2024 17:53:09.105,1168.0034,565.7919,1,6,0,0,0,0,0,0,0,0,-0.2930059,3.833467,-1.1232284484553,0.000005043834,0.03713173,0.00001959761,0.1428019,,,,-0.323061585426331,-4.93894386291504,,,,23.8697523901823,0.0234928686916828
80,	06/23/2024 17:53:19.106,1178.0045,575.793,1,6,0,0,0,0,0,0,0,0,-0.2233753,3.839619,-0.8576760460107,0.000005043834,0.03782937,0.00001959761,0.1454787,,0.000435827998444438,,-0.0728443562984467,-17.0233306884766,,,,23.7870834987015,-0.0013444324349436
81,	06/23/2024 17:53:29.107,1188.0053,585.7938,1,6,0,0,0,0,0,0,0,0,-0.1736221,3.843847,-0.6673767882187,0.000005043834,0.03837852,0.00001959761,0.1475884,,0.000521279114764184,,-0.123693197965622,,,,,23.7602312865347,-0.0090634051027076
82,	06/23/2024 17:53:31.318,1190.2165,588.005,1,6,0,0,0,0,0,0,0,0,-0.3714581,3.827435,-1.4217317329735,0.000005043834,0.03849341,0.00001959761,0.1480299,,-0.0334339886903763,,0.0568204410374165,,,,,23.7398214033532,-0.00637841447323956
83,	06/23/2024 17:53:32.406,1191.3038,589.0923,1,6,0,0,0,0,0,0,0,0,-0.4775763,3.817122,-1.8229670014086,0.000005043834,0.03861744,0.00001959761,0.1485042,,-0.00433291122317314,,0.00866351369768381,14.1637697219849,,,,23.7398204803025,-0.00637829303741111
84,	06/23/2024 17:53:37.411,1196.3094,594.0979,1,6,0,0,0,0,0,0,0,0,-0.5655212,3.806948,-2.1529098012976,0.000005043834,0.03935565,0.00001959761,0.1513183,,-0.00156862800940871,,0.0440542511641979,82.6013412475586,,,,23.75381,-0.007718801
85,	06/23/2024 17:53:42.833,1201.731,599.5195,1,6,0,0,0,0,0,0,0,0,-0.4524078,3.817203,-1.7269324113834,0.000005043834,0.04019964,0.00001959761,0.1545323,,0.00281643797643483,,-0.0266597997397184,13.7984399795532,,,,23.7692029021171,0.0095155636550236
86,	06/23/2024 17:53:52.834,1211.7319,609.5204,1,6,0,0,0,0,0,0,0,0,-0.3667946,3.824061,-1.4026449248706,0.000005043834,0.04127378,0.00001959761,0.1586382,,0.00149636599235237,,-0.0410426817834377,-12.138819694519,,,,23.73233,-0.00782609
87,	06/23/2024 17:54:02.834,1221.7321,619.5206,1,6,0,0,0,0,0,0,0,0,-0.3661194,3.822985,-1.399668974409,0.000005043834,0.04229088,0.00001959761,0.1625276,,-0.0000258033905993216,,,,,,,23.7613064729364,-0.000777911094698291
88,	06/23/2024 17:54:12.834,1231.7321,629.5206,1,6,0,0,0,0,0,0,0,0,-0.3658152,3.823277,-1.3986128404104,0.000005043834,0.04330747,0.00001959761,0.1664145,,-0.0000831621291581541,,,,,,,23.7248042896213,-0.0134228395521639
89,	06/23/2024 17:54:22.834,1241.7323,639.5208,1,6,0,0,0,0,0,0,0,0,-0.3660049,3.822722,-1.3991349833378,0.000005043834,0.04432344,0.00001959761,0.1702984,,-0.000100392098829616,,,,,,,23.74845,0.005821586
90,	06/23/2024 17:54:32.834,1251.7325,649.521,1,6,0,0,0,0,0,0,0,0,-0.2833681,3.828377,-1.0848399165737,0.000005043834,0.04533326,0.00001959761,0.1741583,,,,-0.85439658164978,-2.31749391555786,,,,23.7151378148046,-0.0192454930857483
91,	06/23/2024 17:54:40.188,1259.0861,656.8746,1,6,0,0,0,0,0,0,0,0,-0.1986895,3.838407,-0.7626511676265,0.000005043834,0.04579863,0.00001959761,0.1759425,,0.000762207724619657,,-0.0615134499967098,,,,,23.72697,-0.01980305
92,	06/23/2024 17:54:50.188,1269.0863,666.8748,1,6,0,0,0,0,0,0,0,0,-0.259881,3.831634,-0.995768875554,0.000005043834,0.04641903,0.00001959761,0.1783213,,-0.00121011701412499,,0.0663195624947548,-19.0126094818115,,,,23.689724340955,-0.0265180393120211
93,	06/23/2024 17:55:00.189,1279.0872,676.8757,1,6,0,0,0,0,0,0,0,0,-0.2441902,3.832004,-0.9357378231608,0.000005043834,0.04711805,0.00001959761,0.1810001,,0.0000117350300570251,,,,,,,23.72626,0.00850141
94,	06/23/2024 17:55:10.189,1289.0873,686.8758,1,6,0,0,0,0,0,0,0,0,-0.2293196,3.833811,-0.8791680049956,0.000005043834,0.04777512,0.00001959761,0.1835187,,,,,,,,,23.757033994021,0.00626149033262747
95,	06/23/2024 17:55:20.190,1299.0881,696.8766,1,6,0,0,0,0,0,0,0,0,-0.2152004,3.83421,-0.825123525684,0.000005043834,0.04839125,0.00001959761,0.1858812,,0.000084632592916023,,,,,,,23.7656630606481,0.0111960871318721
96,	06/23/2024 17:55:30.190,1309.0883,706.8768,1,6,0,0,0,0,0,0,0,0,-0.2008362,3.836026,-0.7704128849412,0.000005043834,0.04896846,0.00001959761,0.188095,,0.0000916296921786852,,,,,,,23.68329,0.003466606
97,	06/23/2024 17:55:40.190,1319.0884,716.8769,1,6,0,0,0,0,0,0,0,0,-0.2192078,3.834394,-0.8405290730732,0.000005043834,0.04951209,0.00001959761,0.1901805,,0.0000678819633321837,,-0.58409857749939,,,,,23.6464351524803,-0.0079410127483786
98,	06/23/2024 17:55:50.191,1329.0892,726.8777,1,6,0,0,0,0,0,0,0,0,-0.2509193,3.831013,-0.9612751002509,0.000005043834,0.05019399,0.00001959761,0.1927933,,-0.000255784107139334,,0.0967325121164322,,,,,23.7517327269537,0.0229450952121311
99,	06/23/2024 17:56:00.191,1339.0893,736.8778,1,6,0,0,0,0,0,0,0,0,-0.2447262,3.83109,-0.937568097558,0.000005043834,0.05089618,0.00001959761,0.195483,,-0.000129402906168252,,,2.36995410919189,,,,23.7492,0.003805757
100,	06/23/2024 17:56:10.192,1349.0896,746.8781,1,6,0,0,0,0,0,0,0,0,-0.2449989,3.830672,-0.9385104262608,0.000005043834,0.05157532,0.00001959761,0.1980846,,0.0000388382395613007,,,,,,,23.6869055301526,-0.0068353542549215
101,	06/23/2024 17:56:20.192,1359.0897,756.8782,1,6,0,0,0,0,0,0,0,0,-0.2453508,3.830166,-0.9397342922328,0.000005043834,0.05225623,0.00001959761,0.2006927,,-0.0000461130293842871,,,,,,,23.6983813091371,0.0088505368427193
102,	06/23/2024 17:56:30.193,1369.0907,766.8792,1,6,0,0,0,0,0,0,0,0,-0.2456951,3.829583,-0.9409097781433,0.000005043834,0.05293801,0.00001959761,0.2033039,,0.000133736393763684,,,,,,,23.62137,-0.005264878
103,	06/23/2024 17:56:36.036,1374.9345,772.723,1,6,0,0,0,0,0,0,0,0,-0.3497,3.819362,-1.3356308914,0.000005043834,0.05336412,0.00001959761,0.2049349,,-0.00840252544730902,,0.0109625095501542,,,,,23.6317594657686,0.000668662578725361
104,	06/23/2024 17:56:46.037,1384.9347,782.7232,1,6,0,0,0,0,0,0,0,0,-0.4123116,3.813624,-1.5724014132384,0.000005043834,0.0544402,0.00001959761,0.2090416,,-0.000592089898418635,,0.0536497607827187,3.25294804573059,,,,23.6417998263606,-0.0186918229976276
105,	06/23/2024 17:56:55.475,1394.3733,792.1618,1,6,0,0,0,0,0,0,0,0,-0.2994823,3.823626,-1.1451083088198,0.000005043834,0.05549814,0.00001959761,0.2130758,,0.00193507503718138,,-0.0176759995520115,-139.763305664063,,,,23.6676,0.008842945
