,Data Point,Date Time,Test Time (s),Step Time (s),Cycle Index,Step Index,TC_Counter1,TC_Counter2,TC_Counter3,TC_Counter4,TC_Counter5,TC_Counter6,TC_Counter7,TC_Counter8,Current (A),Voltage (V),Power (W),Charge Capacity (Ah),Discharge Capacity (Ah),Charge Energy (Wh),Discharge Energy (Wh),ACR (Ohm),dV/dt (V/s),Internal Resistance (Ohm),dQ/dV (Ah/V),dV/dQ (V/Ah),MetaCode_MV_UD1,MetaCode_MV_UD2,MetaCode_MV_UD3,Aux_Temperature_1 (C),Aux_dT/dt_1 (C/s)
0,16,	06/12/2024 23:44:55.233,602.2461,0.009,1,6,0,0,0,0,0,0,0,0,-1.135527,3.486808,-3.959364627816,0.0,1.386572e-07,0.0,5.283235e-07,,-0.0341786891222,,,,,,,24.8087590690562,0.0133884058996233
24,40,	06/12/2024 23:46:43.345,710.3582,108.1211,1,6,0,0,0,0,0,0,0,0,-0.2130337,3.783437,-0.8059995828269,0.0,0.004739902,0.0,0.0179331,,-0.0006031630910001,,0.124053299427032,9.14811134338379,,,,24.8357086501731,0.0105859101047814
25,41,	06/12/2024 23:46:53.346,720.3591,118.122,1,6,0,0,0,0,0,0,0,0,-0.2300053,3.777407,-0.8688236302571,0.0,0.005354333,0.0,0.02025579,,-0.0005919245886616,,0.105782397091389,,,,,24.8620373954385,-0.0242432449535538
26,42,	06/12/2024 23:47:03.347,730.36,128.1229,1,6,0,0,0,0,0,0,0,0,-0.2477255,3.77166,-0.93433635933,0.0,0.006016289,0.0,0.02275426,,-0.0007391655235551,,0.109406903386116,9.54412746429443,,,,24.84061,0.00166595
27,43,	06/12/2024 23:47:13.347,740.3606,138.1235,1,6,0,0,0,0,0,0,0,0,-0.2668772,3.764896,-1.0047649027712,0.0,0.006729173,0.0,0.02544048,,-0.0007474501035176,,0.0996901169419289,,,,,24.84384,0.002808571
28,44,	06/12/2024 23:47:23.349,750.3621,148.125,1,6,0,0,0,0,0,0,0,0,-0.2875757,3.757542,-1.0805777709294,0.0,0.007497675,0.0,0.02833107,,-0.0003294041962362,,0.133976206183434,8.08919906616211,,,,24.8265897568271,0.0113683083134748
29,45,	06/12/2024 23:47:33.350,760.3636,158.1265,1,6,0,0,0,0,0,0,0,0,-0.3095331,3.750362,-1.1608611759822,0.0,0.008325267,0.0,0.03143794,,0.0394125990569592,,0.121271498501301,9.39773368835449,,,,24.8109189646718,-0.0144008205681483
30,46,	06/12/2024 23:47:43.352,770.365,168.1279,1,6,0,0,0,0,0,0,0,0,-0.3326397,3.74198,-1.244731104606,0.0,0.009215867,0.0,0.03477452,,-0.0009840966667979,,0.123466096818447,,,,,24.85085,0.009502769
31,47,	06/12/2024 23:47:53.352,780.3655,178.1284,1,6,0,0,0,0,0,0,0,0,-0.3574162,3.734587,-1.3348018941094,0.0,0.01017298,0.0,0.03835249,,-0.0011946290032938,,0.100971102714539,8.41796207427979,,,,24.8990130376808,-0.0074861735028581
32,48,	06/12/2024 23:48:02.998,790.0112,187.7741,1,6,0,0,0,0,0,0,0,0,-0.3822308,3.724533,-1.4236312282164,0.0,0.01116303,0.0,0.04204529,,-0.0015784270362928,,0.144091904163361,9.69452667236328,,,,24.7947,0.003022552
33,49,	06/12/2024 23:48:12.998,800.0118,197.7747,1,6,0,0,0,0,0,0,0,0,-0.4090958,3.717148,-1.5206696347784,0.0,0.0122613,0.0,0.04613205,,-0.001123558031395,,0.153792098164558,8.25140953063965,,,,24.8204438496326,-0.0031166654868136
34,50,	06/12/2024 23:48:21.471,808.4841,206.247,1,6,0,0,0,0,0,0,0,0,-0.4336195,3.706646,-1.607273985197,0.0,0.01325294,0.0,0.04981346,,-0.0009929657680913,,0.123819001019001,7.82602119445801,,,,24.80616,0.01710653
35,51,	06/12/2024 23:48:31.471,818.4841,216.247,1,6,0,0,0,0,0,0,0,0,-0.4631844,3.698319,-1.7130036670236,0.0,0.01449808,0.0,0.05442466,,-0.0012607290409505,,0.114851102232933,8.26110935211182,,,,24.79962,-0.01308084
36,52,	06/12/2024 23:48:33.231,820.2443,218.0072,1,6,0,0,0,0,0,0,0,0,-0.4274616,3.708672,-1.5853148669952,0.0,0.0147202,0.0,0.05524666,,0.0018945119809359,,-0.0133011899888515,,,,,24.7996215819414,-0.0130808353426718
37,53,	06/12/2024 23:48:35.253,822.2667,220.0296,1,6,0,0,0,0,0,0,0,0,-0.3939285,3.718941,-1.4649968497185,0.0,0.01495188,0.0,0.05610682,,0.0038952359464019,,-0.0199788995087147,-17.2805690765381,,,,24.8490156543755,0.0154350008341668
38,54,	06/12/2024 23:48:41.402,828.4156,226.1785,1,6,0,0,0,0,0,0,0,0,-0.3620481,3.728983,-1.3500712100823,0.0,0.01559041,0.0,0.05848457,,0.0009671511943452,,-0.0387842506170273,-42.7078895568848,,,,24.80999,-0.01207292
39,55,	06/12/2024 23:48:51.402,838.4156,236.1785,1,6,0,0,0,0,0,0,0,0,-0.3574858,3.727432,-1.3325040104656,0.0,0.01658673,0.0,0.0621987,,0.0007811659015715,,,,,,,24.83926,0.02647102
40,56,	06/12/2024 23:49:01.402,848.4156,246.1785,1,6,0,0,0,0,0,0,0,0,-0.3564711,3.727837,-1.3288661560107,0.0,0.01757907,0.0,0.06589773,,7.33394990675e-05,,,,,,,24.770252917854,-0.0340789461971154
41,57,	06/12/2024 23:49:11.402,858.4158,256.1787,1,6,0,0,0,0,0,0,0,0,-0.3571825,3.726698,-1.331111308385,0.0,0.01857059,0.0,0.06959311,,5.1602928579e-05,,,,,,,24.9052396626901,-0.0231404206313497
42,58,	06/12/2024 23:49:21.403,868.4165,266.1794,1,6,0,0,0,0,0,0,0,0,-0.3573217,3.726087,-1.3314117411879,0.0,0.01956257,0.0,0.07328958,,5.8078599067e-06,,,,,,,24.97132,-0.01037717
43,59,	06/12/2024 23:49:31.404,878.4177,276.1806,1,6,0,0,0,0,0,0,0,0,-0.3572092,3.725416,-1.3307528690272,0.0,0.02055463,0.0,0.07698567,,-6.81235469528e-05,,,,,,,24.8763,0.007269382
44,60,	06/12/2024 23:49:41.405,888.4184,286.1813,1,6,0,0,0,0,0,0,0,0,-0.3574018,3.724937,-1.3312991886866,0.0,0.02154697,0.0,0.0806822,,,,,,,,,24.8216481905228,-0.007131551748118
45,61,	06/12/2024 23:49:51.405,898.4187,296.1816,1,6,0,0,0,0,0,0,0,0,-0.357193,3.724327,-1.330303534111,0.0,0.0225388,0.0,0.08437621,,-6.68546417728e-05,,,,,,,24.755142876972,-0.0149648598336856
46,62,	06/12/2024 23:50:01.406,908.4197,306.1826,1,6,0,0,0,0,0,0,0,0,-0.3570967,3.723672,-1.3297109830824,0.0,0.02353095,0.0,0.0880708,,-6.42820814391e-05,,,,,,,24.79409,-0.002577901
47,63,	06/12/2024 23:50:11.407,918.4199,316.1828,1,6,0,0,0,0,0,0,0,0,-0.3571033,3.72325,-1.329584861725,0.0,0.02452247,0.0,0.09176251,,3.00310093734e-05,,,,,,,24.7966174826602,-0.00021817659665
48,64,	06/12/2024 23:50:21.407,928.42,326.1829,1,6,0,0,0,0,0,0,0,0,-0.3572474,3.722632,-1.3299006031568,0.0,0.02551452,0.0,0.09545564,,-8.00912166596e-05,,,,,,,24.75474,-0.02327085
49,65,	06/12/2024 23:50:31.407,938.4207,336.1836,1,6,0,0,0,0,0,0,0,0,-0.3572044,3.721657,-1.3293922556908,0.0,0.02650654,0.0,0.09914812,,-7.7280732512e-05,,2.25583004951477,,,,,24.82156,-0.02747416
50,66,	06/12/2024 23:50:41.408,948.4209,346.1838,1,6,0,0,0,0,0,0,0,0,-0.3572216,3.720817,-1.3291562020472,0.0,0.02749865,0.0,0.1028404,,,,,0.0,,,,24.829399030498,0.0017866546480718
51,67,	06/12/2024 23:50:51.408,958.4216,356.1845,1,6,0,0,0,0,0,0,0,0,-0.3574238,3.720315,-1.329729124497,0.0,0.02849026,0.0,0.1065303,,-5.22750706295e-05,,,,,,,24.8272,0.0008803606
52,68,	06/12/2024 23:51:01.409,968.4219,366.1848,1,6,0,0,0,0,0,0,0,0,-0.3570738,3.720866,-1.3286237619108,0.0,0.0294823,0.0,0.1102212,,-7.62234485591e-05,,,,,,,24.7589842941971,-0.0100635387881661
53,69,	06/12/2024 23:51:11.410,978.4229,376.1858,1,6,0,0,0,0,0,0,0,0,-0.3573828,3.720259,-1.3295565781452,0.0,0.03047443,0.0,0.1139121,,-0.0001110661032726,,,,,,,24.85185,0.02077878
54,70,	06/12/2024 23:51:21.410,988.4235,386.1864,1,6,0,0,0,0,0,0,0,0,-0.3572254,3.719405,-1.328665938887,0.0,0.03146647,0.0,0.1176021,,5.6699529523e-05,,,,,,,24.77609,-0.01742303
55,71,	06/12/2024 23:51:31.411,998.4239,396.1868,1,6,0,0,0,0,0,0,0,0,-0.3569641,3.719824,-1.3278436263184,0.0,0.03245856,0.0,0.1212918,,-5.73750403418e-05,,,,,,,24.79001,-0.003010035
56,72,	06/12/2024 23:51:41.411,1008.4241,406.187,1,6,0,0,0,0,0,0,0,0,-0.3574238,3.718451,-1.3290628865338,0.0,0.03345004,0.0,0.1249788,,-4.74541484436e-05,,,,,,,24.8078249103554,0.0082646672997876
57,73,	06/12/2024 23:51:51.411,1018.4244,416.1873,1,6,0,0,0,0,0,0,0,0,-0.3571043,3.718376,-1.3278480586168,0.0,0.03444207,0.0,0.1286674,,,,,,,,,24.91138,0.02667129
58,74,	06/12/2024 23:52:01.414,1028.4269,426.1898,1,6,0,0,0,0,0,0,0,0,-0.3571072,3.717652,-1.3276002962944,0.0,0.03543407,0.0,0.1323554,,-8.53493911563e-05,,,,,,,24.8627839178462,-0.0079217074935831
59,75,	06/12/2024 23:52:11.414,1038.4276,436.1905,1,6,0,0,0,0,0,0,0,0,-0.3567705,3.717335,-1.3262354666175,0.0,0.03642599,0.0,0.1360426,,-3.71022615581e-05,,,,,,,24.9353001018689,0.025233890872563
60,76,	06/12/2024 23:52:21.416,1048.4291,446.192,1,6,0,0,0,0,0,0,0,0,-0.3575306,3.716783,-1.3288636560598,0.0,0.03741806,0.0,0.13973,,-0.0002842954127117,,,,,,,24.9342,0.003237724
61,77,	06/12/2024 23:52:31.418,1058.4311,456.194,1,6,0,0,0,0,0,0,0,0,-0.3571825,3.715989,-1.3272862409925,0.0,0.03841015,0.0,0.143417,,,,2.09609389305115,,,,,24.95202,0.001215339
62,78,	06/12/2024 23:52:41.418,1068.4315,466.1944,1,6,0,0,0,0,0,0,0,0,-0.357316,3.715915,-1.32775588414,0.0,0.03940208,0.0,0.147103,,-3.5521468817e-05,,,0.0,,,,24.9538383302061,-0.0117092032258728
63,79,	06/12/2024 23:52:51.419,1078.4325,476.1954,1,6,0,0,0,0,0,0,0,0,-0.3568945,3.715037,-1.3258762725965,0.0,0.04039418,0.0,0.1507892,,-0.0033567319624126,,,,,,,24.98414,0.01986623
64,80,	06/12/2024 23:53:01.420,1088.4335,486.1964,1,6,0,0,0,0,0,0,0,0,-0.3569164,3.715048,-1.3259615579872,0.0,0.04138616,0.0,0.1544746,,0.0004119292134419,,,,,,,25.017327930483,-0.0010053216627137
65,81,	06/12/2024 23:53:11.420,1098.4337,496.1966,1,6,0,0,0,0,0,0,0,0,-0.3575773,3.714835,-1.3283406692455,0.0,0.04237765,0.0,0.1581577,,,,,,,,,25.05625,0.03415108
66,82,	06/12/2024 23:53:21.422,1108.4353,506.1982,1,6,0,0,0,0,0,0,0,0,-0.3571873,3.714304,-1.3267022171392,0.0,0.0433697,0.0,0.1618425,,-8.11921927379e-05,,,,,,,24.9469653565876,-0.0039055118670935
67,83,	06/12/2024 23:53:31.423,1118.4362,516.1991,1,6,0,0,0,0,0,0,0,0,-0.3570166,3.713039,-1.3256165594474,0.0,0.04436165,0.0,0.1655265,,-0.0005971511127427,,,,,,,24.9773499311104,0.0056885713604046
68,84,	06/12/2024 23:53:41.424,1128.4374,526.2003,1,6,0,0,0,0,0,0,0,0,-0.3569403,3.713456,-1.3254820986768,0.0,0.04535376,0.0,0.1692107,,3.46934393746e-05,,,,,,,25.13548,0.02153337
69,85,	06/12/2024 23:53:51.425,1138.438,536.2009,1,6,0,0,0,0,0,0,0,0,-0.3572741,3.712311,-1.3263125714451,0.0,0.04634568,0.0,0.1728939,,,,,,,,,25.1440161805125,-0.0047996987288738
70,86,	06/12/2024 23:54:01.425,1148.438,546.2009,1,6,0,0,0,0,0,0,0,0,-0.3569956,3.712804,-1.3254546916624,0.0,0.04733744,0.0,0.176576,,7.54639186197e-05,,,,,,,25.0929646829216,-0.0089239661753173
71,87,	06/12/2024 23:54:11.426,1158.4391,556.202,1,6,0,0,0,0,0,0,0,0,-0.3570576,3.712186,-1.3254642239136,0.0,0.04832922,0.0,0.1802579,,-3.33107200276e-05,,,,,,,25.1208188132366,0.0346984077754639
72,88,	06/12/2024 23:54:21.426,1168.4398,566.2027,1,6,0,0,0,0,0,0,0,0,-0.3571854,3.711761,-1.3257868374894,0.0,0.04932133,0.0,0.1839405,,-6.04886590735e-05,,,0.303570598363876,,,,25.1258,0.005688071
73,89,	06/12/2024 23:54:31.427,1178.4403,576.2032,1,6,0,0,0,0,0,0,0,0,-0.3571091,3.711752,-1.3255004161432,0.0,0.05031337,0.0,0.1876226,,-0.0015720990486443,,2.36679005622864,,,,,25.07475,0.02990067
74,90,	06/12/2024 23:54:41.427,1188.4404,586.2033,1,6,0,0,0,0,0,0,0,0,-0.3570423,3.711227,-1.3250650239021,0.0,0.05130541,0.0,0.1913042,,,,,,,,,25.1036660163847,-0.0096990678508807
75,91,	06/12/2024 23:54:51.230,1198.2429,596.0058,1,6,0,0,0,0,0,0,0,0,-0.1961155,3.756976,-0.736801226728,0.0,0.05227749,0.0,0.1949115,,0.0048471898771822,,,,,,,25.1218641332387,-0.0006682602005098
76,92,	06/12/2024 23:54:51.729,1198.7423,596.5052,1,6,0,0,0,0,0,0,0,0,-0.08203983,3.789743,-0.31090987146369,0.0,0.05230457,0.0,0.1950132,,,,,,,,,25.0597620402752,-0.0194070955778025
77,93,	06/12/2024 23:54:52.227,1199.2405,597.0034,1,6,0,0,0,0,0,0,0,0,-0.03580379,3.803325,-0.13617344960175,0.0,0.05231499,0.0,0.1950527,,0.0345273986458778,,-0.0007674263906665,-1303.05700683594,,,,25.05975,-0.01941085
78,94,	06/12/2024 23:54:52.261,1199.2741,597.037,1,6,0,0,0,0,0,0,0,0,0.0002708435,3.813735,0.0010329253354725,0.0,0.05231506,0.0,0.195053,,,,,,,,,25.05975,-0.01941085
79,95,	06/12/2024 23:54:52.731,1199.7445,597.5074,1,6,0,0,0,0,0,0,0,0,0.05855846,3.830288,0.22429576663648,8.419735e-07,0.05231506,3.212279e-06,0.195053,,,,,,,,,25.05975,-0.01941085
80,96,	06/12/2024 23:54:53.230,1200.2436,598.0065,1,6,0,0,0,0,0,0,0,0,0.1059656,3.844224,0.4073555026944,9.798591e-06,0.05231506,3.753292e-05,0.195053,,0.0650657787919044,,5.58432693651e-05,17907.259765625,,,,25.059749603351,-0.0194108486178306
81,97,	06/12/2024 23:54:53.789,1200.8028,598.5657,1,6,0,0,0,0,0,0,0,0,0.1395884,3.854278,0.5380124991752,2.715276e-05,0.05231506,0.000104268,0.195053,,,,,,,,,25.05975,-0.01941085
82,98,	06/12/2024 23:54:54.730,1201.7437,599.5066,1,6,0,0,0,0,0,0,0,0,0.1865463,3.867083,0.7213900254429,6.713044e-05,0.05231506,0.0002584924,0.195053,,0.0041262758895754,,0.0029436759650707,320.316101074219,,,,25.02976,-0.00937283
83,99,	06/12/2024 23:54:55.733,1202.7461,600.509,1,6,0,0,0,0,0,0,0,0,0.2221746,3.877549,0.8614928980554,0.0001217365,0.05231506,0.0004698302,0.195053,,0.0041022659279406,,0.0045928228646516,191.659393310547,,,,25.029756546365,-0.0093728303908911
84,100,	06/12/2024 23:54:56.758,1203.7718,601.5347,1,6,0,0,0,0,0,0,0,0,0.2534647,3.887932,0.9854535180004,0.0001879502,0.05231506,0.0007267681,0.195053,,0.0054658991284668,,0.0060119400732219,156.811706542969,,,,25.02976,-0.00937283
85,101,	06/12/2024 23:54:58.231,1205.2439,603.0068,1,6,0,0,0,0,0,0,0,0,0.2954626,3.899464,1.1521457720464,0.0002971891,0.05231506,0.001151857,0.195053,,0.0048455530777573,,0.0083608441054821,105.567398071289,,,,25.0162133836028,-0.0042328749835071
86,102,	06/12/2024 23:54:59.732,1206.7455,604.5084,1,6,0,0,0,0,0,0,0,0,0.3352213,3.911211,1.3111212359943,0.0004264979,0.05231506,0.001656617,0.195053,,0.0050714341923594,,0.0151652004569769,90.8475112915039,,,,25.01621,-0.004232526
87,103,	06/12/2024 23:55:01.227,1208.2408,606.0037,1,6,0,0,0,0,0,0,0,0,0.2472954,3.881005,0.959754683877,0.0005708575,0.05231506,0.002221782,0.195053,,-0.116323001682758,,-0.0028792179655283,-209.247299194336,,,,24.99693,-0.006025434
88,104,	06/12/2024 23:55:01.232,1208.2454,606.0083,1,6,0,0,0,0,0,0,0,0,0.06022358,3.833987,0.23089642281346,0.0005708575,0.05231506,0.002221782,0.195053,,,,,,,,,24.99693,-0.006025434
89,105,	06/12/2024 23:55:01.730,1208.7429,606.5058,1,6,0,0,0,0,0,0,0,0,-0.2296534,3.750201,-0.8612464103334,0.0005790267,0.05231506,0.002253095,0.195053,,,,,,,,,24.9969310758355,-0.0060254335404357
90,106,	06/12/2024 23:55:02.228,1209.2414,607.0043,1,6,0,0,0,0,0,0,0,0,-0.4493694,3.686346,-1.6565310902124,0.0005790267,0.0523494,0.002253095,0.1951816,,-0.14816489815712,,0.0014668189687654,-12672.2900390625,,,,24.99693,-0.006025434
91,107,	06/12/2024 23:55:02.728,1209.7413,607.5042,1,6,0,0,0,0,0,0,0,0,-0.5830851,3.647254,-2.1266594633154,0.0005790267,0.0524126,0.002253095,0.1954146,,,,,,,,,24.9969310758346,-0.0060254335404361
92,108,	06/12/2024 23:55:03.231,1210.2445,608.0074,1,6,0,0,0,0,0,0,0,0,-0.675004,3.619564,-2.443220178256,0.0005790267,0.05249345,0.002253095,0.1957095,,-0.0550186485052109,,0.002919731894508,342.497192382813,,,,25.0647371935108,0.0211882143501102
93,109,	06/12/2024 23:55:03.729,1210.7422,608.5051,1,6,0,0,0,0,0,0,0,0,-0.7376499,3.601019,-2.6562913052481,0.0005790267,0.05258682,0.002253095,0.1960475,,,,,,,,,25.0647506712518,0.0211936235420738
94,110,	06/12/2024 23:55:04.228,1211.2416,609.0045,1,6,0,0,0,0,0,0,0,0,-0.7821503,3.587565,-2.8060150410195,0.0005790267,0.052689,0.002253095,0.1964154,,-0.0269952602684498,,0.0075943171977996,131.677398681641,,,,25.0647506712523,0.0211936235420762
95,111,	06/12/2024 23:55:04.733,1211.7461,609.509,1,6,0,0,0,0,0,0,0,0,-0.8149099,3.57735,-2.915217930765,0.0005790267,0.05279839,0.002253095,0.1968078,,,,,,,,,25.06475,0.02119362
96,112,	06/12/2024 23:55:05.728,1212.7414,610.5043,1,6,0,0,0,0,0,0,0,0,-0.8608837,3.563014,-3.0673406754718,0.0005790267,0.0530277,0.002253095,0.1976272,,-0.004417325835675,,0.0129747502505779,92.0633926391602,,,,25.0647506713193,0.0211936235424297
97,113,	06/12/2024 23:55:06.732,1213.7455,611.5084,1,6,0,0,0,0,0,0,0,0,-0.8948746,3.552145,-3.178724336017,0.0005790267,0.0532711,0.002253095,0.1984936,,-0.0057639661245048,,0.0240439400076866,44.6518898010254,,,,25.0236857306917,-0.0128306832382126
98,114,	06/12/2024 23:55:07.818,1214.8315,612.5944,1,6,0,0,0,0,0,0,0,0,-0.9238052,3.54209,-3.272201160868,0.0005790267,0.05354235,0.002253095,0.1994563,,-0.0059669557958841,,0.0243591405451298,,,,,25.02368,-0.01283407
99,115,	06/12/2024 23:55:08.732,1215.7449,613.5078,1,6,0,0,0,0,0,0,0,0,-0.8364258,3.568878,-2.9851016362524,0.0005790267,0.05377766,0.002253095,0.2002901,,0.0285218898206949,,-0.0062631820328533,-114.586898803711,,,,24.99193,-0.009921193
100,116,	06/12/2024 23:55:09.229,1216.2425,614.0054,1,6,0,0,0,0,0,0,0,0,-0.7633066,3.590499,-2.7406515839934,0.0005790267,0.05389212,0.002253095,0.2006985,,0.043443251401186,,-0.0052933888509869,-188.914901733398,,,,24.9919338218638,-0.009921193122839
101,117,	06/12/2024 23:55:09.728,1216.7417,614.5046,1,6,0,0,0,0,0,0,0,0,-0.7020025,3.608888,-2.53344839822,0.0005790267,0.0539989,0.002253095,0.2010819,,,,,,,,,24.99193,-0.009921193
102,118,	06/12/2024 23:55:10.227,1217.24,615.0029,1,6,0,0,0,0,0,0,0,0,-0.6736536,3.619068,-2.4379981868448,0.0005790267,0.054096,0.002253095,0.2014324,,0.0204243995249271,,-0.0095390966162085,-104.831703186035,,,,24.9919338218649,-0.0099211931228391
