,Data Point,Date Time,Test Time (s),Step Time (s),Cycle Index,Step Index,TC_Counter1,TC_Counter2,TC_Counter3,TC_Counter4,TC_Counter5,TC_Counter6,TC_Counter7,TC_Counter8,Current (A),Voltage (V),Power (W),Charge Capacity (Ah),Discharge Capacity (Ah),Charge Energy (Wh),Discharge Energy (Wh),ACR (Ohm),dV/dt (V/s),Internal Resistance (Ohm),dQ/dV (Ah/V),dV/dQ (V/Ah),MetaCode_MV_UD1,MetaCode_MV_UD2,MetaCode_MV_UD3,Aux_Temperature_1 (C),Aux_dT/dt_1 (C/s)
0,16,	06/23/2024 17:43:30.033,602.2259,0.009,1,6,0,0,0,0,0,0,0,0,-1.324851,3.780154,-5.008140807054,0.0,2.109658e-07,0.0,8.183054e-07,,-0.011316760443151,,,,,,,25.41345,0.01460135
14,30,	06/23/2024 17:45:12.537,704.7295,102.5126,1,6,0,0,0,0,0,0,0,0,-0.112505,3.874855,-0.435940561775,4.970468e-06,0.002336381,1.931564e-05,0.009036793,,1.79375001607e-05,,,,,,,25.5791869688273,0.0150433120342257
15,31,	06/23/2024 17:45:22.537,714.7297,112.5128,1,6,0,0,0,0,0,0,0,0,-0.1195717,3.873541,-0.4631658823897,4.970468e-06,0.002657901,1.931564e-05,0.01028254,,2.18912100535e-05,,0.322819799184799,4.75772190093994,,,,25.51568,-0.01325607
16,32,	06/23/2024 17:45:32.537,724.7298,122.5129,1,6,0,0,0,0,0,0,0,0,-0.127284,3.873365,-0.49301739066,4.970468e-06,0.002999851,1.931564e-05,0.01160717,,-1.5567680748e-05,,,,,,,25.5884468431396,0.0007765081970446
17,33,	06/23/2024 17:45:42.537,734.7299,132.513,1,6,0,0,0,0,0,0,0,0,-0.1356258,3.871657,-0.5250965779506,4.970468e-06,0.003363476,1.931564e-05,0.01301543,,,,,,,,,25.4675,0.002228618
18,34,	06/23/2024 17:45:52.537,744.7299,142.513,1,6,0,0,0,0,0,0,0,0,-0.1442184,3.871204,-0.5582988469536,4.970468e-06,0.003751043,1.931564e-05,0.01451604,,-5.85175694141e-05,,,,,,,25.558829347937,0.0129358889828932
19,35,	06/23/2024 17:46:02.537,754.73,152.5131,1,6,0,0,0,0,0,0,0,0,-0.1538296,3.870465,-0.595392082764,4.970468e-06,0.00416361,1.931564e-05,0.01611303,,-5.3417388699e-05,,,,,,,25.5570469080897,-0.0079099239489026
20,36,	06/23/2024 17:46:12.538,764.7302,162.5133,1,6,0,0,0,0,0,0,0,0,-0.1635036,3.869557,-0.6326864999052,4.970468e-06,0.00460341,1.931564e-05,0.01781494,,-0.0001547745050629,,,,,,,25.5477486586863,-0.0144969758344908
21,37,	06/23/2024 17:46:22.538,774.7303,172.5134,1,6,0,0,0,0,0,0,0,0,-0.1744022,3.867958,-0.6745803847076,4.970468e-06,0.005071895,1.931564e-05,0.01962732,,-0.0001573562039993,,0.418362706899643,,,,,25.61977,0.004904866
22,38,	06/23/2024 17:46:32.538,784.7307,182.5138,1,6,0,0,0,0,0,0,0,0,-0.1861105,3.866799,-0.7196518952895,4.970468e-06,0.005571299,1.931564e-05,0.02155869,,-0.0001580327952979,,,,,,,25.57768,-0.006914735
23,39,	06/23/2024 17:46:33.655,785.8472,183.6303,1,6,0,0,0,0,0,0,0,0,-0.1868858,3.852577,-0.7199919347066,4.970468e-06,0.005628951,1.931564e-05,0.02178161,,-0.003594622015953,,,,,,,25.58873,-0.006914735
24,40,	06/23/2024 17:46:33.660,785.8528,183.6359,1,6,0,0,0,0,0,0,0,0,-0.1866674,3.866149,-0.7216839818426,4.970468e-06,0.005629299,1.931564e-05,0.02178295,,,,,,,,,25.58873,-0.0065706010248962
25,41,	06/23/2024 17:46:33.823,786.0159,183.799,1,6,0,0,0,0,0,0,0,0,-0.1868906,3.855698,-0.7205937126388,4.970468e-06,0.005638005,1.931564e-05,0.02181661,,,,,,,,,25.58873,0.003452301
26,42,	06/23/2024 17:46:33.827,786.02,183.8031,1,6,0,0,0,0,0,0,0,0,-0.187026,3.865849,-0.723014275074,4.970468e-06,0.005638005,1.931564e-05,0.02181661,,,,,,,,,25.58873,0.003452301
27,43,	06/23/2024 17:46:33.990,786.1824,183.9655,1,6,0,0,0,0,0,0,0,0,-0.1871262,3.855445,-0.721454772159,4.970468e-06,0.005646446,1.931564e-05,0.02184924,,,,,,,,,25.5887260460759,0.0034523010253753
28,44,	06/23/2024 17:46:33.997,786.1898,183.9729,1,6,0,0,0,0,0,0,0,0,-0.1870737,3.866137,-0.7232525532969,4.970468e-06,0.005647023,1.931564e-05,0.02185147,,,,,,,,,25.5887203277936,0.0034525470880215
29,45,	06/23/2024 17:46:43.999,796.1911,193.9742,1,6,0,0,0,0,0,0,0,0,-0.1990585,3.865586,-0.769477750781,4.970468e-06,0.006183645,1.931564e-05,0.02392597,,-0.0001915863977046,,-0.000465838209493,-2146.66796875,,,,25.58089,0.003789663
30,46,	06/23/2024 17:46:53.999,806.1916,203.9747,1,6,0,0,0,0,0,0,0,0,-0.2120304,3.863245,-0.819125382648,4.970468e-06,0.006755212,1.931564e-05,0.02613475,,-9.52162081375e-05,,0.205811202526093,,,,,25.46961,-0.02062798
31,47,	06/23/2024 17:47:04.000,816.1923,213.9754,1,6,0,0,0,0,0,0,0,0,-0.2251968,3.862153,-0.8697444967104,4.970468e-06,0.007363439,1.931564e-05,0.0284843,,-0.0002085880987579,,,,,,,25.51527,0.001224875
32,48,	06/23/2024 17:47:14.000,826.1924,223.9755,1,6,0,0,0,0,0,0,0,0,-0.2397442,3.860602,-0.9255569380084,4.970468e-06,0.008010132,1.931564e-05,0.03098145,,-9.82134224614e-05,,,,,,,25.4261044835652,0.0040101726477903
33,49,	06/23/2024 17:47:24.000,836.1929,233.976,1,6,0,0,0,0,0,0,0,0,-0.2541533,3.859079,-0.9807976628107,4.970468e-06,0.008696957,1.931564e-05,0.03363243,,-4.73715917905e-05,,-0.0028124800883233,4.18724918365479,,,,25.47066,-0.004694462
34,50,	06/23/2024 17:47:34.003,846.1951,243.9782,1,6,0,0,0,0,0,0,0,0,-0.2700586,3.856513,-1.0414845016618,4.970468e-06,0.00942593,1.931564e-05,0.03644484,,-0.0002932231000158,,0.197969198226929,,,,,25.52917,-0.02006471
35,51,	06/23/2024 17:47:44.003,856.1959,253.979,1,6,0,0,0,0,0,0,0,0,-0.2859964,3.855502,-1.1026596921928,4.970468e-06,0.01019894,1.931564e-05,0.03942576,,-9.09165901248e-05,,,,,,,25.53132,0.01270652
36,52,	06/23/2024 17:47:54.004,866.1961,263.9792,1,6,0,0,0,0,0,0,0,0,-0.3026466,3.853589,-1.1662756086474,4.970468e-06,0.01101726,1.931564e-05,0.04257987,,-0.0001308924984186,,,,,,,25.57552,0.00846684
37,53,	06/23/2024 17:48:04.005,876.1978,273.9809,1,6,0,0,0,0,0,0,0,0,-0.3202324,3.851382,-1.2333373011768,4.970468e-06,0.01188374,1.931564e-05,0.04591793,,-0.0001771123061189,,0.379650413990021,,,,,25.6094,0.00869453
38,54,	06/23/2024 17:48:14.005,886.198,283.9811,1,6,0,0,0,0,0,0,0,0,-0.3384542,3.849372,-1.3028361207624,4.970468e-06,0.01279976,1.931564e-05,0.0494449,,-0.000240363398916,,-0.0011855280026793,3.28133201599121,,,,25.57052,0.0
39,55,	06/23/2024 17:48:24.006,896.1988,293.9819,1,6,0,0,0,0,0,0,0,0,-0.3532066,3.8472,-1.35885643152,4.970468e-06,0.01376677,1.931564e-05,0.05316618,,-0.0002380412042839,,0.229698702692986,,,,,25.4692469232943,0.0246361414833047
40,56,	06/23/2024 17:48:34.007,906.1998,303.9829,1,6,0,0,0,0,0,0,0,0,-0.3235664,3.849688,-1.2456296872832,4.970468e-06,0.0146669,1.931564e-05,0.05663143,,0.0001307048951275,,-0.15047749876976,,,,,25.53415,0.007910132
41,57,	06/23/2024 17:48:44.009,916.2014,313.9845,1,6,0,0,0,0,0,0,0,0,-0.2947226,3.850989,-1.1349734906514,4.970468e-06,0.01555996,1.931564e-05,0.06006922,,-3.1175379263e-05,,,,,,,25.4695803422486,-0.0121496102256838
42,58,	06/23/2024 17:48:54.010,926.2023,323.9854,1,6,0,0,0,0,0,0,0,0,-0.2811966,3.852453,-1.0832966852598,4.970468e-06,0.01635466,1.931564e-05,0.06313051,,0.0001610257022548,,,-2.45438694953918,,,,25.47671,0.009912252
43,59,	06/23/2024 17:49:04.010,936.2024,333.9855,1,6,0,0,0,0,0,0,0,0,-0.2727776,3.853105,-1.051040734448,4.970468e-06,0.01712289,1.931564e-05,0.06609023,,0.0003915833076462,,,,,,,25.4457019091989,-0.0003241469046127
44,60,	06/23/2024 17:49:14.011,946.2034,343.9865,1,6,0,0,0,0,0,0,0,0,-0.2650013,3.853477,-1.0211764145201,4.970468e-06,0.01786931,1.931564e-05,0.06896627,,1.25253700389e-05,,,,,,,25.4671,-0.002008677
45,61,	06/23/2024 17:49:24.012,956.2043,353.9874,1,6,0,0,0,0,0,0,0,0,-0.2563419,3.853111,-0.9877137946509,4.970468e-06,0.01859362,1.931564e-05,0.07175741,,,,,,,,,25.45745,0.01738608
46,62,	06/23/2024 17:49:34.013,966.2054,363.9885,1,6,0,0,0,0,0,0,0,0,-0.2491064,3.853786,-0.9600027568304,4.970468e-06,0.0192953,1.931564e-05,0.07446165,,3.98674783355e-05,,,,,,,25.39181,0.01148403
47,63,	06/23/2024 17:49:44.014,976.2063,373.9894,1,6,0,0,0,0,0,0,0,0,-0.2740803,3.851068,-1.0555018727604,4.970468e-06,0.02002639,1.931564e-05,0.07727838,,-0.0003380939888302,,,,,,,25.4457,-0.000218749
48,64,	06/23/2024 17:49:54.014,986.207,383.9901,1,6,0,0,0,0,0,0,0,0,-0.2779446,3.851123,-1.0703988417858,4.970468e-06,0.02079318,1.931564e-05,0.08023161,,-1.22091696539e-05,,,,,,,25.4438934506814,0.0098078440388783
49,65,	06/23/2024 17:50:04.015,996.208,393.9911,1,6,0,0,0,0,0,0,0,0,-0.2809544,3.850736,-1.0818812224384,4.970468e-06,0.02156902,1.931564e-05,0.08321914,,-0.0002503001887816,,,,,,,25.54342,0.02051055
50,66,	06/23/2024 17:50:14.015,1006.208,403.9911,1,6,0,0,0,0,0,0,0,0,-0.2836895,3.849838,-1.092158617301,4.970468e-06,0.02235358,1.931564e-05,0.08623975,,-2.1218049369e-05,,,,,,,25.504545600536,-0.0154962515271385
51,67,	06/23/2024 17:50:15.619,1007.8112,405.5943,1,6,0,0,0,0,0,0,0,0,-0.3954048,3.839595,-1.518194293056,4.970468e-06,0.02251418,1.931564e-05,0.08685701,,-0.0281036105006933,,0.0281223691999912,1.56543302536011,,,,25.5174018472386,0.004016731878816
52,68,	06/23/2024 17:50:25.619,1017.8113,415.5944,1,6,0,0,0,0,0,0,0,0,-0.4572563,3.833205,-1.7527571354415,4.970468e-06,0.02370767,1.931564e-05,0.09143636,,-0.000540300796274,,0.167440801858902,44.1617584228516,,,,25.47066,-0.03098607
53,69,	06/23/2024 17:50:33.892,1026.0842,423.8673,1,6,0,0,0,0,0,0,0,0,-0.3478689,3.843317,-1.3369704571413,4.970468e-06,0.02475985,1.931564e-05,0.09546972,,0.0006031963857822,,-0.160453394055367,,,,,25.4453337869696,0.008247020461324
54,70,	06/23/2024 17:50:43.893,1036.0852,433.8683,1,6,0,0,0,0,0,0,0,0,-0.3017168,3.845562,-1.1602706608416,4.970468e-06,0.02563468,1.931564e-05,0.09883332,,0.0001883561053546,,-0.0904503390192986,-4.67765522003174,,,,25.46101,-0.00190556
55,71,	06/23/2024 17:50:53.894,1046.0861,443.8692,1,6,0,0,0,0,0,0,0,0,-0.2797756,3.847938,-1.0765591627128,4.970468e-06,0.02644096,1.931564e-05,0.101935,,0.0001412970013916,,,,,,,25.4614,0.01851261
56,72,	06/23/2024 17:51:03.894,1056.087,453.8701,1,6,0,0,0,0,0,0,0,0,-0.2602291,3.848163,-1.0014039941433,4.970468e-06,0.02718998,1.931564e-05,0.1048176,,0.0001357196015305,,,,,,,25.5034671391809,0.0149327874505826
57,73,	06/23/2024 17:51:13.894,1066.087,463.8701,1,6,0,0,0,0,0,0,0,0,-0.2416592,3.850693,-0.9305553898256,4.970468e-06,0.02788667,1.931564e-05,0.1074999,,-0.0024964530020952,,-0.501698613166809,,,,,25.4428221091705,-0.0167229586243795
58,74,	06/23/2024 17:51:23.895,1076.0873,473.8704,1,6,0,0,0,0,0,0,0,0,-0.2255783,3.852128,-0.8689564856224,4.970468e-06,0.02853421,1.931564e-05,0.1099938,,0.106380097568035,,-0.0012686629779636,,,,,25.4920554006002,-0.00066952069521
59,75,	06/23/2024 17:51:33.895,1086.0874,483.8705,1,6,0,0,0,0,0,0,0,0,-0.2378798,3.851533,-0.9162018997334,4.970468e-06,0.02917823,1.931564e-05,0.1124741,,4.33470413554e-05,,,,,,,25.48814,0.003233552
60,76,	06/23/2024 17:51:43.896,1096.0883,493.8714,1,6,0,0,0,0,0,0,0,0,-0.2315617,3.850807,-0.8916994152919,4.970468e-06,0.02983044,1.931564e-05,0.1149857,,1.3552569726e-05,,,,,,,25.4342828413796,-0.015939282394745
61,77,	06/23/2024 17:51:53.897,1106.0896,503.8727,1,6,0,0,0,0,0,0,0,0,-0.29708,3.84527,-1.1423528116,4.970468e-06,0.03059577,1.931564e-05,0.11793,,-0.0002192787069361,,0.363765209913254,,,,,25.3914761054778,0.0189569083489001
62,78,	06/23/2024 17:52:03.898,1116.0901,513.8732,1,6,0,0,0,0,0,0,0,0,-0.3122606,3.843456,-1.2001598766336,4.970468e-06,0.03144297,1.931564e-05,0.1211868,,-0.0003719518135767,,,,,,,25.3539909296853,-0.0082597395138649
63,79,	06/23/2024 17:52:13.898,1126.0901,523.8732,1,6,0,0,0,0,0,0,0,0,-0.3263636,3.841574,-1.2537499203064,4.970468e-06,0.03233004,1.931564e-05,0.1245953,,-6.69692890369e-05,,0.377802312374115,,,,,25.41395,0.01092672
64,80,	06/23/2024 17:52:23.030,1135.223,533.0061,1,6,0,0,0,0,0,0,0,0,-0.4504156,3.83115,-1.72560972594,4.970468e-06,0.03318169,1.931564e-05,0.1278661,,-0.0004164653946645,,0.227241903543472,1.29133796691895,,,,25.270169878753,-0.025425751329642
65,81,	06/23/2024 17:52:27.152,1139.3448,537.1279,1,6,0,0,0,0,0,0,0,0,-0.5415974,3.820857,-2.0693662169718,4.970468e-06,0.03376388,1.931564e-05,0.1300933,,-0.0026415779720991,,0.0406030490994453,25.2009105682373,,,,25.2587435633591,-0.0035708484717372
66,82,	06/23/2024 17:52:36.073,1148.2656,546.0487,1,6,0,0,0,0,0,0,0,0,-0.4251614,3.830872,-1.6287389027408,4.970468e-06,0.03511632,1.931564e-05,0.135261,,0.0077473139390349,,-0.0308018606156111,,,,,25.2566032649193,0.0001155916922492
67,83,	06/23/2024 17:52:46.073,1158.2657,556.0488,1,6,0,0,0,0,0,0,0,0,-0.3665619,3.835203,-1.4058392985657,4.970468e-06,0.03617217,1.931564e-05,0.1393092,,0.0002644488122314,,-0.0704701393842697,-5.99540090560913,,,,25.2808873608862,-0.002335285473115
68,84,	06/23/2024 17:52:56.074,1168.2666,566.0497,1,6,0,0,0,0,0,0,0,0,-0.2835455,3.8406,-1.0889848473,4.970468e-06,0.03716665,1.931564e-05,0.1431237,,,,-0.335177510976791,,,,,25.22198354495,-0.012491839894852
69,85,	06/23/2024 17:53:06.074,1178.2668,576.0499,1,6,0,0,0,0,0,0,0,0,-0.2207479,3.846227,-0.8490465331733,4.970468e-06,0.03785949,1.931564e-05,0.1457874,,0.0003272088943049,,-0.0661694630980492,-5.13963317871094,,,,25.22661,0.004565716
70,86,	06/23/2024 17:53:16.074,1188.2669,586.05,1,6,0,0,0,0,0,0,0,0,-0.1713743,3.851329,-0.6600188114447,4.970468e-06,0.03840532,1.931564e-05,0.1478885,,0.000324521708535,,-0.136504501104355,,,,,25.1749024793503,-0.0272044342700581
71,87,	06/23/2024 17:53:18.029,1190.222,588.0051,1,6,0,0,0,0,0,0,0,0,-0.3715839,3.83521,-1.425102289119,4.970468e-06,0.03850776,1.931564e-05,0.1482829,,-0.0065430658869445,,0.061384741216898,-8.38826847076416,,,,25.15919,-0.004910827
72,88,	06/23/2024 17:53:19.530,1191.7229,589.506,1,6,0,0,0,0,0,0,0,0,-0.4995165,3.824597,-1.9104493073505,4.970468e-06,0.03868701,1.931564e-05,0.1489694,,-0.0042179590091109,,0.0102966697886586,272.719787597656,,,,25.1548941613396,-0.0013419383371349
73,89,	06/23/2024 17:53:25.998,1198.1902,595.9733,1,6,0,0,0,0,0,0,0,0,-0.5815983,3.814577,-2.2185514984191,4.970468e-06,0.03966942,1.931564e-05,0.152722,,-0.0013409369857981,,0.0575899593532085,59.1595306396484,,,,25.1570415164145,0.0001144184025153
74,90,	06/23/2024 17:53:29.167,1201.3599,599.143,1,6,0,0,0,0,0,0,0,0,-0.4751778,3.825598,-1.8178392413244,4.970468e-06,0.0401652,1.931564e-05,0.1546144,,0.0086503513157367,,-0.0536387898027897,10.1985301971436,,,,25.1852255511834,0.0088075040947292
75,91,	06/23/2024 17:53:39.169,1211.3614,609.1445,1,6,0,0,0,0,0,0,0,0,-0.367012,3.83314,-1.40680837768,4.970468e-06,0.04125066,1.931564e-05,0.1587726,,0.0013368199579417,,-0.0562215112149715,-22.236270904541,,,,25.0995663624979,0.0079190819905744
76,92,	06/23/2024 17:53:49.169,1221.3617,619.1448,1,6,0,0,0,0,0,0,0,0,-0.3660231,3.832698,-1.4028560033238,4.970468e-06,0.04226817,1.931564e-05,0.1626723,,7.1121371547e-06,,,,,,,25.1120642366324,-0.0159505602967831
77,93,	06/23/2024 17:53:59.170,1231.3625,629.1456,1,6,0,0,0,0,0,0,0,0,-0.3659468,3.832389,-1.4024504909052,4.970468e-06,0.04328476,1.931564e-05,0.1665681,,0.0040151830762624,,,,,,,25.2101945601049,0.0161596902090776
78,94,	06/23/2024 17:54:09.171,1241.3634,639.1465,1,6,0,0,0,0,0,0,0,0,-0.3657455,3.831626,-1.401399967183,4.970468e-06,0.04430163,1.931564e-05,0.1704645,,-0.0001426517992513,,,,,,,25.17062,0.008819103
79,95,	06/23/2024 17:54:19.172,1251.3644,649.1475,1,6,0,0,0,0,0,0,0,0,-0.3204155,3.834924,-1.228769090922,4.970468e-06,0.04531634,1.931564e-05,0.1743521,,0.0006052065873518,,,,,,,25.1192136182605,-0.0004487303060925
80,96,	06/23/2024 17:54:24.150,1256.3427,654.1258,1,6,0,0,0,0,0,0,0,0,-0.2156019,3.845196,-0.8290315634724,4.970468e-06,0.04565658,1.931564e-05,0.1756588,,0.0012275170302018,,-0.0315780192613602,-1.96885299682617,,,,25.1377883993879,0.0058047707350992
81,97,	06/23/2024 17:54:34.151,1266.3437,664.1268,1,6,0,0,0,0,0,0,0,0,-0.2621374,3.839404,-1.0064513821096,4.970468e-06,0.0462356,1.931564e-05,0.1778846,,-0.0015260269865393,,0.025458749383688,-23.9708499908447,,,,25.0974373083978,-0.0258812120218048
82,98,	06/23/2024 17:54:44.151,1276.3438,674.1269,1,6,0,0,0,0,0,0,0,0,-0.2482033,3.841054,-0.9533622782782,4.970468e-06,0.04694635,1.931564e-05,0.1806142,,0.0005580318975262,,,,,,,25.0596031157956,-0.0021239510691365
83,99,	06/23/2024 17:54:54.152,1286.3447,684.1278,1,6,0,0,0,0,0,0,0,0,-0.2333097,3.842369,-0.8964619586793,4.970468e-06,0.04761515,1.931564e-05,0.1831834,,-3.18465718009e-05,,,,,,,25.11317,0.01953006
84,100,	06/23/2024 17:55:04.152,1296.3448,694.1279,1,6,0,0,0,0,0,0,0,0,-0.2189846,3.842635,-0.841477888421,4.970468e-06,0.04824285,1.931564e-05,0.1855954,,8.0406658526e-05,,-0.322671890258789,,,,,25.1024380803406,-0.00413215340251
85,101,	06/23/2024 17:55:14.153,1306.3457,704.1288,1,6,0,0,0,0,0,0,0,0,-0.2049789,3.844372,-0.7880151437508,4.970468e-06,0.04883089,1.931564e-05,0.1878556,,0.0001682529982645,,,,,,,25.08038,-0.007231832
86,102,	06/23/2024 17:55:24.153,1316.3459,714.129,1,6,0,0,0,0,0,0,0,0,-0.1909962,3.845799,-0.7345329949638,4.970468e-06,0.0493804,1.931564e-05,0.1899684,,9.4313872978e-05,,,,,,,25.02641922551,-0.0267825555800483
87,103,	06/23/2024 17:55:34.155,1326.3475,724.1306,1,6,0,0,0,0,0,0,0,0,-0.2492943,3.840215,-0.9573437102745,4.970468e-06,0.05002039,1.931564e-05,0.1924271,,-9.96662784018e-05,,0.373380213975906,,,,,25.057843847796,0.0042423484106589
88,104,	06/23/2024 17:55:44.156,1336.3486,734.1317,1,6,0,0,0,0,0,0,0,0,-0.2571859,3.839836,-0.9875516775124,4.970468e-06,0.05072405,1.931564e-05,0.1951288,,-7.90639096521e-05,,,,,,,25.0121674336087,-0.0111566434314311
89,105,	06/23/2024 17:55:48.077,1340.2694,738.0525,1,6,0,0,0,0,0,0,0,0,-0.2442923,3.826876,-0.9348763398548,4.970468e-06,0.05099386,1.931564e-05,0.1961648,,-0.0018665159586817,,,,,,,25.0607115762466,0.0151699027085806
90,106,	06/23/2024 17:55:48.082,1340.2749,738.058,1,6,0,0,0,0,0,0,0,0,-0.2442799,3.839298,-0.9378633315102,4.970468e-06,0.05099425,1.931564e-05,0.1961663,,,,,,,,,25.0607624251675,0.0151633988364583
91,107,	06/23/2024 17:55:58.085,1350.2774,748.0605,1,6,0,0,0,0,0,0,0,0,-0.2448101,3.839713,-0.9400005235013,4.970468e-06,0.0516738,1.931564e-05,0.1987756,,0.130855798721313,,-0.0012152040144428,-1932.71594238281,,,,25.1549539685826,0.0031168473173828
92,108,	06/23/2024 17:56:08.085,1360.2776,758.0607,1,6,0,0,0,0,0,0,0,0,-0.2456427,3.839561,-0.9431601308547,4.970468e-06,0.05235505,1.931564e-05,0.2013911,,-6.09278104093e-05,,,,,,,25.19817,0.01172245
93,109,	06/23/2024 17:56:18.087,1370.2792,768.0623,1,6,0,0,0,0,0,0,0,0,-0.2462435,3.838654,-0.945243596249,4.970468e-06,0.05303733,1.931564e-05,0.2040104,,-5.02200091432e-05,,,,,,,25.0881873636885,-0.0206461292697363
94,110,	06/23/2024 17:56:22.808,1375.001,772.7841,1,6,0,0,0,0,0,0,0,0,-0.3495808,3.828516,-1.3383756860928,4.970468e-06,0.05338891,1.931564e-05,0.2053592,,-0.000107879503048,,0.0166947208344936,4.3053297996521,,,,25.0575262841867,-0.0206381084301435
95,111,	06/23/2024 17:56:32.809,1385.0019,782.785,1,6,0,0,0,0,0,0,0,0,-0.413065,3.823594,-1.57939285561,4.970468e-06,0.0544662,1.931564e-05,0.209481,,-0.0002752740983851,,0.115884698927402,,,,,25.0335886488182,0.0092640509397494
96,112,	06/23/2024 17:56:33.147,1385.3394,783.1225,1,6,0,0,0,0,0,0,0,0,-0.4150896,3.810658,-1.5817645049568,4.970468e-06,0.05450469,1.931564e-05,0.2096281,,-0.0087748952209949,,,,,,,25.0335884098951,0.0092643499374575
97,113,	06/23/2024 17:56:33.152,1385.3442,783.1273,1,6,0,0,0,0,0,0,0,0,-0.4151754,3.822567,-1.5870357832518,4.970468e-06,0.05450544,1.931564e-05,0.209631,,,,,,,,,25.0335884098951,0.0092643499374575
98,114,	06/23/2024 17:56:33.315,1385.5075,783.2906,1,6,0,0,0,0,0,0,0,0,-0.4147739,3.809712,-1.5801691041168,4.970468e-06,0.05452415,1.931564e-05,0.2097025,,,,,,,,,25.03359,0.00926435
