,Data Point,Date Time,Test Time (s),Step Time (s),Cycle Index,Step Index,TC_Counter1,TC_Counter2,TC_Counter3,Current (A),Voltage (V),Power (W),Charge Capacity (Ah),Discharge Capacity (Ah),Charge Energy (Wh),Discharge Energy (Wh),ACR (Ohm),dV/dt (V/s),Internal Resistance (Ohm),dQ/dV (Ah/V),dV/dQ (V/Ah),MetaCode_MV_UD1,MetaCode_MV_UD2,MetaCode_MV_UD3,Aux_Temperature_1 (C),Aux_dT/dt_1 (C/s)
0,10,	03/23/2024 19:52:15.591,242.8237,0.5754,1,6,0,0,0,-0.02943707,3.854057,-0.113452146,0.0,3.02493e-06,0.0,1.16655e-05,,-0.01913568,,6.78063e-05,,,,,25.94410706,0.0086689
31,41,	03/23/2024 19:56:19.950,487.1825,244.9342,1,6,0,0,0,-0.2138691,3.787655,-0.810062366,0.0,0.007885485,0.0,0.03010016,,-0.000455399,,0.068005294,-142.4642029,,,,26.14704176,-0.014673762
32,42,	03/23/2024 19:56:29.950,497.1828,254.9345,1,6,0,0,0,-0.2260675,3.78343,-0.855310562,0.0,0.008497071,0.0,0.0324153,,-0.000615256,,0.150364697,12.49530983,,,,26.18809468,-0.014914868
33,43,	03/23/2024 19:56:39.951,507.1837,264.9354,1,6,0,0,0,-0.2387285,3.778147,-0.901951366,0.0,0.009143345,0.0,0.03485879,,-0.000578107,,,,,,,26.23083072,0.008951187
34,44,	03/23/2024 19:56:49.952,517.1845,274.9362,1,6,0,0,0,-0.252037,3.773914,-0.951165963,0.0,0.009825732,0.0,0.03743556,,-0.000435121,,0.157769799,7.373709202,,,,26.21871579,0.001747084
35,45,	03/23/2024 19:56:54.559,521.7918,279.5435,1,6,0,0,0,-0.2560911,3.761641,-0.963322781,0.0,0.01015197,0.0,0.03866633,,-0.01128876,,0.110637702,,,,,26.26054482,0.004920295
36,46,	03/23/2024 19:56:54.581,521.8141,279.5658,1,6,0,0,0,-0.2560472,3.772379,-0.96590708,0.0,0.01015358,0.0,0.03867239,,,,,,,,,26.26061297,0.004912121
37,47,	03/23/2024 19:57:04.583,531.8158,289.5675,1,6,0,0,0,-0.2659454,3.768337,-1.002171891,0.0,0.01087478,0.0,0.04139186,,-0.000579711,,-0.000673706,-1484.327026,,,,26.29131668,0.001229681
38,48,	03/23/2024 19:57:14.584,541.8171,299.5688,1,6,0,0,0,-0.2782307,3.76332,-1.047071158,0.0,0.01162896,0.0,0.04423236,,-0.000452999,,0.147904396,,,,,26.22453375,-0.012683729
39,49,	03/23/2024 19:57:18.527,545.76,303.5117,1,6,0,0,0,-0.2488041,3.773337,-0.938821716,0.0,0.0119295,0.0,0.04536385,,0.005857041,,-0.01323327,-48.06303024,,,,26.27528253,0.01585888
40,50,	03/23/2024 19:57:28.527,555.7601,313.5118,1,6,0,0,0,-0.2330828,3.778088,-0.88060733,0.0,0.01258759,0.0,0.04784939,,0.000554121,,-0.031695411,,,,,26.26078,0.01311719
41,51,	03/23/2024 19:57:38.527,565.7603,323.512,1,6,0,0,0,-0.2304277,3.778538,-0.870679821,0.0,0.01323131,0.0,0.0502816,,0.000117564,,,,,,,26.28177,-0.003295541
42,52,	03/23/2024 19:57:43.156,570.389,328.1407,1,6,0,0,0,-0.2296276,3.766678,-0.864933229,0.0,0.01352669,0.0,0.05139777,,-0.001017835,,,,,,,26.30083806,0.006910938
43,53,	03/23/2024 19:57:43.161,570.3939,328.1456,1,6,0,0,0,-0.2295294,3.778091,-0.86718296,0.0,0.01352711,0.0,0.05139933,,,,,,,,,26.30082282,0.006912371
44,54,	03/23/2024 19:57:53.162,580.3948,338.1465,1,6,0,0,0,-0.227582,3.779064,-0.860046943,0.0,0.0141619,0.0,0.05379812,,0.121773198,,-0.000523524,,,,,26.26906999,0.009897917
45,55,	03/23/2024 19:58:03.162,590.395,348.1467,1,6,0,0,0,-0.22682,3.779467,-0.857258705,0.0,0.01479312,0.0,0.05618351,,-8.02098e-06,,,,,,,26.27376,0.009661317
46,56,	03/23/2024 19:58:13.163,600.3959,358.1476,1,6,0,0,0,-0.2260666,3.779011,-0.854308168,0.0,0.01542202,0.0,0.05856007,,-8.77164e-06,,,,,,,26.23957,0.005928278
47,57,	03/23/2024 19:58:23.165,610.3975,368.1492,1,6,0,0,0,-0.2256212,3.778769,-0.852570396,0.0,0.01604893,0.0,0.06092904,,-2.73424e-05,,,,,,,26.2180712,-0.007198322
48,58,	03/23/2024 19:58:28.729,615.9623,373.714,1,6,0,0,0,-0.2251358,3.766465,-0.847966111,0.0,0.01639688,0.0,0.06224379,,-0.001338608,,-0.000880489,,,,,26.2291315,-0.000523449
49,59,	03/23/2024 19:58:28.735,615.9681,373.7198,1,6,0,0,0,-0.2251816,3.776747,-0.850453932,0.0,0.0163973,0.0,0.06224537,,,,,,,,,26.22915224,-0.000514275
50,60,	03/23/2024 19:58:38.735,625.9681,383.7198,1,6,0,0,0,-0.2248278,3.778426,-0.849495205,0.0,0.01702208,0.0,0.06460609,,0.117846899,,-0.000530461,,,,,26.26553118,0.015579897
51,61,	03/23/2024 19:58:48.736,635.9691,393.7208,1,6,0,0,0,-0.2248173,3.778234,-0.849412367,0.0,0.01764599,0.0,0.06696338,,1.27228e-05,,,,,,,26.20273,-0.004726648
52,62,	03/23/2024 19:58:58.736,645.9692,403.7209,1,6,0,0,0,-0.2241116,3.778092,-0.846714243,0.0,0.01826885,0.0,0.06931651,,1.43428e-05,,,,,,,26.21622,-0.006194711
53,63,	03/23/2024 19:59:08.738,655.9708,413.7225,1,6,0,0,0,-0.2237215,3.776998,-0.844995658,0.0,0.01889104,0.0,0.07166698,,-0.000173794,,,,,,,26.18991,-0.007710457
54,64,	03/23/2024 19:59:18.739,665.9717,423.7234,1,6,0,0,0,-0.2232409,3.7773,-0.843247852,0.0,0.0195124,0.0,0.07401413,,-5.20406e-05,,,,,,,26.20177,-0.01115561
55,65,	03/23/2024 19:59:25.530,672.763,430.5147,1,6,0,0,0,-0.2234745,3.766699,-0.841761176,0.0,0.0199337,0.0,0.07560547,,-0.006580925,,,0.0,,,,26.2264,0.01167536
56,66,	03/23/2024 19:59:25.541,672.7741,430.5258,1,6,0,0,0,-0.2232933,3.776711,-0.843314262,0.0,0.0199344,0.0,0.0756081,,,,,,,,,26.22633489,0.011654489
57,67,	03/23/2024 19:59:35.543,682.7758,440.5275,1,6,0,0,0,-0.2233009,3.777025,-0.843413082,0.0,0.02055466,0.0,0.07795082,,0.1012711,,-0.000611446,,,,,26.16766988,-0.007151773
58,68,	03/23/2024 19:59:45.544,692.7768,450.5285,1,6,0,0,0,-0.2228804,3.775905,-0.841575217,0.0,0.02117427,0.0,0.08029091,,4.78062e-06,,,,,,,26.20328295,0.022568406
59,69,	03/23/2024 19:59:55.544,702.7771,460.5288,1,6,0,0,0,-0.2228251,3.776691,-0.84154155,0.0,0.02179328,0.0,0.08262856,,0.000417932,,,,,,,26.22465112,0.019348296
60,70,	03/23/2024 20:00:05.545,712.778,470.5297,1,6,0,0,0,-0.2228899,3.775798,-0.841587239,0.0,0.02241161,0.0,0.08496346,,-5.40522e-05,,,,,,,26.16516,0.006440282
61,71,	03/23/2024 20:00:15.547,722.7796,480.5313,1,6,0,0,0,-0.2220573,3.77585,-0.838455056,0.0,0.02302931,0.0,0.08729579,,0.000646084,,-0.00104036,,,,,26.11113,-0.009449124
62,72,	03/23/2024 20:00:25.548,732.7805,490.5322,1,6,0,0,0,-0.2223463,3.775558,-0.839481352,0.0,0.02364634,0.0,0.08962545,,-7.87485e-05,,,,,,,26.14621127,0.01510834
63,73,	03/23/2024 20:00:35.548,742.7813,500.533,1,6,0,0,0,-0.2219296,3.776724,-0.838166847,0.0,0.02426237,0.0,0.09195112,,7.3655e-05,,,,,,,26.06993942,-0.009177084
64,74,	03/23/2024 20:00:45.549,752.7823,510.534,1,6,0,0,0,-0.2216368,3.774919,-0.836660967,0.0,0.02487816,0.0,0.09427577,,-3.74548e-05,,,,,,,26.08506,0.001718402
65,75,	03/23/2024 20:00:54.997,762.2296,519.9813,1,6,0,0,0,-0.2212477,3.76349,-0.832663506,0.0,0.02545925,0.0,0.09646924,,-0.00106012,,,,,,,26.02719,-0.01561046
66,76,	03/23/2024 20:00:55.003,762.2359,519.9876,1,6,0,0,0,-0.2213421,3.773903,-0.835323615,0.0,0.02545955,0.0,0.09647037,,,,0.2111343,,,,,26.02770625,-0.01525398
67,77,	03/23/2024 20:00:55.501,762.7336,520.4853,1,6,0,0,0,-0.2213898,3.763136,-0.833119926,0.0,0.02549024,0.0,0.09658621,,,,,,,,,26.06849,0.01290798
68,78,	03/23/2024 20:00:55.507,762.7399,520.4916,1,6,0,0,0,-0.2214088,3.773891,-0.835572678,0.0,0.02549054,0.0,0.09658736,,,,,,,,,26.06847697,0.012899689
69,79,	03/23/2024 20:01:05.507,772.7402,530.4919,1,6,0,0,0,-0.2212296,3.774333,-0.83499418,0.0,0.02610523,0.0,0.09890747,,-0.001328907,,-0.000514588,,,,,26.04780409,-0.000261533
70,80,	03/23/2024 20:01:15.508,782.7411,540.4928,1,6,0,0,0,-0.2211618,3.774146,-0.834696923,0.0,0.02671932,0.0,0.1012252,,7.35711e-05,,,,,,,26.02727,-0.01363158
71,81,	03/23/2024 20:01:25.509,792.7421,550.4938,1,6,0,0,0,-0.2205267,3.773773,-0.832217706,0.0,0.02733268,0.0,0.10354,,-4.97101e-05,,,0.0,,,,26.04712276,0.00250085
72,82,	03/23/2024 20:01:35.509,802.7422,560.4939,1,6,0,0,0,-0.220418,3.773261,-0.831694643,0.0,0.02794542,0.0,0.1058522,,-9.18096e-05,,,,,,,25.97731088,-0.007946983
73,83,	03/23/2024 20:01:45.510,812.7429,570.4946,1,6,0,0,0,-0.2202139,3.773269,-0.830926282,0.0,0.02855722,0.0,0.1081608,,0.099234693,,-0.000783155,,,,,25.98378366,-0.005200533
74,84,	03/23/2024 20:01:55.511,822.7438,580.4955,1,6,0,0,0,-0.2202044,3.772419,-0.830703262,0.0,0.02916887,0.0,0.1104686,,-4.67057e-05,,,,,,,25.96718995,-0.003221055
75,85,	03/23/2024 20:02:05.512,832.7448,590.4965,1,6,0,0,0,-0.219697,3.772981,-0.828912607,0.0,0.02977978,0.0,0.1127734,,-2.48137e-05,,,,,,,25.94493,0.004205704
76,86,	03/23/2024 20:02:15.512,842.745,600.4967,1,6,0,0,0,-0.2193699,3.771996,-0.827462385,0.0,0.03039009,0.0,0.1150759,,,,,,,,,25.94429,-0.00541389
77,87,	03/23/2024 20:02:25.512,852.7451,610.4968,1,6,0,0,0,-0.2195482,3.772233,-0.828186965,0.0,0.0309998,0.0,0.1173759,,-4.57156e-05,,,,,,,25.91412,-0.01066089
78,88,	03/23/2024 20:02:32.528,859.7612,617.5129,1,6,0,0,0,-0.2191458,3.76005,-0.823999165,0.0,0.03142684,0.0,0.1189867,,-0.002944896,,,,,,,25.92212093,0.012156042
79,89,	03/23/2024 20:02:32.534,859.7666,617.5183,1,6,0,0,0,-0.219348,3.771209,-0.827207152,0.0,0.0314272,0.0,0.1189881,,,,,,,,,25.92208609,0.012147621
80,90,	03/23/2024 20:02:42.535,869.7675,627.5192,1,6,0,0,0,-0.2191057,3.772023,-0.82647174,0.0,0.03203582,0.0,0.1212837,,0.113005497,,-0.000517317,-1933.052002,,,,25.85634107,-0.003741821
81,91,	03/23/2024 20:02:52.535,879.7678,637.5195,1,6,0,0,0,-0.2189398,3.771441,-0.825718538,0.0,0.03264385,0.0,0.1235769,,-3.79737e-05,,,,,,,25.85491,0.004454255
82,92,	03/23/2024 20:03:02.536,889.7687,647.5204,1,6,0,0,0,-0.2186213,3.770887,-0.824396218,0.0,0.03325121,0.0,0.1258675,,-6.15549e-05,,,,,,,25.82411797,0.002747791
83,93,	03/23/2024 20:03:12.537,899.7696,657.5213,1,6,0,0,0,-0.2183704,3.771015,-0.823478054,0.0,0.03385798,0.0,0.1281556,,-4.56761e-05,,,,,,,25.7670866,-0.028475211
84,94,	03/23/2024 20:03:22.537,909.7697,667.5214,1,6,0,0,0,-0.2180557,3.770718,-0.822226553,0.0,0.03446371,0.0,0.1304397,,-2.91622e-05,,-0.000725181,,,,,25.79418,0.00275135
85,95,	03/23/2024 20:03:32.538,919.7706,677.5223,1,6,0,0,0,-0.2178621,3.770134,-0.821369311,0.0,0.03506922,0.0,0.1327228,,,,,,,,,25.78231,0.02552927
86,96,	03/23/2024 20:03:42.539,929.7715,687.5232,1,6,0,0,0,-0.2175484,3.769946,-0.82014572,0.0,0.03567415,0.0,0.1350035,,-2.61154e-05,,,,,,,25.71496,0.006684661
87,97,	03/23/2024 20:03:52.539,939.7717,697.5234,1,6,0,0,0,-0.2175016,3.770389,-0.82006564,0.0,0.03627831,0.0,0.1372812,,-3.99076e-05,,,,,,,25.69609,-0.01834691
88,98,	03/23/2024 20:04:02.539,949.7717,707.5234,1,6,0,0,0,-0.217454,3.769674,-0.81973069,0.0,0.03688197,0.0,0.1395568,,-4.61898e-05,,-0.001056855,,,,,25.69864461,0.001271767
89,99,	03/23/2024 20:04:02.667,949.8998,707.6515,1,6,0,0,0,-0.2171564,3.758471,-0.816176032,0.0,0.03688946,0.0,0.139585,,,,,,,,,25.69864463,0.001271963
90,100,	03/23/2024 20:04:02.672,949.9046,707.6563,1,6,0,0,0,-0.2172604,3.768834,-0.818818382,0.0,0.03688982,0.0,0.1395864,,,,,,,,,25.69864505,0.001278021
91,101,	03/23/2024 20:04:12.672,959.9047,717.6564,1,6,0,0,0,-0.2172718,3.769343,-0.818971938,0.0,0.03749283,0.0,0.1418594,,0.110155098,,-0.000547539,-1826.353027,,,,25.69952773,0.014167299
92,102,	03/23/2024 20:04:22.672,969.9048,727.6565,1,6,0,0,0,-0.2171059,3.769662,-0.818415861,0.0,0.03809515,0.0,0.1441296,,-2.56831e-05,,,,,,,25.66703,-0.003706813
93,103,	03/23/2024 20:04:32.674,979.9065,737.6582,1,6,0,0,0,-0.2165108,3.769143,-0.816060166,0.0,0.03869693,0.0,0.1463977,,0.001605908,,,,,,,25.63151,-0.01492143
94,104,	03/23/2024 20:04:42.675,989.9074,747.6591,1,6,0,0,0,-0.2165956,3.76852,-0.816244851,0.0,0.03929802,0.0,0.148663,,0.003291122,,,,,,,25.65237597,0.011687013
95,105,	03/23/2024 20:04:52.676,999.9084,757.6601,1,6,0,0,0,-0.2163792,3.767614,-0.815233303,0.0,0.03989821,0.0,0.1509247,,-6.86716e-05,,-0.003424491,,,,,25.67007047,0.001555186
96,106,	03/23/2024 20:05:02.676,1009.9091,767.6608,1,6,0,0,0,-0.2158508,3.768178,-0.813364236,0.0,0.04049817,0.0,0.1531854,,-1.67533e-05,,,,,,,25.62642332,-0.008432765
97,107,	03/23/2024 20:05:12.677,1019.9101,777.6618,1,6,0,0,0,-0.215867,3.7678,-0.813343683,0.0,0.04109738,0.0,0.1554431,,-1.38696e-05,,,,,,,25.61469853,-0.001950329
98,108,	03/23/2024 20:05:15.484,1022.7172,780.4689,1,6,0,0,0,-0.2157059,3.757235,-0.810457757,0.0,0.04126536,0.0,0.156076,,-0.003084911,,,,,,,25.66321772,0.015162216
99,109,	03/23/2024 20:05:15.507,1022.7397,780.4914,1,6,0,0,0,-0.2154408,3.767265,-0.811622585,0.0,0.04126671,0.0,0.1560811,,,,,,,,,25.66321462,0.015142223
100,110,	03/23/2024 20:05:25.508,1032.7408,790.4925,1,6,0,0,0,-0.2153702,3.767346,-0.811374061,0.0,0.04186523,0.0,0.158336,,0.195526898,,-0.000615235,-1687.005005,,,,25.66183282,0.006216258
101,111,	03/23/2024 20:05:32.973,1040.2062,797.9579,1,6,0,0,0,-0.2154369,3.756862,-0.809366703,0.0,0.0423117,0.0,0.1600179,,-0.001965276,,,,,,,25.57535478,-0.017113969
102,112,	03/23/2024 20:05:32.997,1040.2295,797.9812,1,6,0,0,0,-0.2152357,3.768608,-0.811138981,0.0,0.04231304,0.0,0.160023,,,,,,,,,25.57534594,-0.017062849
103,113,	03/23/2024 20:05:42.998,1050.2304,807.9821,1,6,0,0,0,-0.2148085,3.766397,-0.80905409,0.0,0.04291066,0.0,0.1622742,,0.09998443,,-0.000596952,-1675.175049,,,,25.57153,0.004973412
104,114,	03/23/2024 20:05:52.999,1060.2314,817.9831,1,6,0,0,0,-0.2149096,3.766324,-0.809419184,0.0,0.04350763,0.0,0.1645229,,9.16744e-06,,,,,,,25.61154707,0.012939493
105,115,	03/23/2024 20:06:02.999,1070.2323,827.984,1,6,0,0,0,-0.2145128,3.766514,-0.807965464,0.0,0.044104,0.0,0.1667691,,-3.65065e-05,,,,,,,25.54404898,-0.017830422
106,116,	03/23/2024 20:06:13.000,1080.2324,837.9841,1,6,0,0,0,-0.2145729,3.76538,-0.807948506,0.0,0.0446997,0.0,0.1690126,,-0.000169816,,,,,,,25.54967493,-0.005925417
107,117,	03/23/2024 20:06:23.000,1090.2329,847.9846,1,6,0,0,0,-0.214426,3.765925,-0.807512234,0.0,0.04529484,0.0,0.1712539,,1.03522e-05,,,,,,,25.56496986,-0.006687037
108,118,	03/23/2024 20:06:27.955,1095.1876,852.9393,1,6,0,0,0,-0.2139549,3.75496,-0.803392091,0.0,0.04558905,0.0,0.1723618,,-0.000954447,,-0.000686813,,,,,25.57131945,-0.005463982
109,119,	03/23/2024 20:06:27.960,1095.1925,852.9442,1,6,0,0,0,-0.2137146,3.76516,-0.804669663,0.0,0.04558944,0.0,0.1723632,,,,,,,,,25.57132368,-0.00545852
110,120,	03/23/2024 20:06:37.961,1105.1935,862.9452,1,6,0,0,0,-0.2138348,3.765499,-0.805194726,0.0,0.04618355,0.0,0.1746004,,0.101408601,,-0.000568266,-1759.739014,,,,25.58014,0.00592351
111,121,	03/23/2024 20:06:47.962,1115.1944,872.9461,1,6,0,0,0,-0.2135181,3.764849,-0.803863405,0.0,0.04677715,0.0,0.1768354,,-3.57998e-05,,,,,,,25.61853,0.01218975
112,122,	03/23/2024 20:06:57.962,1125.1953,882.947,1,6,0,0,0,-0.213541,3.765095,-0.804002151,0.0,0.04737012,0.0,0.179068,,-4.94689e-05,,,,,,,25.60667813,0.018165052
113,123,	03/23/2024 20:07:07.963,1135.1954,892.9471,1,6,0,0,0,-0.2130604,3.76504,-0.802180928,0.0,0.04796251,0.0,0.1812982,,-6.3651e-05,,,,,,,25.57102,-0.01465321
114,124,	03/23/2024 20:07:17.964,1145.1964,902.9481,1,6,0,0,0,-0.2129288,3.764158,-0.801497646,0.0,0.04855393,0.0,0.1835245,,2.48937e-06,,-0.000702888,,,,,25.65539466,0.008721118
115,125,	03/23/2024 20:07:27.964,1155.1971,912.9488,1,6,0,0,0,-0.2129612,3.764278,-0.80164516,0.0,0.04914502,0.0,0.1857496,,-0.000161507,,,,,,,25.65145687,0.007968552
116,126,	03/23/2024 20:07:37.965,1165.1982,922.9499,1,6,0,0,0,-0.2124672,3.763846,-0.799693821,0.0,0.04973553,0.0,0.1879722,,5.42893e-05,,,,,,,25.61261,0.005209446
117,127,	03/23/2024 20:07:40.436,1167.6692,925.4209,1,6,0,0,0,-0.2123537,3.751487,-0.796642145,0.0,0.04988126,0.0,0.1885207,,-0.002556071,,,,,,,25.64993135,0.011663176
118,128,	03/23/2024 20:07:40.441,1167.674,925.4257,1,6,0,0,0,-0.2120543,3.763145,-0.797991079,0.0,0.04988165,0.0,0.1885222,,,,,,,,,25.64993698,0.011662238
119,129,	03/23/2024 20:07:50.442,1177.6744,935.4261,1,6,0,0,0,-0.2119493,3.763584,-0.797688994,0.0,0.05047142,0.0,0.1907419,,0.122493699,,-0.000901269,-2080.100098,,,,25.66192,0.009667873
120,130,	03/23/2024 20:08:00.442,1187.6751,945.4268,1,6,0,0,0,-0.2118902,3.763442,-0.797436478,0.0,0.05106054,0.0,0.192959,,-3.94358e-05,,,,,,,25.64372081,-0.003234019
121,131,	03/23/2024 20:08:10.443,1197.6762,955.4279,1,6,0,0,0,-0.2115898,3.763074,-0.796228075,0.0,0.05164919,0.0,0.1951741,,6.47952e-05,,,,,,,25.66511133,-0.002282867
122,132,	03/23/2024 20:08:20.444,1207.677,965.4287,1,6,0,0,0,-0.2117605,3.762709,-0.796793139,0.0,0.05223702,0.0,0.197386,,-7.4007e-05,,,,,,,25.74839509,0.011892773
123,133,	03/23/2024 20:08:30.444,1217.6771,975.4288,1,6,0,0,0,-0.211606,3.762534,-0.79617477,0.0,0.05282405,0.0,0.1995948,,-0.000320726,,-0.001052264,,,,,25.81894,0.0128901
