,Data Point,Date Time,Test Time (s),Step Time (s),Cycle Index,Step Index,TC_Counter1,TC_Counter2,TC_Counter3,Current (A),Voltage (V),Power (W),Charge Capacity (Ah),Discharge Capacity (Ah),Charge Energy (Wh),Discharge Energy (Wh),ACR (Ohm),dV/dt (V/s),Internal Resistance (Ohm),dQ/dV (Ah/V),dV/dQ (V/Ah),MetaCode_MV_UD1,MetaCode_MV_UD2,MetaCode_MV_UD3,Aux_Temperature_1 (C),Aux_dT/dt_1 (C/s)
0,10,	03/22/2024 23:53:30.478,242.7468,0.5098,1,6,0,0,0,-0.03052711,3.843972,-0.117345356,0.0,2.60018e-06,0.0,1.00029e-05,,-5.48487e-05,,6.12888e-05,,,,,25.77936172,-0.007212758
25,35,	03/22/2024 23:56:11.175,403.4439,161.2069,1,6,0,0,0,-0.1451578,3.796311,-0.551064153,0.0,0.004268571,0.0,0.01628335,,0.005618601,,,,,,,25.55093,0.006687045
26,36,	03/22/2024 23:56:21.175,413.444,171.207,1,6,0,0,0,-0.1543655,3.792802,-0.585477777,0.0,0.004684386,0.0,0.01786109,,-0.000190558,,0.097842999,12.32380009,,,,25.51508939,-0.003282924
27,37,	03/22/2024 23:56:31.175,423.4441,181.2071,1,6,0,0,0,-0.1642885,3.788343,-0.622381189,0.0,0.005126032,0.0,0.0195351,,-0.000209791,,0.110784598,,,,,25.52073,0.000709891
28,38,	03/22/2024 23:56:41.176,433.4451,191.2081,1,6,0,0,0,-0.1745052,3.784169,-0.660357168,0.0,0.005595874,0.0,0.02131399,,-0.000405509,,,8.971635818,,,,25.46154,0.01114488
29,39,	03/22/2024 23:56:51.176,443.4452,201.2082,1,6,0,0,0,-0.1853676,3.779624,-0.70061983,0.0,0.006095085,0.0,0.02320187,,-0.000602038,,0.1082424,,,,,25.44634834,-0.01097061
30,40,	03/22/2024 23:57:01.177,453.4461,211.2091,1,6,0,0,0,-0.1968346,3.774907,-0.743032309,0.0,0.006625254,0.0,0.02520433,,-0.000534044,,0.130383894,,,,,25.46945549,-0.001046161
31,41,	03/22/2024 23:57:03.481,455.7501,213.5131,1,6,0,0,0,-0.1995916,3.760653,-0.750594749,0.0,0.00675188,0.0,0.02568222,,-0.004484485,,,8.4783144,,,,25.46945572,-0.001046062
32,42,	03/22/2024 23:57:03.488,455.7565,213.5195,1,6,0,0,0,-0.1997824,3.772748,-0.75372865,0.0,0.006752152,0.0,0.02568325,,,,,,,,,25.4694694,-0.001049949
33,43,	03/22/2024 23:57:13.489,465.7575,223.5205,1,6,0,0,0,-0.2117672,3.76863,-0.798072223,0.0,0.007322779,0.0,0.02783501,,-0.00053941,,0.078321807,-2430.778076,,,,25.49119165,-0.007221041
34,44,	03/22/2024 23:57:23.490,475.7583,233.5213,1,6,0,0,0,-0.224473,3.762927,-0.844675512,0.0,0.007927862,0.0,0.03011353,,-0.000618451,,0.113786899,11.47988033,,,,25.49851,-0.000990033
35,45,	03/22/2024 23:57:33.491,485.7593,243.5223,1,6,0,0,0,-0.2379923,3.75734,-0.894217988,0.0,0.008569208,0.0,0.03252507,,-0.000532906,,0.106491297,,,,,25.44913723,-0.013200519
36,46,	03/22/2024 23:57:43.491,495.7601,253.5231,1,6,0,0,0,-0.2516918,3.751136,-0.944130172,0.0,0.009248206,0.0,0.03507426,,-0.000353195,,0.118102498,8.531420708,,,,25.45661,-0.003703237
37,47,	03/22/2024 23:57:48.888,501.1563,258.9193,1,6,0,0,0,-0.2594032,3.736124,-0.969162521,0.0,0.009630584,0.0,0.03650809,,-0.003702437,,0.080318183,,,,,25.47801,-0.009207129
38,48,	03/22/2024 23:57:48.892,501.1609,258.9239,1,6,0,0,0,-0.2591696,3.747546,-0.971249998,0.0,0.009631059,0.0,0.03650987,,,,,,,,,25.47800311,-0.009202678
39,49,	03/22/2024 23:57:58.894,511.1623,268.9253,1,6,0,0,0,-0.2737417,3.741747,-1.024272185,0.0,0.01037119,0.0,0.03928164,,0.004330224,,0.088731423,-1655.604004,,,,25.46303,0.000473857
40,50,	03/22/2024 23:58:08.895,521.1636,278.9266,1,6,0,0,0,-0.2890472,3.735456,-1.079723098,0.0,0.01115323,0.0,0.04220534,,-0.000566106,,0.123336703,10.11481953,,,,25.47914,0.01389921
41,51,	03/22/2024 23:58:18.895,531.1637,288.9267,1,6,0,0,0,-0.3049364,3.728306,-1.13689621,0.0,0.01197876,0.0,0.04528608,,-0.000633254,,0.102060698,8.819917679,,,,25.4784,0.002228618
42,52,	03/22/2024 23:58:28.896,541.1646,298.9276,1,6,0,0,0,-0.3118544,3.725201,-1.161720323,0.0,0.01283354,0.0,0.04847194,,-0.000181334,,,,,,,25.4936,-0.004751682
43,53,	03/22/2024 23:58:38.896,551.1647,308.9277,1,6,0,0,0,-0.3239346,3.720138,-1.205081415,0.0,0.01371919,0.0,0.05176836,,-0.000967988,,0.216516107,,,,,25.47782,-0.008977652
44,54,	03/22/2024 23:58:48.896,561.1647,318.9277,1,6,0,0,0,-0.330225,3.716869,-1.227403066,0.0,0.01462184,0.0,0.0551253,,-5.64987e-05,,0.241725802,4.148603916,,,,25.4817905,-0.003510768
45,55,	03/22/2024 23:58:58.896,571.1651,328.9281,1,6,0,0,0,-0.3421822,3.711154,-1.26989084,0.0,0.01555626,0.0,0.05859561,,-0.000272394,,0.156287894,,,,,25.55648,0.01812518
46,56,	03/22/2024 23:59:08.896,581.1651,338.9281,1,6,0,0,0,-0.3548508,3.705882,-1.315035192,0.0,0.0165254,0.0,0.06218946,,-0.000246231,,0.187383801,6.241715908,,,,25.58839957,0.000997953
47,57,	03/22/2024 23:59:10.765,583.0338,340.7968,1,6,0,0,0,-0.3574095,3.695279,-1.32072782,0.0,0.01671004,0.0,0.06287355,,-0.000579299,,,,,,,25.58839989,0.000997782
48,58,	03/22/2024 23:59:11.091,583.3595,341.1225,1,6,0,0,0,-0.3580923,3.705457,-1.32689562,0.0,0.01674232,0.0,0.06299311,,,,-0.001002428,14.26821995,,,,25.5884,0.000997782
49,59,	03/22/2024 23:59:11.270,583.5388,341.3018,1,6,0,0,0,-0.3583689,3.693113,-1.323496843,0.0,0.01676024,0.0,0.06305949,,,,,,,,,25.5884,0.000997782
50,60,	03/22/2024 23:59:11.275,583.5436,341.3066,1,6,0,0,0,-0.3583393,3.703544,-1.327125364,0.0,0.01676083,0.0,0.06306166,,,,,,,,,25.58838207,0.000995276
51,61,	03/22/2024 23:59:21.276,593.5444,351.3074,1,6,0,0,0,-0.3717184,3.698337,-1.374739912,0.0,0.0177744,0.0,0.06681304,,-0.000688584,,0.1014755,-1103.613037,,,,25.55103,-0.004225373
52,62,	03/22/2024 23:59:31.277,603.5453,361.3083,1,6,0,0,0,-0.3525982,3.704661,-1.3062568,0.0,0.01881744,0.0,0.07066836,,0.003898358,,-0.01663994,-16.73660088,,,,25.62574,0.01812339
53,63,	03/22/2024 23:59:41.277,613.5462,371.3092,1,6,0,0,0,-0.3367615,3.711066,-1.249744153,0.0,0.01976271,0.0,0.07417428,,0.000341655,,-0.000927231,,,,,25.64394,0.01536906
54,64,	03/22/2024 23:59:51.278,623.5463,381.3093,1,6,0,0,0,-0.333046,3.711105,-1.235968676,0.0,0.02069257,0.0,0.07762451,,9.45436e-05,,,,,,,25.59775,-0.014202
55,65,	03/23/2024 00:00:01.278,633.5465,391.3095,1,6,0,0,0,-0.3297224,3.712004,-1.223930868,0.0,0.02161209,0.0,0.08103701,,4.35058e-05,,,,,,,25.64955469,0.008209124
56,66,	03/23/2024 00:00:11.278,643.5467,401.3097,1,6,0,0,0,-0.3264008,3.711481,-1.211430368,0.0,0.02252387,0.0,0.08442128,,,,,,,,,25.64713481,-0.002984889
57,67,	03/23/2024 00:00:21.278,653.5467,411.3097,1,6,0,0,0,-0.324255,3.71091,-1.203281122,0.0,0.02342853,0.0,0.08777944,,3.20028e-06,,,,,,,25.69816538,0.016944805
58,68,	03/23/2024 00:00:31.279,663.5476,421.3106,1,6,0,0,0,-0.3220348,3.71257,-1.195576737,0.0,0.02432654,0.0,0.09111319,,6.55897e-06,,-0.000909345,-2.011601925,,,,25.68542,0.006507635
59,69,	03/23/2024 00:00:41.279,673.5476,431.3106,1,6,0,0,0,-0.3199902,3.712931,-1.188101533,0.0,0.02521813,0.0,0.09442332,,2.78164e-05,,,,,,,25.71618431,0.011908358
60,70,	03/23/2024 00:00:51.279,683.5478,441.3108,1,6,0,0,0,-0.3182354,3.712913,-1.181580354,0.0,0.02610451,0.0,0.09771426,,3.12937e-05,,,,,,,25.7034,-0.01518905
61,71,	03/23/2024 00:01:01.279,693.548,451.311,1,6,0,0,0,-0.3159523,3.713216,-1.173199136,0.0,0.02698532,0.0,0.1009847,,,,,,,,,25.73118,-0.005277395
62,72,	03/23/2024 00:01:11.280,703.5488,461.3118,1,6,0,0,0,-0.3138695,3.713599,-1.165585461,0.0,0.02786059,0.0,0.1042347,,0.000379895,,-0.000950993,,,,,25.75352,-0.002995133
63,73,	03/23/2024 00:01:12.975,705.2441,463.0071,1,6,0,0,0,-0.2727871,3.728962,-1.01721273,0.0,0.0280069,0.0,0.1047781,,0.002018197,,-0.04895103,,,,,25.75352,-0.002459288
64,74,	03/23/2024 00:01:13.973,706.2417,464.0047,1,6,0,0,0,-0.2377262,3.742044,-0.8895819,0.0,0.02807941,0.0,0.1050488,,0.004235316,,-0.003861096,-3.475476027,,,,25.79010215,0.011432566
65,75,	03/23/2024 00:01:15.815,708.0833,465.8463,1,6,0,0,0,-0.214448,3.752842,-0.804789461,0.0,0.02819494,0.0,0.1054816,,0.007101092,,-0.009461029,-180.272995,,,,25.79011,0.01143396
66,76,	03/23/2024 00:01:20.978,713.2466,471.0096,1,6,0,0,0,-0.1847258,3.762973,-0.695118198,0.0,0.0284794,0.0,0.1065503,,0.001744386,,-0.025861571,-93.57779694,,,,25.78937,0.01489103
67,77,	03/23/2024 00:01:27.559,719.8275,477.5905,1,6,0,0,0,-0.1580238,3.772983,-0.596221111,0.0,0.02879424,0.0,0.1077362,,0.001176204,,-0.03308152,-35.61986923,,,,25.75426,-0.000472069
68,78,	03/23/2024 00:01:29.978,722.2466,480.0096,1,6,0,0,0,-0.1868315,3.761735,-0.702810593,0.0,0.02889778,0.0,0.1081269,,-0.00885624,,0.006065617,-31.78988075,,,,25.7797841,0.007977136
69,79,	03/23/2024 00:01:30.515,722.7833,480.5463,1,6,0,0,0,-0.2126722,3.751354,-0.797808708,0.0,0.02892598,0.0,0.108233,,-0.0193382,,0.002000721,108.5655975,,,,25.77978516,0.007977486
70,80,	03/23/2024 00:01:31.523,723.7916,481.5546,1,6,0,0,0,-0.2397337,3.740867,-0.896811887,0.0,0.02898815,0.0,0.1084661,,-0.003818547,,0.004651475,368.7876892,,,,25.80022609,0.006388583
71,81,	03/23/2024 00:01:38.092,730.3611,488.1241,1,6,0,0,0,-0.2635946,3.73033,-0.983294844,0.0,0.02945703,0.0,0.1102172,,-0.001446116,,0.017602749,168.571701,,,,25.80510514,0.011665741
72,82,	03/23/2024 00:01:48.092,740.3612,498.1242,1,6,0,0,0,-0.2712841,3.72934,-1.011710645,0.0,0.03020018,0.0,0.1129894,,-0.00037922,,0.070561513,22.46578979,,,,25.82407,0.003455877
73,83,	03/23/2024 00:01:54.394,746.663,504.426,1,6,0,0,0,-0.2749748,3.715638,-1.021706816,0.0,0.03067817,0.0,0.1147712,,-0.003601436,,0.210837305,,,,,25.81617,0.01418829
74,84,	03/23/2024 00:01:54.399,746.6677,504.4307,1,6,0,0,0,-0.2749538,3.725955,-1.024465486,0.0,0.03067867,0.0,0.1147731,,,,,,,,,25.81615697,0.01418047
75,85,	03/23/2024 00:02:04.399,756.6678,514.4308,1,6,0,0,0,-0.2801371,3.72441,-1.043345417,0.0,0.03145041,0.0,0.1176482,,-0.000318581,,-0.000680624,-1469.239014,,,,25.78842763,-0.002457333
76,86,	03/23/2024 00:02:14.399,766.6679,524.4309,1,6,0,0,0,-0.285121,3.722042,-1.061232337,0.0,0.03223622,0.0,0.1205738,,0.007458737,,0.192821607,,,,,25.79797544,-0.017118307
77,87,	03/23/2024 00:02:21.459,773.728,531.491,1,6,0,0,0,-0.2862577,3.709071,-1.061750134,0.0,0.03279794,0.0,0.122664,,-0.003378257,,,,,,,25.80493154,-0.017938602
78,88,	03/23/2024 00:02:21.464,773.7328,531.4958,1,6,0,0,0,-0.2865753,3.720258,-1.066134052,0.0,0.03279838,0.0,0.1226656,,,,,,,,,25.80511059,-0.017800757
79,89,	03/23/2024 00:02:22.489,774.7576,532.5206,1,6,0,0,0,-0.2612591,3.731362,-0.974852278,0.0,0.03287546,0.0,0.1229529,,0.003620297,,-0.000476568,-2098.335938,,,,25.84415,0.01225531
80,90,	03/23/2024 00:02:32.490,784.7585,542.5215,1,6,0,0,0,-0.242609,3.737203,-0.906679083,0.0,0.03356705,0.0,0.1255359,,0.000432222,,-0.059574019,-42.85652924,,,,25.87733,0.02286613
81,91,	03/23/2024 00:02:39.009,791.2779,549.0409,1,6,0,0,0,-0.2163095,3.74744,-0.810606873,0.0,0.03399869,0.0,0.1271497,,0.002684475,,-0.113295898,-12.23211002,,,,25.80174,-0.005045533
82,92,	03/23/2024 00:02:42.615,794.8842,552.6472,1,6,0,0,0,-0.1933441,3.757646,-0.726518684,0.0,0.03420165,0.0,0.1279112,,0.001210352,,-0.021336161,,,,,25.85577433,0.011841187
83,93,	03/23/2024 00:02:52.617,804.8853,562.6483,1,6,0,0,0,-0.1697311,3.764595,-0.63896885,0.0,0.03470489,0.0,0.1298034,,0.000657887,,-0.04937911,-51.13671875,,,,25.81394619,-0.000694269
84,94,	03/23/2024 00:03:02.617,814.8862,572.6492,1,6,0,0,0,-0.1483307,3.772618,-0.559595069,0.0,0.03514652,0.0,0.1314676,,0.000708993,,-0.051461659,-17.38768959,,,,25.80436335,0.014890873
85,95,	03/23/2024 00:03:12.618,824.887,582.65,1,6,0,0,0,-0.1283817,3.780025,-0.485286036,0.0,0.03553122,0.0,0.1329203,,0.000467771,,-0.048544042,-18.40597916,,,,25.85128,-0.002985597
86,96,	03/23/2024 00:03:22.618,834.8871,592.6501,1,6,0,0,0,-0.1100483,3.786803,-0.416731233,0.0,0.03586296,0.0,0.1341754,,0.000272834,,-0.04535415,-20.63783073,,,,25.7947813,-0.009908607
87,97,	03/23/2024 00:03:32.619,844.888,602.651,1,6,0,0,0,-0.09279346,3.794532,-0.352107753,0.0,0.03614472,0.0,0.1352433,,0.000614965,,-0.04306934,,,,,25.82107,0.000293255
88,98,	03/23/2024 00:03:42.619,854.8882,612.6512,1,6,0,0,0,-0.07632542,3.800409,-0.290067813,0.0,0.03637967,0.0,0.1361353,,0.000467977,,-0.02445229,-22.71232986,,,,25.7629,-0.02907872
89,99,	03/23/2024 00:03:52.620,864.8883,622.6513,1,6,0,0,0,-0.06066799,3.805244,-0.230856505,0.0,0.03657015,0.0,0.1368596,,0.000406573,,-0.032824632,,,,,25.82968,0.00193119
90,100,	03/23/2024 00:04:02.620,874.8891,632.6521,1,6,0,0,0,-0.04629135,3.811476,-0.17643837,0.0,0.03671876,0.0,0.1374256,,0.000840705,,-0.02969877,-33.04195023,,,,25.87414,0.009899735
91,101,	03/23/2024 00:04:12.620,884.8892,642.6522,1,6,0,0,0,-0.03188229,3.81604,-0.121664094,0.0,0.03682756,0.0,0.1378406,,0.000445359,,-0.02302671,,,,,25.87414,0.009436011
92,102,	03/23/2024 00:04:21.972,894.2405,652.0035,1,6,0,0,0,-0.07376194,3.801378,-0.280397016,0.0,0.03690071,0.0,0.1381198,,-0.003456195,,0.001200693,190.2781067,,,,25.83344,0.002468228
93,103,	03/23/2024 00:04:23.041,895.3102,653.0732,1,6,0,0,0,-0.09926605,3.790231,-0.37624126,0.0,0.0369258,0.0,0.1382151,,-0.005389743,,0.001859905,571.241394,,,,25.83344,0.002468228
94,104,	03/23/2024 00:04:29.443,901.7118,659.4748,1,6,0,0,0,-0.1242895,3.779899,-0.469801757,0.0,0.03713241,0.0,0.1389971,,-0.001002539,,0.01067324,248.3959961,,,,25.8734,0.007209778
95,105,	03/23/2024 00:04:38.475,910.7439,668.5069,1,6,0,0,0,-0.165328,3.766251,-0.622666745,0.0,0.03746207,0.0,0.1402429,,-0.01251994,,0.061465751,26.64241028,,,,25.90022,0.001699924
96,106,	03/23/2024 00:04:39.008,911.2768,669.0398,1,6,0,0,0,-0.1900282,3.755999,-0.713745729,0.0,0.03748677,0.0,0.140336,,-0.019238129,,0.002186363,86.04535675,,,,25.90022087,0.001699924
97,107,	03/23/2024 00:04:40.010,912.2784,670.0414,1,6,0,0,0,-0.2187614,3.745815,-0.819439734,0.0,0.03754239,0.0,0.1405447,,-0.003724739,,0.004110039,413.4614868,,,,25.90022087,0.001699924
98,108,	03/23/2024 00:04:42.273,914.5416,672.3046,1,6,0,0,0,-0.2410603,3.735568,-0.900497143,0.0,0.03768723,0.0,0.1410866,,-0.004282188,,0.01020062,183.116806,,,,25.88183,-0.005747676
99,109,	03/23/2024 00:04:47.755,920.0241,677.7871,1,6,0,0,0,-0.2664051,3.724408,-0.992201286,0.0,0.0380754,0.0,0.142535,,-0.002115679,,0.034485109,70.68170929,,,,25.85500385,-0.010609538
100,110,	03/23/2024 00:04:53.299,925.5682,683.3312,1,6,0,0,0,-0.2887602,3.708473,-1.070859405,0.0,0.03850338,0.0,0.1441281,,-0.001892939,,0.055346191,28.74494934,,,,25.88109351,-0.009257818
101,111,	03/23/2024 00:04:53.344,925.613,683.376,1,6,0,0,0,-0.2887821,3.718604,-1.073866272,0.0,0.03850698,0.0,0.1441415,,,,,,,,,25.88073199,-0.009282947
102,112,	03/23/2024 00:04:58.009,930.2779,688.0409,1,6,0,0,0,-0.3077106,3.707854,-1.140945979,0.0,0.03889316,0.0,0.1455758,,-0.0010862,,0.02178964,-1289.833008,,,,25.843,-0.01190543
103,113,	03/23/2024 00:05:05.580,937.8491,695.6121,1,6,0,0,0,-0.3366709,3.69781,-1.244945021,0.0,0.03956929,0.0,0.1480805,,-0.001741731,,0.07020022,28.82082939,,,,25.95499,0.0161159
104,114,	03/23/2024 00:05:12.120,944.389,702.152,1,6,0,0,0,-0.3608618,3.687781,-1.33077929,0.0,0.04020219,0.0,0.1504182,,-0.001876871,,0.04521583,14.85562992,,,,25.91766796,-0.007910361
105,115,	03/23/2024 00:05:22.121,954.3893,712.1523,1,6,0,0,0,-0.3683252,3.685102,-1.357315931,0.0,0.04119292,0.0,0.1540736,,-0.001026251,,0.111234203,15.8473196,,,,25.87846414,-0.020339365
106,116,	03/23/2024 00:05:28.765,961.0334,718.7964,1,6,0,0,0,-0.3887234,3.674686,-1.428436436,0.0,0.04189045,0.0,0.156641,,-0.001356286,,0.08062996,6.932041168,,,,25.92459,0.0128907
107,117,	03/23/2024 00:05:29.974,962.2429,720.0059,1,6,0,0,0,-0.3639288,3.685551,-1.341278153,0.0,0.04202161,0.0,0.1571231,,0.097249232,,,,,,,25.90395335,-0.006447624
108,118,	03/23/2024 00:05:30.970,963.2389,721.0019,1,6,0,0,0,-0.3331089,3.697585,-1.231698472,0.0,0.04211963,0.0,0.1574848,,0.004365213,,-0.006587345,-36.57143021,,,,25.90395164,-0.006449223
109,119,	03/23/2024 00:05:35.053,967.3214,725.0844,1,6,0,0,0,-0.308918,3.707641,-1.145357042,0.0,0.04247794,0.0,0.1588119,,0.001044334,,-0.018325301,-71.53868866,,,,25.92533059,0.006680763
110,120,	03/23/2024 00:05:45.053,977.3216,735.0846,1,6,0,0,0,-0.3076143,3.706965,-1.140315444,0.0,0.04333172,0.0,0.1619766,,,,-0.118752502,,,,,25.96808963,0.015885142
111,121,	03/23/2024 00:05:55.053,987.3216,745.0846,1,6,0,0,0,-0.3077374,3.706024,-1.14048219,0.0,0.04418489,0.0,0.1651387,,4.70199e-06,,,,,,,26.0253,0.01142859
112,122,	03/23/2024 00:05:57.857,990.1256,747.8886,1,6,0,0,0,-0.3083639,3.694212,-1.13916162,0.0,0.04442438,0.0,0.1660262,,-0.001050488,,,,,,,25.96567,-0.0186348
113,123,	03/23/2024 00:05:57.862,990.1305,747.8935,1,6,0,0,0,-0.3082952,3.704883,-1.142197645,0.0,0.04442494,0.0,0.1660282,,,,,,,,,25.96569322,-0.018619217
114,124,	03/23/2024 00:06:07.862,1000.1306,757.8936,1,6,0,0,0,-0.3109121,3.703924,-1.151594789,0.0,0.04528492,0.0,0.1692142,,-0.000251094,,-0.001292852,,,,,26.01309347,0.013182441
115,125,	03/23/2024 00:06:17.863,1010.1314,767.8944,1,6,0,0,0,-0.3142643,3.702031,-1.163416181,0.0,0.04615331,0.0,0.1724299,,-2.58425e-05,,,,,,,25.98123,0.001229048
116,126,	03/23/2024 00:06:22.486,1014.7547,772.5177,1,6,0,0,0,-0.3374434,3.690938,-1.245482668,0.0,0.0465621,0.0,0.1739426,,-0.000322811,,0.053972419,2.428874016,,,,25.97823722,-0.000934554
117,127,	03/23/2024 00:06:32.486,1024.7548,782.5178,1,6,0,0,0,-0.3600683,3.683843,-1.326435086,0.0,0.04753674,0.0,0.1775366,,-0.000610732,,0.120474301,11.59988976,,,,25.93377,-0.02180636
118,128,	03/23/2024 00:06:38.972,1031.2404,789.0034,1,6,0,0,0,-0.331912,3.694221,-1.226156281,0.0,0.048191,0.0,0.1799457,,0.008133356,,-0.01415842,,,,,25.97824,0.002930164
119,129,	03/23/2024 00:06:40.977,1033.2454,791.0084,1,6,0,0,0,-0.304163,3.705688,-1.127133179,0.0,0.04836828,0.0,0.1806014,,0.003992737,,-0.0129936,-16.13849068,,,,25.94707835,-0.009736979
120,130,	03/23/2024 00:06:43.262,1035.5309,793.2939,1,6,0,0,0,-0.2975206,3.694797,-1.09927822,0.0,0.0485591,0.0,0.1813085,,-0.022741459,,-0.017458649,-64.71453857,,,,25.94708,-0.009737611
