,Data Point,Date Time,Test Time (s),Step Time (s),Cycle Index,Step Index,TC_Counter1,TC_Counter2,TC_Counter3,Current (A),Voltage (V),Power (W),Charge Capacity (Ah),Discharge Capacity (Ah),Charge Energy (Wh),Discharge Energy (Wh),ACR (Ohm),dV/dt (V/s),Internal Resistance (Ohm),dQ/dV (Ah/V),dV/dQ (V/Ah),MetaCode_MV_UD1,MetaCode_MV_UD2,MetaCode_MV_UD3,Aux_Temperature_1 (C),Aux_dT/dt_1 (C/s)
0,10,	03/23/2024 11:59:27.068,242.7509,0.5066,1,6,0,0,0,-0.03416157,3.847233,-0.131427519,6.62274e-10,2.96325e-06,2.5561e-09,1.14105e-05,,-1.41464e-05,,5.99971e-05,,,,,25.79516411,-0.015356678
51,61,	03/23/2024 12:06:34.005,669.6871,427.4428,1,6,0,0,0,-0.3572044,3.706663,-1.324036333,6.62274e-10,0.02900956,2.5561e-09,0.1084554,,-7.85049e-05,,,,,,,25.56444797,-0.014650819
52,62,	03/23/2024 12:06:44.005,679.6872,437.4429,1,6,0,0,0,-0.3577328,3.705935,-1.325734504,6.62274e-10,0.03000246,2.5561e-09,0.1121355,,2.29184e-06,,,,,,,25.59086,0.001286864
53,63,	03/23/2024 12:06:54.005,689.6871,447.4428,1,6,0,0,0,-0.3408337,3.711585,-1.265033248,6.62274e-10,0.03096724,2.5561e-09,0.1157142,,9.79594e-05,,-0.748393297,,,,,25.63758994,0.024804238
54,64,	03/23/2024 12:07:04.005,699.6874,457.4431,1,6,0,0,0,-0.3330822,3.713512,-1.236904747,6.62274e-10,0.03190294,2.5561e-09,0.1191883,,0.000372654,,-0.001057881,,,,,25.58767,-0.01015425
55,65,	03/23/2024 12:07:14.006,709.6883,467.444,1,6,0,0,0,-0.3261595,3.716067,-1.212030555,6.62274e-10,0.03281823,2.5561e-09,0.1225886,,0.000336864,,,,,,,25.65898252,0.008439236
56,66,	03/23/2024 12:07:24.006,719.6884,477.4441,1,6,0,0,0,-0.3194914,3.71774,-1.187785957,6.62274e-10,0.03371431,2.5561e-09,0.1259193,,0.000229579,,-0.272188306,-1.729051948,,,,25.55108369,-0.00692829
57,67,	03/23/2024 12:07:34.008,729.6901,487.4458,1,6,0,0,0,-0.3128443,3.719913,-1.163753579,6.62274e-10,0.034592,2.5561e-09,0.1291834,,0.000732751,,,,,,,25.59405665,-0.006975531
58,68,	03/23/2024 12:07:44.009,739.6918,497.4475,1,6,0,0,0,-0.3062792,3.721467,-1.139807936,6.62274e-10,0.03545196,2.5561e-09,0.1323831,,0.199476093,,-0.000900866,,,,,25.53380263,-0.023053724
59,69,	03/23/2024 12:07:54.011,749.6935,507.4492,1,6,0,0,0,-0.3001862,3.723616,-1.117778137,6.62274e-10,0.03629461,2.5561e-09,0.13552,,0.000172819,,-0.001116365,,,,,25.58540102,-0.009448664
60,70,	03/23/2024 12:08:04.012,759.6943,517.45,1,6,0,0,0,-0.2939901,3.725174,-1.095164277,6.62274e-10,0.03712027,2.5561e-09,0.1385951,,5.3773e-05,,,,,,,25.55672484,-0.033069017
61,71,	03/23/2024 12:08:14.012,769.6945,527.4502,1,6,0,0,0,-0.2883463,3.727102,-1.074696071,6.62274e-10,0.03792886,2.5561e-09,0.141608,,0.001160744,,-0.00076377,-2.039824009,,,,25.57433111,0.01166597
62,72,	03/23/2024 12:08:24.012,779.6948,537.4505,1,6,0,0,0,-0.2823572,3.727935,-1.052609288,6.62274e-10,0.03872151,2.5561e-09,0.1445629,,,,,,,,,25.56252,0.005223751
63,73,	03/23/2024 12:08:34.013,789.6955,547.4512,1,6,0,0,0,-0.2766657,3.73055,-1.032115227,6.62274e-10,0.03949789,2.5561e-09,0.1474585,,0.000791218,,-0.295775294,,,,,25.56664,0.007511377
64,74,	03/23/2024 12:08:44.013,799.6957,557.4514,1,6,0,0,0,-0.2708788,3.731525,-1.010791014,6.62274e-10,0.04025824,2.5561e-09,0.1502955,,0.000202292,,,,,,,25.51953744,-0.009438822
65,75,	03/23/2024 12:08:54.014,809.6964,567.4521,1,6,0,0,0,-0.2651958,3.733561,-0.990124696,6.62274e-10,0.04100238,2.5561e-09,0.1530734,,1.48961e-05,,,,,,,25.50620474,-0.012908543
66,76,	03/23/2024 12:09:04.015,819.6973,577.453,1,6,0,0,0,-0.2593803,3.734991,-0.968783086,6.62274e-10,0.04173125,2.5561e-09,0.1557955,,0.000155692,,-0.000940908,,,,,25.55932183,0.002702318
67,77,	03/23/2024 12:09:14.015,829.6976,587.4533,1,6,0,0,0,-0.2543516,3.7373,-0.950588235,6.62274e-10,0.0424446,2.5561e-09,0.1584608,,-0.009541305,,,-2.232361078,,,,25.643386,-0.002760833
68,78,	03/23/2024 12:09:24.016,839.6984,597.4541,1,6,0,0,0,-0.2587032,3.735147,-0.966294481,6.62274e-10,0.04316373,2.5561e-09,0.1611468,,-0.000103973,,,,,,,25.63852,-0.0175941
69,79,	03/23/2024 12:09:32.418,848.1009,605.8566,1,6,0,0,0,-0.2567215,3.723067,-0.955791345,6.62274e-10,0.0437644,2.5561e-09,0.1633905,,-0.0453755,,-0.0007404,-1319.21106,,,,25.65111,-0.006209612
70,80,	03/23/2024 12:09:32.425,848.1073,605.863,1,6,0,0,0,-0.2566986,3.734387,-0.958611915,6.62274e-10,0.04376475,2.5561e-09,0.1633918,,,,,,,,,25.65112981,-0.006195931
71,81,	03/23/2024 12:09:42.425,858.1075,615.8632,1,6,0,0,0,-0.2739506,3.729006,-1.021563431,6.62274e-10,0.04451588,2.5561e-09,0.1661937,,-0.000285683,,0.02074353,-1862.265991,,,,25.68208,0.01518071
72,82,	03/23/2024 12:09:52.425,868.1079,625.8636,1,6,0,0,0,-0.2766075,3.727264,-1.030989177,6.62274e-10,0.0452805,2.5561e-09,0.1690442,,-0.000272473,,,7.553796768,,,,25.69296254,-0.014422836
73,83,	03/23/2024 12:10:02.426,878.1086,635.8643,1,6,0,0,0,-0.279109,3.725764,-1.039894264,6.62274e-10,0.04605252,2.5561e-09,0.1719211,,-0.000110363,,0.308393687,,,,,25.79445,0.01043081
74,84,	03/23/2024 12:10:12.428,888.1103,645.866,1,6,0,0,0,-0.2812071,3.724605,-1.047385371,6.62274e-10,0.04683139,2.5561e-09,0.1748225,,-3.07405e-05,,,,,,,25.73013179,-0.022800829
75,85,	03/23/2024 12:10:22.430,898.112,655.8677,1,6,0,0,0,-0.2838669,3.7235,-1.056978402,6.62274e-10,0.04761634,2.5561e-09,0.1777455,,-0.000139828,,-0.001179605,,,,,25.73255,0.004746318
76,86,	03/23/2024 12:10:32.431,908.1136,665.8693,1,6,0,0,0,-0.2857599,3.722387,-1.063708937,6.62274e-10,0.04840746,2.5561e-09,0.1806904,,-0.000168707,,,,,,,25.67064347,-0.00205212
77,87,	03/23/2024 12:10:42.432,918.1146,675.8703,1,6,0,0,0,-0.2876577,3.720981,-1.070368836,6.62274e-10,0.0492043,2.5561e-09,0.1836557,,-0.000145853,,0.311322212,,,,,25.6820792,-0.004746291
78,88,	03/23/2024 12:10:52.433,928.1155,685.8712,1,6,0,0,0,-0.2896805,3.719462,-1.077455612,6.62274e-10,0.05000624,2.5561e-09,0.1866389,,1.853e-05,,,,,,,25.63591813,-0.001519355
79,89,	03/23/2024 12:11:02.221,937.9034,695.6591,1,6,0,0,0,-0.2917862,3.706214,-1.081422099,6.62274e-10,0.05079699,2.5561e-09,0.1895796,,-0.00287797,,,,,,,25.67720943,-0.014647111
80,90,	03/23/2024 12:11:02.228,937.91,695.6657,1,6,0,0,0,-0.2919674,3.717133,-1.085281657,6.62274e-10,0.0507974,2.5561e-09,0.1895811,,,,,,,,,25.67722953,-0.014634053
81,91,	03/23/2024 12:11:12.228,947.91,705.6657,1,6,0,0,0,-0.2939177,3.717182,-1.092545584,6.62274e-10,0.05161088,2.5561e-09,0.1926053,,-0.000143982,,-0.000632793,-1580.296021,,,,25.70815055,0.005455412
82,92,	03/23/2024 12:11:22.228,957.9102,715.6659,1,6,0,0,0,-0.2959795,3.715992,-1.099857454,6.62274e-10,0.0524297,2.5561e-09,0.1956484,,-0.000136727,,,,,,,25.68282343,-0.009202811
83,93,	03/23/2024 12:11:32.229,967.9112,725.6669,1,6,0,0,0,-0.2980595,3.714658,-1.107189106,6.62274e-10,0.05325428,2.5561e-09,0.1987118,,-0.000185628,,0.372293591,,,,,25.6787,-0.0176388
84,94,	03/23/2024 12:11:42.230,977.9128,735.6685,1,6,0,0,0,-0.3001642,3.713335,-1.11461023,6.62274e-10,0.05408431,2.5561e-09,0.2017945,,-8.86491e-05,,,,,,,25.71999127,-0.002461824
85,95,	03/23/2024 12:11:52.230,987.9128,745.6685,1,6,0,0,0,-0.3018064,3.712147,-1.120349722,6.62274e-10,0.05491924,2.5561e-09,0.2048943,,-0.000112365,,,,,,,25.74606106,-0.011952425
86,96,	03/23/2024 12:12:02.231,997.9137,755.6694,1,6,0,0,0,-0.3042479,3.710148,-1.128804738,6.62274e-10,0.05576034,2.5561e-09,0.2080161,,-0.000189293,,,,,,,25.784309,0.022616041
87,97,	03/23/2024 12:12:12.232,1007.914,765.6697,1,6,0,0,0,-0.3059263,3.709711,-1.13489816,6.62274e-10,0.05660696,2.5561e-09,0.2111572,,-0.000145959,,0.686871171,1.889644027,,,,25.7262,-0.0118953
88,98,	03/23/2024 12:12:22.232,1017.9148,775.6705,1,6,0,0,0,-0.300395,3.71128,-1.114849956,6.62274e-10,0.05745238,2.5561e-09,0.2142937,,,,,,,,,25.80889,0.01763761
89,99,	03/23/2024 12:12:32.233,1027.9157,785.6714,1,6,0,0,0,-0.2993765,3.71104,-1.110998167,6.62274e-10,0.05828503,2.5561e-09,0.2173837,,9.93553e-05,,,,,,,25.72133,-0.02484441
90,100,	03/23/2024 12:12:42.233,1037.9157,795.6714,1,6,0,0,0,-0.2916822,3.714366,-1.083414446,6.62274e-10,0.0591059,2.5561e-09,0.2204308,,0.000295192,,-0.454290688,,,,,25.8182802,0.012192952
91,101,	03/23/2024 12:12:52.234,1047.9167,805.6724,1,6,0,0,0,-0.2883091,3.713482,-1.070630653,6.62274e-10,0.05991161,2.5561e-09,0.223423,,7.09291e-05,,,,,,,25.83892229,0.014886829
92,102,	03/23/2024 12:12:59.773,1055.4553,813.211,1,6,0,0,0,-0.2864189,3.702375,-1.060430175,6.62274e-10,0.06051353,2.5561e-09,0.2256587,,-0.0014046,,,,,,,25.79990629,-0.001703877
93,103,	03/23/2024 12:12:59.778,1055.4601,813.2158,1,6,0,0,0,-0.2864866,3.713831,-1.063962816,6.62274e-10,0.060514,2.5561e-09,0.2256604,,,,,,,,,25.79990629,-0.001702857
94,104,	03/23/2024 12:13:09.779,1065.4617,823.2174,1,6,0,0,0,-0.2834044,3.716245,-1.053200184,6.62274e-10,0.06130603,2.5561e-09,0.2286026,,0.121811099,,-0.001331957,,,,,25.79991,0.000466704
95,105,	03/23/2024 12:13:19.781,1075.4635,833.2192,1,6,0,0,0,-0.2960777,3.710171,-1.098498896,6.62274e-10,0.06211243,2.5561e-09,0.2315964,,-0.001528989,,0.226107895,,,,,25.82615,0.009907484
96,106,	03/23/2024 12:13:29.782,1085.4645,843.2202,1,6,0,0,0,-0.2982941,3.708883,-1.106337916,6.62274e-10,0.0629383,2.5561e-09,0.2346599,,-8.50279e-05,,,,,,,25.78245207,0.017636341
97,107,	03/23/2024 12:13:32.572,1088.2548,846.0105,1,6,0,0,0,-0.3248806,3.698427,-1.201547183,6.62274e-10,0.06317475,2.5561e-09,0.2355362,,-0.004921459,,0.220656499,,,,,25.77926,-0.00099659
98,108,	03/23/2024 12:13:42.572,1098.2549,856.0106,1,6,0,0,0,-0.3487558,3.689854,-1.286857984,6.62274e-10,0.06411687,2.5561e-09,0.2390159,,-0.000793235,,0.061340172,1.439005017,,,,25.81323399,-0.008733791
99,109,	03/23/2024 12:13:45.178,1100.8606,858.6163,1,6,0,0,0,-0.3526478,3.676411,-1.296478251,6.62274e-10,0.0643701,2.5561e-09,0.2399501,,-0.0121153,,-0.001871715,10.16493034,,,,25.85618617,0.013422116
100,110,	03/23/2024 12:13:45.184,1100.8661,858.6218,1,6,0,0,0,-0.35287,3.687666,-1.301266701,6.62274e-10,0.06437068,2.5561e-09,0.2399522,,,,,,,,,25.85616683,0.013412054
101,111,	03/23/2024 12:13:55.184,1110.8663,868.622,1,6,0,0,0,-0.3676357,3.682232,-1.353719939,6.62274e-10,0.06537033,2.5561e-09,0.243636,,-0.000613518,,0.118170097,-1206.285034,,,,25.82036,-0.005220175
102,112,	03/23/2024 12:14:05.184,1120.8664,878.6221,1,6,0,0,0,-0.3825932,3.676556,-1.406625325,6.62274e-10,0.06641136,2.5561e-09,0.2474658,,-0.000707049,,0.148544699,7.504549026,,,,25.87998,0.01441002
103,113,	03/23/2024 12:14:15.185,1130.8673,888.623,1,6,0,0,0,-0.3970852,3.66976,-1.457207384,6.62274e-10,0.06749346,2.5561e-09,0.2514402,,0.008026671,,0.176903903,,,,,25.90422225,0.006682354
104,114,	03/23/2024 12:14:25.186,1140.8686,898.6243,1,6,0,0,0,-0.3722267,3.677037,-1.368691348,6.62274e-10,0.0685946,2.5561e-09,0.2554809,,0.001432666,,-0.034289531,-11.93927956,,,,25.87327,-0.008677244
