,Data Point,Date Time,Test Time (s),Step Time (s),Cycle Index,Step Index,TC_Counter1,TC_Counter2,TC_Counter3,Current (A),Voltage (V),Power (W),Charge Capacity (Ah),Discharge Capacity (Ah),Charge Energy (Wh),Discharge Energy (Wh),ACR (Ohm),dV/dt (V/s),Internal Resistance (Ohm),dQ/dV (Ah/V),dV/dQ (V/Ah),MetaCode_MV_UD1,MetaCode_MV_UD2,MetaCode_MV_UD3,Aux_Temperature_1 (C),Aux_dT/dt_1 (C/s)
0,10,	03/21/2024 14:07:33.190,242.7284,0.5049,1,6,0,0,0,-0.02499771,3.859091,-0.096468438,0.0,2.57011e-06,0.0,9.92153e-06,,-2.6478e-05,,4.71707e-05,,,,,25.61485096,0.003518462
24,34,	03/21/2024 14:10:45.070,434.6089,192.3854,1,6,0,0,0,-0.1756544,3.771466,-0.662474597,0.0,0.005653307,0.0,0.02156436,,-0.008680716,,0.090619169,,,,,25.65931322,0.005212836
25,35,	03/21/2024 14:10:45.076,434.6145,192.391,1,6,0,0,0,-0.17558,3.783813,-0.664361887,0.0,0.005653556,0.0,0.02156529,,,,,,,,,25.65929353,0.005210358
26,36,	03/21/2024 14:10:55.076,444.6147,202.3912,1,6,0,0,0,-0.1865072,3.779179,-0.704844094,0.0,0.006156361,0.0,0.02346677,,-0.000629204,,0.063824847,-2792.930908,,,,25.62349737,0.000705764
27,37,	03/21/2024 14:11:05.077,454.6155,212.392,1,6,0,0,0,-0.1983557,3.773777,-0.748550178,0.0,0.006690252,0.0,0.02548277,,-0.000440245,,0.09198913,13.69151974,,,,25.63698564,0.000231867
28,38,	03/21/2024 14:11:15.078,464.6165,222.393,1,6,0,0,0,-0.2102995,3.767243,-0.792249319,0.0,0.007257052,0.0,0.02761966,,-0.000820006,,0.080252513,,,,,25.67657,-0.01413465
29,39,	03/21/2024 14:11:25.079,474.6174,232.3939,1,6,0,0,0,-0.2223501,3.761253,-0.836314981,0.0,0.007858302,0.0,0.02988266,,-0.001120066,,0.1090312,10.67446995,,,,25.62740375,0.004215057
30,40,	03/21/2024 14:11:30.476,480.0144,237.7909,1,6,0,0,0,-0.2299061,3.744666,-0.860921556,0.0,0.008197278,0.0,0.03115681,,-0.000884188,,0.080700397,,,,,25.61542724,-0.022396548
31,41,	03/21/2024 14:11:30.481,480.0198,237.7963,1,6,0,0,0,-0.2298594,3.756308,-0.863422703,0.0,0.00819761,0.0,0.03115805,,,,,,,,,25.61544462,-0.022380871
32,42,	03/21/2024 14:11:40.482,490.0207,247.7972,1,6,0,0,0,-0.2435074,3.750296,-0.913224828,0.0,0.008854801,0.0,0.03362488,,-0.000810166,,0.071205027,-1855.014038,,,,25.64824834,0.007200541
33,43,	03/21/2024 14:11:50.483,500.0215,257.798,1,6,0,0,0,-0.2575703,3.743155,-0.964125556,0.0,0.009550457,0.0,0.03623117,,-0.000672673,,0.107358597,11.21811008,,,,25.61933356,-0.000827232
34,44,	03/21/2024 14:12:00.483,510.0217,267.7982,1,6,0,0,0,-0.2721519,3.734953,-1.016474555,0.0,0.01028612,0.0,0.0389819,,-0.000862096,,0.077518843,11.71704006,,,,25.67751,0.01788855
35,45,	03/21/2024 14:12:10.483,520.0219,277.7984,1,6,0,0,0,-0.2876377,3.727847,-1.072269337,0.0,0.01106295,0.0,0.04188064,,-0.001108437,,0.124458,,,,,25.6488,-0.001007915
36,46,	03/21/2024 14:12:15.041,524.5796,282.3561,1,6,0,0,0,-0.2945004,3.712079,-1.09320875,0.0,0.0114314,0.0,0.04325337,,-0.020412941,,0.078777611,9.940225601,,,,25.66157,-0.002459884
37,47,	03/21/2024 14:12:15.046,524.5851,282.3616,1,6,0,0,0,-0.2945795,3.723393,-1.096835248,0.0,0.01143184,0.0,0.04325504,,,,,,,,,25.66157259,-0.002455529
38,48,	03/21/2024 14:12:25.048,534.5866,292.3631,1,6,0,0,0,-0.3060198,3.718019,-1.137787431,0.0,0.01227171,0.0,0.04637922,,-0.000742956,,0.058351509,-1437.442993,,,,25.66628261,0.005464475
39,49,	03/21/2024 14:12:35.048,544.5867,302.3632,1,6,0,0,0,-0.3167477,3.712062,-1.175787101,0.0,0.01313359,0.0,0.0495814,,-0.000716033,,0.195176601,7.747662067,,,,25.63289,-0.008963943
40,50,	03/21/2024 14:12:43.797,553.3359,311.1124,1,6,0,0,0,-0.3218203,3.699789,-1.190667206,0.0,0.01391465,0.0,0.05247854,,-0.000469222,,0.108593903,,,,,25.69029,0.01665771
41,51,	03/21/2024 14:12:43.864,553.4031,311.1796,1,6,0,0,0,-0.3221722,3.710035,-1.195270138,0.0,0.0139207,0.0,0.05250097,,,,,,,,,25.69029,0.01665771
42,52,	03/21/2024 14:12:53.865,563.404,321.1805,1,6,0,0,0,-0.3328781,3.702876,-1.232606327,0.0,0.01482954,0.0,0.05586892,,-0.000764564,,0.130357504,-178.8435974,,,,25.66402462,-0.001050057
43,53,	03/21/2024 14:13:03.866,573.4045,331.181,1,6,0,0,0,-0.3457241,3.696341,-1.277914166,0.0,0.01577166,0.0,0.05935409,,-0.000665122,,0.1219787,9.620799065,,,,25.7173,0.004507303
44,54,	03/21/2024 14:13:13.868,583.4064,341.1829,1,6,0,0,0,-0.3582325,3.688964,-1.321506796,0.0,0.01674877,0.0,0.06296206,,-0.000812689,,0.1382332,7.722373009,,,,25.73061548,0.000997817
45,55,	03/21/2024 14:13:23.868,593.4067,351.1832,1,6,0,0,0,-0.371151,3.682446,-1.366743515,0.0,0.01776229,0.0,0.06669733,,-0.000516083,,0.135898605,,,,,25.73852,0.003932118
46,56,	03/21/2024 14:13:28.531,598.0693,355.8458,1,6,0,0,0,-0.377574,3.666842,-1.384504201,0.0,0.01824709,0.0,0.06848143,,-0.007243961,,0.138238698,6.409328938,,,,25.69722455,-0.00967831
47,57,	03/21/2024 14:13:28.536,598.0747,355.8512,1,6,0,0,0,-0.3777905,3.677961,-1.389498725,0.0,0.01824764,0.0,0.06848347,,,,,,,,,25.69721975,-0.009669866
48,58,	03/21/2024 14:13:33.688,603.2268,361.0033,1,6,0,0,0,-0.3526945,3.689486,-1.30126142,0.0,0.01878786,0.0,0.07047053,,0.003662692,,-0.053103391,-1164.199951,,,,25.69254694,-0.001461665
49,59,	03/21/2024 14:13:43.688,613.227,371.0035,1,6,0,0,0,-0.3370476,3.695454,-1.245543902,0.0,0.01973461,0.0,0.07396825,,0.00023074,,-0.093348108,-20.71699905,,,,25.69722,-0.000293255
50,60,	03/21/2024 14:13:53.688,623.227,381.0035,1,6,0,0,0,-0.3329525,3.69731,-1.231028608,0.0,0.02066472,0.0,0.0774064,,,,,,,,,25.70116039,-0.006745989
51,61,	03/21/2024 14:14:03.688,633.2271,391.0036,1,6,0,0,0,-0.3299532,3.696656,-1.219723476,0.0,0.02158448,0.0,0.08080709,,8.53906e-05,,,,,,,25.75672,-0.000755787
52,62,	03/21/2024 14:14:13.688,643.2272,401.0037,1,6,0,0,0,-0.3273315,3.698247,-1.210552738,0.0,0.02249643,0.0,0.08417951,,-5.96639e-06,,-0.001067471,-3.054218054,,,,25.75184445,0.001986595
53,63,	03/21/2024 14:14:13.936,643.4746,401.2511,1,6,0,0,0,-0.3266649,3.687653,-1.204626798,0.0,0.02251886,0.0,0.08426247,,,,,,,,,25.7518444,0.001986623
54,64,	03/21/2024 14:14:13.941,643.48,401.2565,1,6,0,0,0,-0.3271341,3.697802,-1.209677129,0.0,0.02251934,0.0,0.0842642,,,,,,,,,25.75185493,0.001983584
55,65,	03/21/2024 14:14:23.941,653.4801,411.2566,1,6,0,0,0,-0.3245115,3.698738,-1.200283016,0.0,0.02342407,0.0,0.08761034,,0.102921702,,-0.000796132,-1256.072998,,,,25.77171497,-0.003750267
56,66,	03/21/2024 14:14:33.942,663.4803,421.2568,1,6,0,0,0,-0.3222666,3.699105,-1.192097991,0.0,0.02432224,0.0,0.09093253,,6.99401e-05,,,,,,,25.72951741,-0.018166159
57,67,	03/21/2024 14:14:43.942,673.4806,431.2571,1,6,0,0,0,-0.3198175,3.699359,-1.183119747,0.0,0.02521426,0.0,0.09423228,,4.50051e-05,,,,,,,25.82329,0.01266062
58,68,	03/21/2024 14:14:53.943,683.4814,441.2579,1,6,0,0,0,-0.3180885,3.699327,-1.176713376,0.0,0.02610029,0.0,0.09751008,,-6.63799e-06,,,,,,,25.804,-0.01094699
59,69,	03/21/2024 14:14:59.173,688.7118,446.4883,1,6,0,0,0,-0.3169403,3.687716,-1.168785815,0.0,0.0265616,0.0,0.09921677,,-0.001317961,,-0.00095487,,,,,25.77246,0.00252068
60,70,	03/21/2024 14:14:59.179,688.7182,446.4947,1,6,0,0,0,-0.3167963,3.698965,-1.171818426,0.0,0.02656204,0.0,0.09921835,,,,,,,,,25.77251976,0.002541754
61,71,	03/21/2024 14:15:09.180,698.7183,456.4948,1,6,0,0,0,-0.3150187,3.700073,-1.165592186,0.0,0.02744013,0.0,0.1024672,,0.119483702,,-0.000736308,-1358.128052,,,,25.8659,0.03547072
62,72,	03/21/2024 14:15:15.688,705.2263,463.0028,1,6,0,0,0,-0.2743406,3.718243,-1.020065016,0.0,0.02800721,0.0,0.1045656,,0.004168155,,-0.268426001,,,,,25.7951652,-0.001230868
63,73,	03/21/2024 14:15:16.192,705.7303,463.5068,1,6,0,0,0,-0.2516041,3.728479,-0.938100603,0.0,0.02804546,0.0,0.1047078,,0.020310991,,-0.002289124,-12.86474037,,,,25.85553497,0.01886565
64,74,	03/21/2024 14:15:17.189,706.728,464.5045,1,6,0,0,0,-0.2282181,3.739358,-0.853389178,0.0,0.0281131,0.0,0.1049602,,0.00412502,,-0.005137574,-268.2189941,,,,25.85554695,0.018869638
65,75,	03/21/2024 14:15:19.233,708.7713,466.5478,1,6,0,0,0,-0.2069311,3.749827,-0.775955826,0.0,0.02823682,0.0,0.1054233,,0.004625034,,-0.008239889,-160.6885071,,,,25.81897,-0.01143098
66,76,	03/21/2024 14:15:23.774,713.3128,471.0893,1,6,0,0,0,-0.1849594,3.760767,-0.695589208,0.0,0.02848423,0.0,0.1063521,,0.005844397,,-0.019624811,-84.70960236,,,,25.79271184,-0.008205246
67,77,	03/21/2024 14:15:29.509,719.0482,476.8247,1,6,0,0,0,-0.1620789,3.771187,-0.611229841,0.0,0.02876094,0.0,0.1073936,,0.001586165,,-0.026328331,-44.21788025,,,,25.81826,0.004515648
68,78,	03/21/2024 14:15:32.689,722.2282,480.0047,1,6,0,0,0,-0.1862974,3.758669,-0.700230262,0.0,0.02889838,0.0,0.1079121,,-0.039487209,,-0.024488701,-37.65507126,,,,25.7721,-0.01442432
69,79,	03/21/2024 14:15:33.193,722.7321,480.5086,1,6,0,0,0,-0.2125158,3.746899,-0.796275239,0.0,0.02892455,0.0,0.1080104,,-0.0233583,,0.002998332,91.06507874,,,,25.82312334,0.015941197
70,80,	03/21/2024 14:15:34.190,723.729,481.5055,1,6,0,0,0,-0.2395344,3.734348,-0.894504808,0.0,0.02898562,0.0,0.108239,,-0.004357432,,0.002794377,449.118988,,,,25.82313,0.01594722
71,81,	03/21/2024 14:15:37.354,726.8931,484.6696,1,6,0,0,0,-0.2596951,3.724166,-0.967147662,0.0,0.0292068,0.0,0.1090637,,-0.001557058,,0.0131143,205.3367004,,,,25.8102,-0.004042387
72,82,	03/21/2024 14:15:47.354,736.8931,494.6696,1,6,0,0,0,-0.2689228,3.720103,-1.000420515,0.0,0.02994209,0.0,0.1118007,,-0.000802485,,0.088293158,46.0343399,,,,25.82367693,-0.004454847
73,83,	03/21/2024 14:15:57.355,746.8941,504.6706,1,6,0,0,0,-0.2753592,3.716866,-1.023473248,0.0,0.03069797,0.0,0.1146113,,-0.00017717,,,,,,,25.7871,0.009958744
74,84,	03/21/2024 14:16:07.355,756.8942,514.6707,1,6,0,0,0,-0.2805214,3.713653,-1.041759139,0.0,0.03147027,0.0,0.1174804,,-0.0001718,,0.223747507,6.396956921,,,,25.79723,-0.003284216
75,85,	03/21/2024 14:16:17.356,766.8943,524.6708,1,6,0,0,0,-0.285677,3.711038,-1.060158203,0.0,0.03225596,0.0,0.120397,,-0.000426165,,,,,,,25.81713,-0.004454255
76,86,	03/21/2024 14:16:25.190,774.7287,532.5052,1,6,0,0,0,-0.2613306,3.721296,-0.972488516,0.0,0.03287551,0.0,0.122696,,0.001079833,,-0.02107021,,,,,25.84168021,0.013415585
77,87,	03/21/2024 14:16:35.191,784.7297,542.5062,1,6,0,0,0,-0.243351,3.729452,-0.907565874,0.0,0.03356731,0.0,0.1252742,,0.000405275,,-0.02811629,-4.766992092,,,,25.84,0.007205606
78,88,	03/21/2024 14:16:35.864,785.4024,543.1789,1,6,0,0,0,-0.2416344,3.717933,-0.89838051,0.0,0.0336125,0.0,0.1254427,,,,,,,,,25.79689,-0.01347184
79,89,	03/21/2024 14:16:35.870,785.4089,543.1854,1,6,0,0,0,-0.2415066,3.72937,-0.900667469,0.0,0.03361284,0.0,0.125444,,,,,,,,,25.79695842,-0.01344098
80,90,	03/21/2024 14:16:41.688,791.2265,549.003,1,6,0,0,0,-0.2165785,3.741893,-0.810413573,0.0,0.03399764,0.0,0.1268798,,0.000837919,,-0.051026009,-12.06299019,,,,25.85819711,0.014178874
81,91,	03/21/2024 14:16:45.093,794.6322,552.4087,1,6,0,0,0,-0.1949835,3.752422,-0.731660375,0.0,0.03419033,0.0,0.1276018,,0.002775079,,-0.02391682,-110.5442963,,,,25.86684,0.002701283
82,92,	03/21/2024 14:16:53.997,803.5355,561.312,1,6,0,0,0,-0.1729584,3.762443,-0.650746121,0.0,0.0346427,0.0,0.1293011,,0.0017344,,-0.03892665,-31.86329079,,,,25.86666,-0.001055002
83,93,	03/21/2024 14:17:03.998,813.5363,571.3128,1,6,0,0,0,-0.1512604,3.770875,-0.570384061,0.0,0.03509235,0.0,0.1309945,,0.001857114,,-0.048821442,-21.5813694,,,,25.82069443,-0.002983193
84,94,	03/21/2024 14:17:13.754,823.2924,581.0689,1,6,0,0,0,-0.1313019,3.781132,-0.496469816,0.0,0.03547553,0.0,0.1324411,,0.00107142,,-0.044601239,-21.79755974,,,,25.81189355,-0.005221344
85,95,	03/21/2024 14:17:23.754,833.2927,591.0692,1,6,0,0,0,-0.1130943,3.78896,-0.428509779,0.0,0.03581549,0.0,0.1337275,,0.000819173,,-0.036555581,-24.50513077,,,,25.77759,-0.02133489
86,96,	03/21/2024 14:17:33.755,843.2934,601.0699,1,6,0,0,0,-0.09568787,3.79664,-0.363292395,0.0,0.03610515,0.0,0.134826,,0.000757472,,-0.026084291,,,,,25.82389,0.01569808
87,97,	03/21/2024 14:17:43.755,853.2937,611.0702,1,6,0,0,0,-0.07882404,3.804121,-0.299856186,0.0,0.03634742,0.0,0.1357467,,0.000743511,,-0.034038968,-26.92836952,,,,25.75865048,-0.014934233
88,98,	03/21/2024 14:17:53.755,863.2938,621.0703,1,6,0,0,0,-0.06296349,3.812354,-0.240039113,0.0,0.03654476,0.0,0.1364981,,0.000856508,,-0.029335359,-34.9896698,,,,25.78958,0.006915927
89,99,	03/21/2024 14:18:03.755,873.2938,631.0703,1,6,0,0,0,-0.04816341,3.818377,-0.183906057,0.0,0.03669989,0.0,0.1370899,,0.000551586,,-0.02297494,-41.32640839,,,,25.78639224,0.001472289
90,100,	03/21/2024 14:18:13.756,883.2945,641.071,1,6,0,0,0,-0.03426552,3.824493,-0.131048241,0.0,0.03681492,0.0,0.1375295,,0.003236837,,-9.47336e-05,,,,,25.76972,0.000475645
91,101,	03/21/2024 14:18:23.756,893.2949,651.0714,1,6,0,0,0,-0.02462769,3.829995,-0.09432393,0.0,0.03689212,0.0,0.137825,,0.001296924,,-0.01127151,-61.12438965,,,,25.77532,0.01072049
92,102,	03/21/2024 14:18:24.191,893.7302,651.5067,1,6,0,0,0,-0.05161095,3.81754,-0.197026866,0.0,0.03689506,0.0,0.1378363,,-0.004960784,,,,,,,25.77532,0.01072049
93,103,	03/21/2024 14:18:24.690,894.2284,652.0049,1,6,0,0,0,-0.07588387,3.806956,-0.288886554,0.0,0.03690279,0.0,0.1378658,,,,,,,,,25.77532196,0.010720491
94,104,	03/21/2024 14:18:25.692,895.231,653.0075,1,6,0,0,0,-0.09956264,3.795419,-0.377881936,0.0,0.03692604,0.0,0.1379542,,-0.005824856,,0.002073652,1365.907959,,,,25.77532,0.01072049
95,105,	03/21/2024 14:18:29.887,899.4254,657.2019,1,6,0,0,0,-0.1203976,3.783829,-0.45556393,0.0,0.03705712,0.0,0.138451,,-0.004543088,,0.005236442,495.2962952,,,,25.723,0.00128746
96,106,	03/21/2024 14:18:39.888,909.4264,667.2029,1,6,0,0,0,-0.1360331,3.778678,-0.514025282,0.0,0.03741468,0.0,0.1398033,,-0.000759552,,0.05593181,88.40303802,,,,25.72602,0.004268885
97,107,	03/21/2024 14:18:41.187,910.7262,668.5027,1,6,0,0,0,-0.1628284,3.766332,-0.613265813,0.0,0.03746401,0.0,0.1399897,,-0.016352819,,,,,,,25.70370274,-0.006972283
98,108,	03/21/2024 14:18:41.691,911.2302,669.0067,1,6,0,0,0,-0.1903543,3.75397,-0.714584332,0.0,0.03748722,0.0,0.1400771,,,,,,,,,25.7037,-0.006973147
99,109,	03/21/2024 14:18:42.689,912.2279,670.0044,1,6,0,0,0,-0.2175446,3.741492,-0.813941381,0.0,0.03754221,0.0,0.1402833,,-0.004246021,,0.003618088,532.4569702,,,,25.7037,-0.006973147
100,110,	03/21/2024 14:18:44.480,914.0191,671.7956,1,6,0,0,0,-0.2371006,3.731459,-0.884731168,0.0,0.0376556,0.0,0.140707,,-0.01282632,,0.005921018,226.3330994,,,,25.74666,0.01342356
101,111,	03/21/2024 14:18:48.395,917.9335,675.71,1,6,0,0,0,-0.2585106,3.721434,-0.962030136,0.0,0.03792625,0.0,0.1417156,,-0.000747338,,0.02559576,88.49310303,,,,25.7211501,-0.007970383
102,112,	03/21/2024 14:18:53.368,922.9064,680.6829,1,6,0,0,0,-0.2783432,3.711132,-1.032968357,0.0,0.03829703,0.0,0.1430939,,-0.001455983,,0.035504371,37.04364014,,,,25.69355,-0.01213908
103,113,	03/21/2024 14:18:55.608,925.1464,682.9229,1,6,0,0,0,-0.2866926,3.696637,-1.059798473,0.0,0.03847301,0.0,0.1437468,,-0.05601912,,0.041359112,27.78203011,,,,25.71569344,0.006918056
104,114,	03/21/2024 14:18:55.615,925.1539,682.9304,1,6,0,0,0,-0.2868433,3.707704,-1.063530051,0.0,0.03847392,0.0,0.1437502,,,,,,,,,25.71560733,0.006880415
105,115,	03/21/2024 14:19:00.379,929.9176,687.6941,1,6,0,0,0,-0.3061075,3.69768,-1.131887581,0.0,0.03886596,0.0,0.1452022,,-0.000911794,,0.027731409,-1280.237061,,,,25.66017267,-0.017350403
106,116,	03/21/2024 14:19:06.041,935.5794,693.3559,1,6,0,0,0,-0.3268099,3.687666,-1.205165757,0.0,0.03936369,0.0,0.1470407,,-0.00082852,,0.046433471,23.75248909,,,,25.65773,-0.004745722
107,117,	03/21/2024 14:19:11.266,940.8051,698.5816,1,6,0,0,0,-0.3480902,3.677218,-1.280003549,0.0,0.03985319,0.0,0.1488439,,-0.001312729,,0.038630281,22.0508194,,,,25.68625,-0.007737875
108,118,	03/21/2024 14:19:21.267,950.8058,708.5823,1,6,0,0,0,-0.357892,3.672935,-1.314514053,0.0,0.04083564,0.0,0.1524549,,0.000892919,,0.077515058,18.31632042,,,,25.65304026,-0.005921144
109,119,	03/21/2024 14:19:27.736,957.2749,715.0514,1,6,0,0,0,-0.3776302,3.662851,-1.383203156,0.0,0.04149484,0.0,0.1548733,,-0.002114251,,0.059542749,7.516181946,,,,25.72602,0.02081871
110,120,	03/21/2024 14:19:33.191,962.7293,720.5058,1,6,0,0,0,-0.3441715,3.677968,-1.265851764,0.0,0.04207469,0.0,0.1569959,,0.078163892,,-0.01094698,-111.5002975,,,,25.68079,-0.01565278
111,121,	03/21/2024 14:19:34.237,963.7757,721.5522,1,6,0,0,0,-0.3233671,3.688148,-1.192625723,0.0,0.04217272,0.0,0.1573568,,0.005017459,,-0.009003507,-143.6734924,,,,25.68079,-0.01565278
112,122,	03/21/2024 14:19:44.238,973.7766,731.5531,1,6,0,0,0,-0.3068771,3.694686,-1.133814525,0.0,0.0430333,0.0,0.1605355,,0.000402706,,-0.032783542,-72.2603302,,,,25.65379,-0.01342535
113,123,	03/21/2024 14:19:54.238,983.7766,741.5531,1,6,0,0,0,-0.3068933,3.694356,-1.133773104,0.0,0.04388603,0.0,0.1636859,,7.31012e-06,,,,,,,25.64289485,0.000530938
114,124,	03/21/2024 14:20:04.239,993.7775,751.554,1,6,0,0,0,-0.3093662,3.692577,-1.142358515,0.0,0.04474191,0.0,0.1668471,,-0.000125244,,,,,,,25.6292,0.00123024
115,125,	03/21/2024 14:20:14.240,1003.7785,761.555,1,6,0,0,0,-0.3118992,3.690879,-1.151182207,0.0,0.0456047,0.0,0.1700324,,-0.000188758,,,,,,,25.62619,0.003225207
116,126,	03/21/2024 14:20:24.241,1013.7794,771.5559,1,6,0,0,0,-0.326025,3.683231,-1.200825387,0.0,0.04647674,0.0,0.17325,,-0.000204202,,0.097933598,2.385951042,,,,25.65865,0.008205175
117,127,	03/21/2024 14:20:27.107,1016.6458,774.4223,1,6,0,0,0,-0.344862,3.672907,-1.266646054,0.0,0.04674572,0.0,0.1742394,,-0.003018424,,0.01698456,,,,,25.64027087,-0.005743613
118,128,	03/21/2024 14:20:37.107,1026.6459,784.4224,1,6,0,0,0,-0.3624916,3.666616,-1.3291175,0.0,0.04773106,0.0,0.1778559,,-0.000381992,,0.111073397,38.34778976,,,,25.67911491,0.001751706
119,129,	03/21/2024 14:20:41.690,1031.2292,789.0057,1,6,0,0,0,-0.3319197,3.68019,-1.221527561,0.0,0.04819427,0.0,0.1795537,,0.001142913,,-0.008325195,-72.88684082,,,,25.6673,-0.003691912
